backend,benchmark,problem,circuit_type,search_mode,archive_type,descriptor_profile,generation,generation_views_available,source,candidate_id,strategy,score,quality_score,color_score,origin_pool,generated_mode,decision,inserted,replaced,cell_id,is_final_elite,area,power,eff_clk_period,tns,wns,g_A,g_P,g_T,report_path,candidate_dir,code_file_path,metrics_json_path,qd_event_path,vcd_file_path,has_qd_event,has_metrics_json,has_code_file,has_vcd_file,has_structural_metrics,has_rtl_metrics,has_graph_metrics,has_dynamic_metrics,has_physical_metrics,warning_messages,adder_ratio,arithmetic_cells,cell_count_log,comb_ratio,comb_width_log,combinational_cells,edge_per_node,ff_depth,hyper_cell_count,hyper_directed_edge_count,hyper_driven_net_count,hyper_fanout_entropy,hyper_max_fanout,hyper_max_level,hyper_max_level_delta,hyper_mean_fanout,hyper_net_count,hyper_sink_net_count,laplacian_lambda2,laplacian_spectral_entropy,log_edge_count,log_max_level,log_net_count,log_node_count,logic_depth,logic_depth_ltp,logic_depth_ltp_delta,ltp_noff,mux_cells,mux_ratio,reconv_sink_ratio,reconv_source_ratio,rent_clamped_flag,rent_confidence,rent_exponent,rent_exponent_confidence_gated,rent_graph_node_count,rent_k,rent_r2,rent_raw_sample_count,rent_retained_sample_ratio,rent_sample_count,scoap_cc0_bin_0_pct,scoap_cc0_bin_1_pct,scoap_cc0_bin_2_pct,scoap_cc0_bin_3_pct,scoap_cc1_bin_0_pct,scoap_cc1_bin_1_pct,scoap_cc1_bin_2_pct,scoap_cc1_bin_3_pct,scoap_co_bin_0_pct,scoap_co_bin_1_pct,scoap_co_bin_2_pct,scoap_co_bin_3_pct,scoap_signal_smoothness,seq_ratio,sequential_cells,share_family_inv,t11_runtime_pca_0,t11_runtime_pca_1,t11_runtime_pca_2,t11_runtime_pca_3,total_cells,utilization
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,80c0bdac-201e-411b-bfa0-1568badd9597,M-I,0.39097756094355746,,0.39097756094355746,,,,False,False,,False,1821.0,0.000985,0.0,0.0,0.0,0.18157303370786518,0.991359649122807,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,5f6bb949-6794-4345-befc-1cf0c3c78c32,C-F,0.396563801826664,,0.396563801826664,,,,False,False,,False,1785.0,0.000919,0.0,0.0,0.0,0.19775280898876405,0.9919385964912281,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,0,True,generation_log,17ebbc7d-b1cf-4066-bda7-01affb5908e7,initial,-0.07596036839419344,-0.07596036839419344,-0.07596036839419344,initial,whole,warmup_buffered,False,False,warmup:3,True,708.0,0.11,1.05,-17.1,-1.04,0.27755102040816326,-0.22494432071269482,-0.28048780487804875,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample1_initial,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample1_initial/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample1_initial/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample1_initial/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.23076923076923078,72.0,5.746203190540153,0.8365384615384616,2.8903717578961645,17.0,1.5416666666666667,3.0,24.0,37.0,327.0,8.038489302928145,8.0,7.0,4.0,1.217125382262997,327.0,327.0,0.06281554087586269,0.9388423031713667,3.6375861597263857,2.0794415416798357,5.793013608384144,3.2188758248682006,4.0,4.0,0.0,0.0,16.0,0.05128205128205128,0.4166666666666667,1.0,0.0,0.6927482700749178,0.04591434016697477,0.18543294468484417,24.0,45.00824030153548,0.020993080299670952,9.0,1.0,9.0,0.21406727828746178,0.4434250764525994,0.0,0.3425076452599388,0.21406727828746178,0.4434250764525994,0.0,0.3425076452599388,0.21100917431192662,0.04892966360856269,0.0,0.7400611620795107,0.0745992820452042,0.16346153846153846,51.0,0.0,3.428201108536215,7.027538679527053,7.3783372369900455,6.282894311090548,312.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,0,True,generation_log,889c8f7b-f597-4bda-a415-de245f8d3d72,initial,-0.07596036839419344,-0.07596036839419344,-0.07596036839419344,initial,whole,warmup_buffered,False,False,warmup:4,True,708.0,0.11,1.05,-17.1,-1.04,0.27755102040816326,-0.22494432071269482,-0.28048780487804875,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample2_initial,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample2_initial/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample2_initial/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample2_initial/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.23076923076923078,72.0,5.746203190540153,0.8365384615384616,2.833213344056216,16.0,1.619047619047619,3.0,21.0,34.0,326.0,8.053565735207659,8.0,11.0,11.0,1.205521472392638,326.0,326.0,0.07630838539760348,0.9459374559420385,3.5553480614894135,2.4849066497880004,5.7899601708972535,3.091042453358316,8.0,8.0,0.0,0.0,16.0,0.05128205128205128,0.47619047619047616,1.0,0.0,0.7890776171807095,0.23395705388897056,0.290071466014973,21.0,39.981587681439066,0.650060468722838,8.0,0.75,6.0,0.2147239263803681,0.44171779141104295,0.0,0.34355828220858897,0.2147239263803681,0.44171779141104295,0.0,0.34355828220858897,0.2085889570552147,0.049079754601226995,0.0,0.7423312883435583,0.13105891948796022,0.16346153846153846,51.0,0.0,3.443734988636135,7.061603157387585,7.391175765922825,6.243938090324494,312.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,0,True,generation_log,42f486c9-3d99-4532-aa11-52b874671358,initial,0.022897259289396694,0.022897259289396694,0.022897259289396694,initial,whole,warmup_buffered,False,False,warmup:2,True,676.0,0.0863,1.05,-13.71,-1.04,0.31020408163265306,0.038975501113585775,-0.28048780487804875,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample5_initial,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample5_initial/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample5_initial/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample5_initial/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.24489795918367346,72.0,5.68697535633982,0.826530612244898,2.833213344056216,16.0,1.565217391304348,3.0,23.0,36.0,326.0,8.035068415447277,8.0,7.0,5.0,1.2116564417177915,326.0,326.0,0.08290150601546678,0.9397406730978455,3.6109179126442243,2.0794415416798357,5.7899601708972535,3.1780538303479458,4.0,4.0,0.0,0.0,0.0,0.0,0.43478260869565216,1.0,0.0,0.6845505874726048,0.05601699615885824,0.19607117389269468,23.0,44.500065842161405,0.019452349890418996,9.0,1.0,9.0,0.2147239263803681,0.44171779141104295,0.0,0.34355828220858897,0.2147239263803681,0.44171779141104295,0.0,0.34355828220858897,0.2085889570552147,0.049079754601226995,0.0,0.7423312883435583,0.07439054650607575,0.17346938775510204,51.0,0.0,3.426462548154752,7.028878533445373,7.372512656865702,6.264228531523883,294.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,0,True,generation_log,6dccb2fb-55a5-429a-929d-ac3d44737b27,initial,0.03347517832707536,0.03347517832707536,0.03347517832707536,initial,whole,warmup_buffered,False,False,warmup:1,True,649.0,0.0914,1.0,-15.5,-0.99,0.3377551020408163,-0.01781737193763909,-0.21951219512195114,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample10_initial,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample10_initial/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample10_initial/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen0/Prob015_multi_pipe_8bit_sample10_initial/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.23452768729641693,72.0,5.730099782973575,0.8859934853420195,2.8903717578961645,17.0,1.608695652173913,3.0,23.0,37.0,326.0,8.044067636466497,8.0,7.0,5.0,1.2147239263803682,326.0,326.0,0.09116000411959227,0.9445015458386086,3.6375861597263857,2.0794415416798357,5.7899601708972535,3.1780538303479458,5.0,5.0,0.0,0.0,16.0,0.05211726384364821,0.43478260869565216,1.0,0.0,0.6865011719496796,0.06643974565004267,0.20236037727795314,23.0,43.89808238364161,0.027254687798718535,9.0,1.0,9.0,0.1656441717791411,0.49079754601226994,0.0,0.34355828220858897,0.1656441717791411,0.44171779141104295,0.0,0.39263803680981596,0.15950920245398773,0.09815950920245399,0.0,0.7423312883435583,0.07435928792302364,0.11400651465798045,35.0,0.0,3.4568772818887767,7.05851311918521,7.372018366326501,6.238877798493064,307.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,1,True,generation_log,0de02f83-b772-4313-965f-0299fd74b10a,M-E,-0.3943690105734292,-0.3943690105734292,-0.3943690105734292,fail_pool,whole,filled_empty,True,False,"3,3,3,3",False,1299.0,0.192,0.59,-38.5,-0.58,-0.32551020408163267,-1.1380846325167038,0.28048780487804886,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample5_M-E,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample5_M-E/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample5_M-E/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample5_M-E/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.14615384615384616,76.0,6.255750041753367,0.7615384615384615,3.2188758248682006,24.0,1.8,9.0,35.0,63.0,556.0,8.878395902937989,11.0,25.0,25.0,1.3579136690647482,556.0,556.0,0.05399196979084858,0.9486445389872881,4.1588830833596715,3.258096538021482,6.322565239927284,3.58351893845611,3.0,3.0,0.0,0.0,64.0,0.12307692307692308,0.6285714285714286,1.0,0.0,0.8500966054308461,0.21494542336699815,0.25767607204175813,35.0,41.756859127466065,0.4503864217233845,12.0,0.9166666666666666,11.0,0.30935251798561153,0.4892086330935252,0.0,0.2014388489208633,0.30935251798561153,0.460431654676259,0.02877697841726619,0.2014388489208633,0.3057553956834532,0.460431654676259,0.014388489208633094,0.21942446043165467,0.17178230351332682,0.23846153846153847,124.0,0.0,4.48868847831886,7.8224509273579566,8.293826228562654,6.940895466853055,520.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,1,True,generation_log,8f1f9f27-33e3-4905-b29b-4f0b4c236f8f,M-E,-0.3178309522516159,-0.3178309522516159,-0.3178309522516159,success_pool,whole,replaced_elite,True,True,"3,3,3,3",True,1127.0,0.174,0.71,-32.69,-0.7,-0.15,-0.9376391982182626,0.13414634146341475,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample9_M-E,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample9_M-E/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample9_M-E/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample9_M-E/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.1775,71.0,5.993961427306569,0.69,2.833213344056216,16.0,1.4333333333333333,4.0,30.0,43.0,471.0,8.569730955241832,14.0,9.0,9.0,1.1804670912951167,471.0,471.0,0.08542072224897204,0.9392839593768061,3.784189633918261,2.302585092994046,6.156978985585555,3.4339872044851463,3.0,3.0,0.0,0.0,16.0,0.04,0.36666666666666664,1.0,0.0,0.8785916060724703,0.3439943756225104,0.36293476792184287,30.0,32.39709627899137,0.6368664242898813,10.0,0.9,9.0,0.4564755838641189,0.3057324840764331,0.0,0.23779193205944799,0.4564755838641189,0.3057324840764331,0.0,0.23779193205944799,0.45222929936305734,0.050955414012738856,0.0,0.4968152866242038,0.16383576019034818,0.31,124.0,0.0,3.8518386465293997,7.317966517147026,8.000464210981193,6.969511796607698,400.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,1,True,generation_log,0756cfd4-c5c2-4892-a47e-df0cc35eaa49,M-T,0.053612899339756596,0.053612899339756596,0.053612899339756596,success_pool,whole,replaced_elite,True,True,"3,3,3,3",True,1142.0,0.0857,0.59,-32.91,-0.58,-0.1653061224489796,0.045657015590200516,0.28048780487804886,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample10_M-T,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample10_M-T/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample10_M-T/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample10_M-T/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.14579439252336449,78.0,6.284134161070802,0.8093457943925234,3.258096538021482,25.0,1.5128205128205128,5.0,39.0,59.0,536.0,8.779134517528052,14.0,12.0,8.0,1.171641791044776,536.0,536.0,0.04569252498138844,0.9439329863965485,4.0943445622221,2.5649493574615367,6.285998094508865,3.6888794541139363,3.0,3.0,0.0,0.0,0.0,0.0,0.5641025641025641,1.0,0.0,0.8978305152118584,0.33236807773985005,0.34949494487121535,39.0,29.053619197926977,0.700412969938343,11.0,0.8181818181818182,9.0,0.2835820895522388,0.5074626865671642,0.0,0.208955223880597,0.2835820895522388,0.29850746268656714,0.0,0.417910447761194,0.2798507462686567,0.26865671641791045,0.0,0.45149253731343286,0.02870469814190788,0.19065420560747665,102.0,0.0,4.130933224274339,7.481398177910111,8.198703071856068,7.1432077989673015,535.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,2,True,generation_log,a96d5fb7-2db1-4ce0-8437-5ed99d9bf143,initial,-0.07596036839419344,-0.07596036839419344,-0.07596036839419344,success_pool,whole,filled_empty,True,False,"1,1,0,2",True,708.0,0.11,1.05,-17.09,-1.04,0.27755102040816326,-0.22494432071269482,-0.28048780487804875,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_initial,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_initial/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_initial/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_initial/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.23076923076923078,72.0,5.746203190540153,0.8365384615384616,2.833213344056216,16.0,1.565217391304348,3.0,23.0,36.0,326.0,8.033353241447816,8.0,11.0,9.0,1.2177914110429449,326.0,326.0,0.06928106056527211,0.9399750739980579,3.6109179126442243,2.4849066497880004,5.7899601708972535,3.1780538303479458,8.0,8.0,0.0,0.0,16.0,0.05128205128205128,0.43478260869565216,1.0,0.0,0.6833989070761172,0.036625083649897784,0.18333008859985295,23.0,47.13042973930542,0.014845628304468561,8.0,1.0,8.0,0.2147239263803681,0.44171779141104295,0.0,0.34355828220858897,0.2147239263803681,0.44171779141104295,0.0,0.34355828220858897,0.2085889570552147,0.049079754601226995,0.0,0.7423312883435583,0.1308020427907988,0.16346153846153846,51.0,0.0,3.430465323704794,7.032118419063085,7.371625259659175,6.259705219112756,312.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,2,True,generation_log,511702b7-15d4-45e9-a8c8-c8c596a6d259,M-F,0.05279453299055512,0.05279453299055512,0.05279453299055512,fail_pool,whole,filled_empty,True,False,"0,0,0,0",True,600.0,0.0874,1.03,-15.36,-1.02,0.3877551020408163,0.026726057906458787,-0.2560975609756097,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_M-F,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_M-F/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_M-F/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample1_M-F/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.24187725631768953,67.0,5.627621113690637,0.8736462093862816,1.0986122886681096,2.0,0.8333333333333334,2.0,6.0,5.0,86.0,6.330330476729227,4.0,3.0,3.0,1.1046511627906976,86.0,86.0,0.47140586012907526,0.9392637371634215,1.791759469228055,1.3862943611198906,4.465908118654584,1.9459101490553132,1.0,1.0,0.0,0.0,16.0,0.05776173285198556,0.0,0.0,0.0,0.6218451050146767,0.2086455384637986,0.3188226542695263,6.0,30.259581320937258,0.9998804200587067,3.0,1.0,3.0,0.627906976744186,0.18604651162790697,0.0,0.18604651162790697,0.627906976744186,0.18604651162790697,0.0,0.18604651162790697,0.6046511627906976,0.18604651162790697,0.0,0.20930232558139536,0.11547275543690183,0.1263537906137184,35.0,0.0,1.4090505017277666,5.131740910375371,5.915594258453688,4.897362766878099,277.0,1.0
t11_runtime_pca4_graph_qd,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution_qd,grid_quantile,t11_runtime_pca4_graph,2,True,generation_log,8425458c-28fc-43f7-8961-bc12b6db717f,M-E,-0.780739936802577,-0.780739936802577,-0.780739936802577,fail_pool,whole,crowding_evicted,False,False,"3,3,3,3",False,1684.0,0.263,0.5700000000000001,-55.4,-0.56,-0.7183673469387755,-1.9287305122494434,0.3048780487804878,,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample2_M-E,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen1/Prob015_multi_pipe_8bit_sample10_M-T/code.sv,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample2_M-E/code_synthesis_report.metrics.json,/workspace/exp/useful_bd_push/t46_t11_runtime_pca4_graph_20260622_182358_UTC/t11_runtime_pca4_graph_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample2_M-E/qd_archive_event.json,,True,True,True,False,True,False,True,False,True,,0.1032171581769437,77.0,6.616065185132817,0.7774798927613941,2.833213344056216,16.0,1.8235294117647058,5.0,34.0,62.0,430.0,8.323645472795652,18.0,9.0,9.0,1.244186046511628,430.0,427.0,0.10015224622080823,0.9478622756584788,4.143134726391533,2.302585092994046,6.066108090103747,3.5553480614894135,1.0,1.0,0.0,0.0,78.0,0.10455764075067024,0.4411764705882353,1.0,0.0,0.9602395752906664,0.4241277335129189,0.42714444705210497,34.0,29.142259830064106,0.9009583011626656,10.0,0.9,9.0,0.5279069767441861,0.18604651162790697,0.0,0.28604651162790695,0.5279069767441861,0.18604651162790697,0.0,0.28604651162790695,0.5232558139534884,0.05581395348837209,0.0,0.42093023255813955,0.038784083114826035,0.2225201072386059,166.0,0.0,3.9676375870271423,7.3342386654293295,7.590763830643381,6.406580102459456,746.0,1.0
