feature,eligible,predictive_score,diversity_score,stability_score,composite_score,collapsed_in_backend_count,finite_fraction,normalized_range_coverage,unique_ratio
sequential_cells,False,0.9116842601035257,0.7837837837837838,0.4065934065934066,0.7659009226895922,1,0.4065934065934066,1.0,0.35135135135135137
seq_ratio,False,0.8473900740048391,0.8324272765013916,0.4065934065934066,0.753993761396346,1,0.4065934065934066,1.0,0.5405405405405406
ff_depth,False,0.885678212683445,0.7207207207207208,0.4065934065934066,0.7321261292784839,1,0.4065934065934066,1.0,0.16216216216216217
scoap_cc1_bin_3_pct,False,0.801897989034657,0.7802494858794834,0.4065934065934066,0.7152600964420962,1,0.4065934065934066,1.0,0.8648648648648649
scoap_co_bin_0_pct,False,0.7227329352607847,0.8650478209659248,0.4065934065934066,0.7093152395241081,1,0.4065934065934066,1.0,0.8918918918918919
share_family_inv,False,0.7661117236682167,0.8018018018018017,0.4065934065934066,0.7066995876000094,1,0.4065934065934066,1.0,0.40540540540540543
combinational_cells,False,0.695401996549804,0.8809683966033678,0.4065934065934066,0.7025885185772719,1,0.4065934065934066,1.0,0.6486486486486487
scoap_cc1_bin_1_pct,False,0.6889759883784612,0.8627936545365217,0.4065934065934066,0.6933356551767714,1,0.4065934065934066,1.0,0.8378378378378378
scoap_cc0_bin_0_pct,False,0.7196915827623172,0.8141740973783861,0.4065934065934066,0.6901408276441592,1,0.4065934065934066,1.0,0.8648648648648649
scoap_cc0_bin_3_pct,False,0.7588703833414157,0.7630217027600356,0.4065934065934066,0.6898679497883308,1,0.4065934065934066,1.0,0.8378378378378378
scoap_cc1_bin_0_pct,False,0.7000000049250756,0.8155880105704635,0.4065934065934066,0.6817744872346276,1,0.4065934065934066,1.0,0.8648648648648649
mux_ratio,False,0.6676953466091184,0.846025556305781,0.4065934065934066,0.677890531999808,1,0.4065934065934066,1.0,0.8378378378378378
hyper_mean_fanout,False,0.7097272447835468,0.7431126029297189,0.4065934065934066,0.660785352496679,1,0.4065934065934066,1.0,0.9459459459459459
scoap_signal_smoothness,False,0.646936810031294,0.821641439972575,0.4065934065934066,0.6600147498231649,1,0.4065934065934066,1.0,0.9459459459459459
comb_ratio,False,0.8473900740048391,0.5549067303653777,0.4065934065934066,0.6568615702487411,1,0.4065934065934066,1.0,0.5405405405405406
mux_cells,False,0.5854869884086941,0.8648648648648649,0.4065934065934066,0.6474905288052965,1,0.4065934065934066,1.0,0.5945945945945946
logic_depth,False,0.6379934526749251,0.7747747747747749,0.4065934065934066,0.6395869061935688,1,0.4065934065934066,1.0,0.32432432432432434
logic_depth_ltp,False,0.6379934526749251,0.7747747747747749,0.4065934065934066,0.6395869061935688,1,0.4065934065934066,1.0,0.32432432432432434
scoap_co_bin_3_pct,False,0.639966845560634,0.7285627752067155,0.4065934065934066,0.6243007331433171,1,0.4065934065934066,1.0,0.8378378378378378
rent_exponent_confidence_gated,False,0.5724793052524481,0.8035379892891491,0.4065934065934066,0.6201726649334852,1,0.4065934065934066,1.0,0.9459459459459459
hyper_cell_count,False,0.5153097555186328,0.8754448949820309,0.4065934065934066,0.6196137845457769,1,0.4065934065934066,1.0,0.7837837837837838
rent_graph_node_count,False,0.5153097555186328,0.8754448949820309,0.4065934065934066,0.6196137845457769,1,0.4065934065934066,1.0,0.7837837837837838
comb_width_log,False,0.695401996549804,0.6208585497421331,0.4065934065934066,0.6115500721758397,1,0.4065934065934066,1.0,0.6486486486486487
rent_exponent,False,0.4844565869676787,0.8834777659134438,0.4065934065934066,0.608541363523842,1,0.4065934065934066,1.0,0.8918918918918919
reconv_source_ratio,False,0.6467649094087821,0.6628041237061276,0.4065934065934066,0.6043443338497779,1,0.4065934065934066,1.0,0.4864864864864865
scoap_cc0_bin_1_pct,False,0.5666666706536325,0.7618833821858297,0.4065934065934066,0.6029778668778564,1,0.4065934065934066,1.0,0.8648648648648649
