method_key,method_family,seed,budget_shape,headline_problem_count,method_covered_count,yield_warning_count,missing_method_coverage_count,diagnostic_problem_count,mean_global_ppa_hv,mean_hv_auc,mean_pareto_point_count,mean_reference_beating_count,mean_valid_ppa_count,mean_passive_archive_coverage,mean_passive_archive_qd_score,mean_passive_archive_qd_auc,mean_passive_archive_coverage_auc,mean_pareto_cell_count,mean_pareto_spread,classic_delta_mean_hv,classic_hv_win_count,classic_hv_loss_count,classic_hv_tie_count,notes
classic_revolution_12x3,classic,1001,12x3,3,3,0,0,0,0.190330622051,0.165380260882,3,17.3333333333,23.6666666667,not_available,not_available,not_available,not_available,not_available,not_available,0,0,0,3,
fg_qdm_rf_leafid_front_credit_12x3,front_guarded_qd_memory,1001,12x3,3,3,0,0,0,0.156553379532,0.126838782302,2,12,16.3333333333,0.3125,2.59500499075,1.90668538444,0.232638888889,1.66666666667,0.360220280018,-0.033777242519,0,2,1,canonical_netlist_dedup
