generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,3,0.2777777777777778,0.25,0.131043388260121,0.046446917030865835,,,,,,
1,3,0.33333333333333337,0.3055555555555556,0.254847262014685,0.12197638739455058,,,,,,
2,3,0.4444444444444444,0.4444444444444444,0.3317837280060509,0.1226751146608248,,,,,,
3,3,0.6944444444444444,0.6944444444444444,0.28425181987845394,0.18210305282281608,,,,,,
