representation,same_problem_fraction,same_corpus_fraction,same_canonical_netlist_fraction,same_motif_signature_fraction
t11_contrast_weighted_farthest,0.8736979166666666,0.93359375,0.7903645833333334,0.8541666666666666
t11_contrast_top16_farthest,0.6901041666666666,0.7708333333333334,0.69140625,0.7239583333333334
t11_contrast_top32_farthest,0.7213541666666666,0.7838541666666666,0.7044270833333334,0.7369791666666666
t11_contrast_top64_farthest,0.8736979166666666,0.93359375,0.7903645833333334,0.8541666666666666
