archive_type,common_audit_coverage,common_audit_entropy_bits,common_audit_entropy_normalized,common_audit_occupied_cells,common_audit_qd_score,common_audit_total_cells,internal_entropy_bits,internal_entropy_evenness,internal_occupied_cells,internal_qd_score,method_name,problem_count
none,0.0078125,2.858932542252181,0.27009378087616287,12,2.316311854699285,1536,,,,,classic_revolution,6
grid_quantile,0.005859375,2.6377474441566418,0.24919761822273168,9,1.8525500628421014,1536,5.122438172022382,1.3111291567212506,15,2.528165836594404,landing_smooth_qd_manual_bd,6
grid_quantile,0.0078125,2.8653990513542706,0.27070469556779725,12,1.966312528351859,1536,5.474416120939869,1.1513240047107354,27,4.704574602676281,sr_raw_pca_qd,6
