seed,problem,metric,classic,treatment,delta,status
1001,Prob002_adder_16bit,unconditional_valid_ppa_repair_rate,0.0,0.0,0.0,paired
1001,Prob024_fsm,unconditional_valid_ppa_repair_rate,0.10416666666666667,0.125,0.02083333333333333,paired
1001,Prob025_sequence_detector,unconditional_valid_ppa_repair_rate,0.10416666666666667,0.14583333333333334,0.04166666666666667,paired
1001,Prob027_LIFObuffer,unconditional_valid_ppa_repair_rate,0.08333333333333333,0.041666666666666664,-0.041666666666666664,paired
1001,Prob036_edge_detect,unconditional_valid_ppa_repair_rate,0.0,0.0,0.0,paired
1001,Prob041_traffic_light,unconditional_valid_ppa_repair_rate,0.041666666666666664,0.0625,0.020833333333333336,paired
1001,Prob043_RAM,unconditional_valid_ppa_repair_rate,0.0,0.0,0.0,paired
1001,Prob045_alu,unconditional_valid_ppa_repair_rate,0.0,0.020833333333333332,0.020833333333333332,paired
1001,Prob002_adder_16bit,final_hypervolume,0.2051142342841318,0.2051142342841318,0.0,paired
1001,Prob024_fsm,final_hypervolume,0.13769158586174537,0.14566781357522673,0.00797622771348136,paired
1001,Prob025_sequence_detector,final_hypervolume,0.01413599109004198,0.04338963931804551,0.029253648228003526,paired
1001,Prob027_LIFObuffer,final_hypervolume,0.006799893326980432,0.006130219267087583,-0.0006696740598928488,paired
1001,Prob036_edge_detect,final_hypervolume,0.3558897243107769,0.3558897243107769,0.0,paired
1001,Prob041_traffic_light,final_hypervolume,0.382047204066812,0.2820116194625999,-0.10003558460421208,paired
1001,Prob043_RAM,final_hypervolume,0.0972335945771809,0.10102875348864962,0.003795158911468713,paired
1001,Prob045_alu,final_hypervolume,0.20816779420461268,0.20281661738616202,-0.005351176818450654,paired
1001,Prob002_adder_16bit,hypervolume_auc,0.205114234284,0.205114234284,0.0,paired
1001,Prob024_fsm,hypervolume_auc,0.115539568346,0.123343759775,0.007804191429000004,paired
1001,Prob025_sequence_detector,hypervolume_auc,0.012722391981,0.0130254590628,0.0003030670817999997,paired
1001,Prob027_LIFObuffer,hypervolume_auc,0.00473724810215,0.00482247190367,8.522380152000027e-05,paired
1001,Prob036_edge_detect,hypervolume_auc,0.32030075188,0.32030075188,0.0,paired
1001,Prob041_traffic_light,hypervolume_auc,0.314104320988,0.258134477124,-0.055969843864,paired
1001,Prob043_RAM,hypervolume_auc,0.0646591424999,0.0793787522387,0.014719609738800002,paired
1001,Prob045_alu,hypervolume_auc,0.185037386556,0.196428786517,0.011391399960999998,paired
1001,Prob002_adder_16bit,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob024_fsm,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob025_sequence_detector,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob027_LIFObuffer,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob036_edge_detect,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob041_traffic_light,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob043_RAM,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob045_alu,rtl_simulation_functionality,1.0,1.0,0.0,paired
1001,Prob002_adder_16bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
