benchmark,problem,functionality_rate,synthesis_rate,best_score,runtime_seconds,final_coverage,final_qd_score
RTLLM,Prob004_adder_8bit,0.75,0.75,0.38154412826809186,620.4799273014069,0.4444444444444444,1.5261765130723675
RTLLM,Prob015_multi_pipe_8bit,0.16666666666666666,0.16666666666666666,0.05279453299055512,921.2302377223969,0.25,-0.07639030081042136
RTLLM,Prob024_fsm,0.5833333333333334,0.4791666666666667,0.5002335522886039,837.1674349308014,0.5,2.4052476279845685
RTLLM,Prob037_parallel2serial,0.4583333333333333,0.4583333333333333,-0.0,1012.6639502048492,0.3333333333333333,-0.009729376175292272
RTLLM,Prob041_traffic_light,0.4583333333333333,0.4583333333333333,0.40382050351004595,1175.0435044765472,0.6875,2.5605585814572738
RTLLM,Prob045_alu,0.22916666666666666,0.22916666666666666,0.3879446744201327,1211.319818019867,0.4375,2.660291740587424
RTLLM,Prob049_signal_generator,0.9166666666666666,0.9166666666666666,0.23477469440256318,632.0571093559265,0.8333333333333334,1.1738734720128159
VerilogEval-Spec-to-RTL,Prob098_circuit7,0.375,0.375,0.01200564971751411,1387.447835445404,0.5,0.01200564971751411
VerilogEval-Spec-to-RTL,Prob116_m2014_q3,0.4166666666666667,0.4166666666666667,0.46535233160621764,1464.1102986335754,0.25,1.7910000000000001
VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,0.875,0.875,0.2636173393124066,1142.3847291469574,0.4375,1.57542600896861
VerilogEval-Spec-to-RTL,Prob150_review2015_fsmonehot,0.25,0.25,0.32968627450980387,969.3325304985046,0.5,0.6593725490196077
VerilogEval-Spec-to-RTL,Prob151_review2015_fsm,0.10416666666666667,0.10416666666666667,-0.21598293578159353,1253.5657606124878,0.25,-1.6486582023494774
VerilogEval-Spec-to-RTL,Prob153_gshare,0.4166666666666667,0.4166666666666667,0.13560291914358902,1145.4455454349518,0.5,0.5737697339528003
