generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,13,0.3525641025641026,0.3269230769230769,0.21798224602434446,0.19783066693739107,,0.08333333333333333,0.3092234619947342,0.2792285863346892,1.1538461538461537,0.0
1,13,0.4358974358974359,0.4294871794871795,0.24656709857107967,0.20013111003806427,,0.296474358974359,0.8083009633412271,0.27809377138160885,0.9230769230769231,0.15384615384615385
2,13,0.532051282051282,0.532051282051282,0.21279794359522625,0.16036483670597348,,0.3269230769230769,0.9671800584261796,0.27809377138160885,0.9230769230769231,0.6153846153846154
3,13,0.5256410256410257,0.5256410256410257,0.22549954446663487,0.1780338138036139,,0.3787393162393162,0.9639665999000514,0.23724561274187386,0.6923076923076923,0.7692307692307693
4,0,,,,,,0.5,0.33568909936856095,0.170845962113659,2.0,0.5
