method_name,seed,problem_id,budget_fraction,candidate_count,valid_ppa_count,valid_ppa_rate,unique_canonical_netlists,canonical_duplicate_count,unique_motif_signatures,occupied_internal_cells,occupied_common_audit_cells,pareto_size,best_fitness
sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,120,58,0.48333333333333334,17,41,9,21,5,42,0.25984938304829974
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.25,30,12,0.4,3,9,2,10,2,3,0.01200564971751411
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.5,60,15,0.25,3,12,2,10,2,3,0.01200564971751411
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.75,90,22,0.24444444444444444,5,17,3,10,2,6,0.01200564971751411
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob098_circuit7,1.0,120,31,0.25833333333333336,5,26,3,10,2,12,0.01200564971751411
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.25,30,19,0.6333333333333333,9,10,5,11,2,6,0.46535233160621764
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.5,60,38,0.6333333333333333,13,25,5,11,2,16,0.46535233160621764
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.75,90,55,0.6111111111111112,14,41,5,11,2,29,0.46535233160621764
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,1.0,120,76,0.6333333333333333,16,60,5,11,2,41,0.46535233160621764
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.25,30,20,0.6666666666666666,4,16,4,9,1,2,0.2636173393124066
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.5,60,46,0.7666666666666667,7,39,4,9,1,6,0.2636173393124066
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.75,90,67,0.7444444444444445,8,59,4,9,1,9,0.2636173393124066
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,120,87,0.725,8,79,4,9,1,10,0.2636173393124066
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.25,30,12,0.4,5,7,1,6,1,7,0.32968627450980387
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.5,60,24,0.4,8,16,1,10,1,14,0.32968627450980387
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.75,90,37,0.4111111111111111,9,28,2,10,1,18,0.32968627450980387
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,1.0,120,50,0.4166666666666667,12,38,2,10,1,25,0.32968627450980387
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.25,30,1,0.03333333333333333,1,0,1,1,1,1,-0.7344272059037159
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.5,60,2,0.03333333333333333,2,0,2,2,1,1,-0.27930309809504444
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.75,90,10,0.1111111111111111,8,2,8,9,2,5,-0.23859883591427214
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,1.0,120,17,0.14166666666666666,13,4,12,14,2,4,-0.1422179610099073
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,0.25,30,4,0.13333333333333333,2,2,2,4,1,4,-0.007065789999012373
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,0.5,60,7,0.11666666666666667,4,3,4,7,1,2,0.038260113092649005
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,0.75,90,14,0.15555555555555556,8,6,8,14,2,4,0.038260113092649005
sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,120,20,0.16666666666666666,14,6,14,17,3,4,0.13560291914358902
synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,0.25,30,9,0.3,7,2,4,4,3,2,0.38154412826809186
synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,0.5,60,32,0.5333333333333333,19,13,7,12,4,8,0.38154412826809186
synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,0.75,90,51,0.5666666666666667,29,22,9,12,4,11,0.38154412826809186
synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,1.0,120,75,0.625,37,38,10,12,4,14,0.38154412826809186
synthesis_trajectory_nod,1001,RTLLM/Prob015_multi_pipe_8bit,0.25,30,12,0.4,12,0,10,11,1,7,0.08244846963718946
synthesis_trajectory_nod,1001,RTLLM/Prob015_multi_pipe_8bit,0.5,60,23,0.38333333333333336,23,0,19,15,2,13,0.08244846963718946
synthesis_trajectory_nod,1001,RTLLM/Prob015_multi_pipe_8bit,0.75,90,35,0.3888888888888889,33,2,27,16,2,14,0.08244846963718946
synthesis_trajectory_nod,1001,RTLLM/Prob015_multi_pipe_8bit,1.0,120,46,0.38333333333333336,42,4,35,20,2,20,0.08530674695865637
synthesis_trajectory_nod,1001,RTLLM/Prob024_fsm,0.25,30,3,0.1,3,0,3,3,1,1,0.4700708998018976
synthesis_trajectory_nod,1001,RTLLM/Prob024_fsm,0.5,60,6,0.1,5,1,5,6,1,1,0.4700708998018976
synthesis_trajectory_nod,1001,RTLLM/Prob024_fsm,0.75,90,15,0.16666666666666666,11,4,9,12,4,2,0.6834970284641851
synthesis_trajectory_nod,1001,RTLLM/Prob024_fsm,1.0,120,23,0.19166666666666668,17,6,14,16,6,2,0.6834970284641851
synthesis_trajectory_nod,1001,RTLLM/Prob037_parallel2serial,0.25,30,16,0.5333333333333333,11,5,5,14,4,14,-0.0
synthesis_trajectory_nod,1001,RTLLM/Prob037_parallel2serial,0.5,60,18,0.3,13,5,6,14,4,1,0.06325075627503886
synthesis_trajectory_nod,1001,RTLLM/Prob037_parallel2serial,0.75,90,24,0.26666666666666666,17,7,9,15,6,1,0.468610906712452
synthesis_trajectory_nod,1001,RTLLM/Prob037_parallel2serial,1.0,120,30,0.25,23,7,13,15,6,1,0.468610906712452
synthesis_trajectory_nod,1001,RTLLM/Prob041_traffic_light,0.25,30,8,0.26666666666666666,7,1,7,8,2,4,0.3794311304768821
synthesis_trajectory_nod,1001,RTLLM/Prob041_traffic_light,0.5,60,19,0.31666666666666665,18,1,18,17,3,3,0.3910929557007988
synthesis_trajectory_nod,1001,RTLLM/Prob041_traffic_light,0.75,90,31,0.34444444444444444,27,4,27,21,4,3,0.4371229726458485
synthesis_trajectory_nod,1001,RTLLM/Prob041_traffic_light,1.0,120,43,0.35833333333333334,35,8,35,24,4,5,0.4371229726458485
synthesis_trajectory_nod,1001,RTLLM/Prob045_alu,0.25,30,10,0.3333333333333333,6,4,6,8,2,5,0.3913831394966818
synthesis_trajectory_nod,1001,RTLLM/Prob045_alu,0.5,60,19,0.31666666666666665,15,4,15,15,2,1,0.40603193376700175
synthesis_trajectory_nod,1001,RTLLM/Prob045_alu,0.75,90,33,0.36666666666666664,29,4,29,25,2,1,0.4140619620211577
synthesis_trajectory_nod,1001,RTLLM/Prob045_alu,1.0,120,41,0.3416666666666667,37,4,37,31,2,1,0.4140619620211577
synthesis_trajectory_nod,1001,RTLLM/Prob049_signal_generator,0.25,30,18,0.6,4,14,3,17,2,18,0.23477469440256318
synthesis_trajectory_nod,1001,RTLLM/Prob049_signal_generator,0.5,60,39,0.65,14,25,6,20,3,32,0.25893765003508834
synthesis_trajectory_nod,1001,RTLLM/Prob049_signal_generator,0.75,90,60,0.6666666666666666,17,43,8,20,3,12,0.26025712884096003
synthesis_trajectory_nod,1001,RTLLM/Prob049_signal_generator,1.0,120,77,0.6416666666666667,20,57,9,20,3,19,0.26025712884096003
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.25,30,21,0.7,2,19,2,10,2,5,0.01200564971751411
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.5,60,46,0.7666666666666667,4,42,2,10,2,15,0.01200564971751411
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.75,90,69,0.7666666666666667,4,65,2,10,2,24,0.01200564971751411
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob098_circuit7,1.0,120,90,0.75,4,86,2,10,2,35,0.01200564971751411
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.25,30,13,0.43333333333333335,6,7,3,8,2,2,0.46535233160621764
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.5,60,25,0.4166666666666667,10,15,5,10,2,10,0.46535233160621764
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.75,90,42,0.4666666666666667,13,29,5,10,2,15,0.46535233160621764
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,1.0,120,55,0.4583333333333333,15,40,7,10,2,18,0.46535233160621764
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.25,30,17,0.5666666666666667,3,14,2,10,1,4,0.2636173393124066
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.5,60,41,0.6833333333333333,8,33,5,17,2,7,0.2636173393124066
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.75,90,67,0.7444444444444445,8,59,5,17,2,13,0.2636173393124066
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,120,94,0.7833333333333333,9,85,6,18,2,2,0.3977130044843049
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.25,30,12,0.4,5,7,2,12,1,9,0.32968627450980387
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.5,60,20,0.3333333333333333,10,10,3,14,2,14,0.32968627450980387
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.75,90,31,0.34444444444444444,12,19,3,14,2,19,0.32968627450980387
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,1.0,120,38,0.31666666666666665,12,26,3,14,2,21,0.32968627450980387
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.25,30,0,0.0,0,0,0,0,0,0,
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.5,60,2,0.03333333333333333,2,0,2,2,1,1,-0.1422179610099073
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.75,90,5,0.05555555555555555,5,0,5,5,2,1,-0.1422179610099073
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,1.0,120,11,0.09166666666666666,11,0,11,11,2,2,-0.1422179610099073
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,0.25,30,8,0.26666666666666666,6,2,6,7,2,1,0.1584042631431856
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,0.5,60,18,0.3,14,4,14,15,2,2,0.1584042631431856
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,0.75,90,25,0.2777777777777778,16,9,16,18,2,2,0.1584042631431856
synthesis_trajectory_nod,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,120,29,0.24166666666666667,18,11,18,20,2,2,0.1584042631431856
synthesis_trajectory_nod,1002,RTLLM/Prob004_adder_8bit,0.25,30,9,0.3,7,2,3,4,2,3,0.38154412826809186
synthesis_trajectory_nod,1002,RTLLM/Prob004_adder_8bit,0.5,60,25,0.4166666666666667,15,10,5,12,4,9,0.38154412826809186
synthesis_trajectory_nod,1002,RTLLM/Prob004_adder_8bit,0.75,90,39,0.43333333333333335,23,16,9,12,5,11,0.38154412826809186
synthesis_trajectory_nod,1002,RTLLM/Prob004_adder_8bit,1.0,120,61,0.5083333333333333,33,28,10,12,5,14,0.38154412826809186
synthesis_trajectory_nod,1002,RTLLM/Prob015_multi_pipe_8bit,0.25,30,7,0.23333333333333334,7,0,6,7,1,2,0.05279453299055512
synthesis_trajectory_nod,1002,RTLLM/Prob015_multi_pipe_8bit,0.5,60,21,0.35,20,1,14,16,1,6,0.05279453299055512
synthesis_trajectory_nod,1002,RTLLM/Prob015_multi_pipe_8bit,0.75,90,35,0.3888888888888889,34,1,23,21,2,12,0.05279453299055512
synthesis_trajectory_nod,1002,RTLLM/Prob015_multi_pipe_8bit,1.0,120,45,0.375,44,1,29,26,2,16,0.05279453299055512
synthesis_trajectory_nod,1002,RTLLM/Prob024_fsm,0.25,30,1,0.03333333333333333,1,0,1,1,1,1,0.16895839849859243
synthesis_trajectory_nod,1002,RTLLM/Prob024_fsm,0.5,60,8,0.13333333333333333,5,3,4,8,2,1,0.6834970284641851
synthesis_trajectory_nod,1002,RTLLM/Prob024_fsm,0.75,90,16,0.17777777777777778,11,5,7,14,4,2,0.6834970284641851
synthesis_trajectory_nod,1002,RTLLM/Prob024_fsm,1.0,120,26,0.21666666666666667,14,12,10,16,5,2,0.6834970284641851
synthesis_trajectory_nod,1002,RTLLM/Prob037_parallel2serial,0.25,30,18,0.6,10,8,3,18,3,18,-0.0
synthesis_trajectory_nod,1002,RTLLM/Prob037_parallel2serial,0.5,60,26,0.43333333333333335,15,11,7,18,4,4,0.06325075627503886
synthesis_trajectory_nod,1002,RTLLM/Prob037_parallel2serial,0.75,90,35,0.3888888888888889,17,18,7,18,4,12,0.06325075627503886
synthesis_trajectory_nod,1002,RTLLM/Prob037_parallel2serial,1.0,120,49,0.4083333333333333,21,28,8,18,4,24,0.06325075627503886
synthesis_trajectory_nod,1002,RTLLM/Prob041_traffic_light,0.25,30,7,0.23333333333333334,7,0,7,7,2,1,0.3871713870733478
synthesis_trajectory_nod,1002,RTLLM/Prob041_traffic_light,0.5,60,18,0.3,18,0,18,17,3,3,0.40382050351004595
synthesis_trajectory_nod,1002,RTLLM/Prob041_traffic_light,0.75,90,30,0.3333333333333333,30,0,29,20,4,4,0.4077420721374969
synthesis_trajectory_nod,1002,RTLLM/Prob041_traffic_light,1.0,120,40,0.3333333333333333,39,1,36,26,4,3,0.42087509077705154
synthesis_trajectory_nod,1002,RTLLM/Prob045_alu,0.25,30,11,0.36666666666666664,11,0,11,11,2,2,0.3888399369209541
synthesis_trajectory_nod,1002,RTLLM/Prob045_alu,0.5,60,18,0.3,17,1,17,17,2,2,0.3944495696169262
synthesis_trajectory_nod,1002,RTLLM/Prob045_alu,0.75,90,37,0.4111111111111111,34,3,33,21,2,1,0.4052032328011039
synthesis_trajectory_nod,1002,RTLLM/Prob045_alu,1.0,120,47,0.39166666666666666,42,5,41,24,2,1,0.4052032328011039
synthesis_trajectory_nod,1002,RTLLM/Prob049_signal_generator,0.25,30,25,0.8333333333333334,8,17,4,20,2,25,0.23477469440256318
synthesis_trajectory_nod,1002,RTLLM/Prob049_signal_generator,0.5,60,37,0.6166666666666667,12,25,6,23,3,37,0.23477469440256318
synthesis_trajectory_nod,1002,RTLLM/Prob049_signal_generator,0.75,90,51,0.5666666666666667,15,36,6,23,3,51,0.23477469440256318
synthesis_trajectory_nod,1002,RTLLM/Prob049_signal_generator,1.0,120,67,0.5583333333333333,20,47,9,24,3,52,0.25646362727407895
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.25,30,16,0.5333333333333333,4,12,2,10,2,5,0.01200564971751411
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.5,60,23,0.38333333333333336,5,18,2,10,2,11,0.01200564971751411
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.75,90,32,0.35555555555555557,5,27,2,10,2,15,0.01200564971751411
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob098_circuit7,1.0,120,39,0.325,5,34,2,10,2,18,0.01200564971751411
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.25,30,11,0.36666666666666664,6,5,4,9,2,6,0.46535233160621764
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.5,60,18,0.3,8,10,5,9,2,8,0.46535233160621764
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.75,90,35,0.3888888888888889,11,24,5,10,2,13,0.46535233160621764
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,1.0,120,50,0.4166666666666667,15,35,5,10,2,16,0.46535233160621764
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.25,30,15,0.5,3,12,2,10,1,1,0.2636173393124066
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.5,60,36,0.6,7,29,5,17,2,1,0.33104633781763826
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.75,90,61,0.6777777777777778,10,51,7,17,2,3,0.33104633781763826
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,120,86,0.7166666666666667,11,75,7,17,2,5,0.33104633781763826
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.25,30,4,0.13333333333333333,2,2,1,3,1,4,0.32968627450980387
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.5,60,21,0.35,6,15,4,10,2,18,0.32968627450980387
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.75,90,39,0.43333333333333335,11,28,6,11,2,27,0.32968627450980387
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,1.0,120,51,0.425,12,39,6,11,2,30,0.32968627450980387
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.25,30,2,0.06666666666666667,2,0,2,2,1,1,-0.26727727902224546
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.5,60,5,0.08333333333333333,5,0,5,5,2,1,-0.26727727902224546
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.75,90,12,0.13333333333333333,10,2,10,12,2,2,-0.26727727902224546
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,1.0,120,21,0.175,18,3,18,16,2,4,-0.12591398161867956
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,0.25,30,5,0.16666666666666666,4,1,4,5,2,2,0.02721393254366004
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,0.5,60,10,0.16666666666666666,8,2,8,10,2,5,0.032384422548766244
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,0.75,90,16,0.17777777777777778,14,2,14,15,2,3,0.10246689907185018
synthesis_trajectory_nod,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,120,18,0.15,16,2,16,17,2,4,0.10246689907185018
synthesis_trajectory_nod,1003,RTLLM/Prob004_adder_8bit,0.25,30,10,0.3333333333333333,8,2,3,3,3,1,0.38154412826809186
synthesis_trajectory_nod,1003,RTLLM/Prob004_adder_8bit,0.5,60,36,0.6,20,16,9,12,4,9,0.38154412826809186
synthesis_trajectory_nod,1003,RTLLM/Prob004_adder_8bit,0.75,90,57,0.6333333333333333,25,32,10,12,4,17,0.38154412826809186
synthesis_trajectory_nod,1003,RTLLM/Prob004_adder_8bit,1.0,120,77,0.6416666666666667,29,48,12,12,4,24,0.38154412826809186
synthesis_trajectory_nod,1003,RTLLM/Prob015_multi_pipe_8bit,0.25,30,11,0.36666666666666664,11,0,8,11,2,2,0.026800943637816915
synthesis_trajectory_nod,1003,RTLLM/Prob015_multi_pipe_8bit,0.5,60,21,0.35,21,0,17,19,3,8,0.028729071073266083
