common_audit_occupied_cells,common_audit_qd_score,covered_problems,duplicate_netlist_count,fitness_losses,fitness_ties,fitness_wins,hv_losses,hv_ties,hv_wins,llm_api_calls,mean_best_fitness,mean_hypervolume,mean_ppa_grid_coverage,method_name,ppa_front_unique_netlist_count,ppa_grid_occupied_cells,problem_count,runtime_seconds,unique_canonical_netlist_count,unique_motif_signature_count,valid_ppa_candidate_count
12,2.316311854699285,6,139,0,6,0,0,6,0,576,0.2670645637361175,0.12448470080563463,0.0703125,classic_revolution,12,12,6,2472.418243408203,70,43,209
9,1.8525500628421014,6,158,1,5,0,2,4,0,576,0.2270711658003194,0.10587947006217442,0.07552083333333333,landing_smooth_qd_manual_bd,18,11,6,2634.4162414073944,61,33,219
8,-3.0274242981817947,6,128,2,4,0,2,3,1,576,0.23500889617310095,0.06055766080856979,0.06770833333333333,netlist_motif_occupancy,13,11,6,2818.016343355179,64,37,192
