scope,name,method,reference,metric,value,reference_value,delta,relative_delta
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,global_ppa_hypervolume,0.151026,0.151026,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,hv_auc,0.151026,0.125855,0.025171,0.200000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,best_score,0.381544,0.381544,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,valid_ppa_count,39.000000,28.000000,11.000000,0.392857
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,ppa_front_points,1.000000,1.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,unique_ppa_points,2.000000,7.000000,-5.000000,-0.714286
problem_seed,1001:RTLLM:Prob004_adder_8bit,t51_adaptive_rebin_qd,classic_revolution,reference_beating_count,2.000000,2.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,global_ppa_hypervolume,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,hv_auc,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,best_score,0.052795,0.135230,-0.082435,-0.609591
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,valid_ppa_count,13.000000,13.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,ppa_front_points,3.000000,9.000000,-6.000000,-0.666667
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,unique_ppa_points,10.000000,11.000000,-1.000000,-0.090909
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t51_adaptive_rebin_qd,classic_revolution,reference_beating_count,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,global_ppa_hypervolume,0.145574,0.144948,0.000626,0.004319
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,hv_auc,0.095871,0.126181,-0.030310,-0.240210
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,best_score,0.491193,0.500234,-0.009041,-0.018074
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,valid_ppa_count,13.000000,16.000000,-3.000000,-0.187500
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,ppa_front_points,2.000000,2.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,unique_ppa_points,6.000000,11.000000,-5.000000,-0.454545
problem_seed,1001:RTLLM:Prob024_fsm,t51_adaptive_rebin_qd,classic_revolution,reference_beating_count,3.000000,8.000000,-5.000000,-0.625000
problem_seed,1001:RTLLM:Prob037_parallel2serial,t51_adaptive_rebin_qd,classic_revolution,global_ppa_hypervolume,0.000000,0.000348,-0.000348,-1.000000
problem_seed,1001:RTLLM:Prob037_parallel2serial,t51_adaptive_rebin_qd,classic_revolution,hv_auc,0.000000,0.000058,-0.000058,-1.000000
problem_seed,1001:RTLLM:Prob037_parallel2serial,t51_adaptive_rebin_qd,classic_revolution,best_score,-0.000000,0.084590,-0.084590,-1.000000
problem_seed,1001:RTLLM:Prob037_parallel2serial,t51_adaptive_rebin_qd,classic_revolution,valid_ppa_count,15.000000,18.000000,-3.000000,-0.166667
problem_seed,1001:RTLLM:Prob037_parallel2serial,t51_adaptive_rebin_qd,classic_revolution,ppa_front_points,2.000000,1.000000,1.000000,1.000000
