backend,problems,mean_hypervolume,mean_pareto_points,mean_ref_beating
classic_revolution_8x5,7,0.16073689606828237,3.5714285714285716,9.0
masterrtl_rf_leafid_structural_delayed_8x5,7,0.12812991946144683,2.0,4.714285714285714
masterrtl_rf_leafid_front_slot_delayed_8x5,7,0.13277391265020302,2.0,4.285714285714286
