feature,coefficient
sequential_cells,-0.5761314224523311
rent_r2,-0.4778031503856522
edge_per_node,-0.2087653914078419
rent_retained_sample_ratio,-0.19683038168692285
adder_ratio,0.17541221512207855
comb_width_log,-0.17138228742390177
reconv_source_ratio,-0.16937056811487122
total_cells,-0.15666100250389103
cell_count_log,-0.15507862553573645
mux_ratio,0.15090516412267616
rent_confidence,-0.14224010122815012
scoap_co_bin_2_pct,0.14108227814972404
log_edge_count,-0.1354988411143654
scoap_signal_smoothness,-0.13530593711781785
rent_k,-0.1273608840505584
scoap_co_bin_0_pct,-0.12544968602817008
hyper_max_fanout,-0.12346220349296393
hyper_max_level,0.11643637478271286
logic_depth_ltp_delta,-0.10436710640020079
hyper_net_count,0.0999612851504843
hyper_driven_net_count,0.09996128515048239
hyper_sink_net_count,0.09964833273394345
comb_ratio,0.09928057907783931
seq_ratio,-0.09928057907782943
hyper_max_level_delta,-0.09917396720568922
mux_cells,-0.0842490827276618
scoap_co_bin_1_pct,-0.08207323650122678
ff_depth,-0.08084706961467945
rent_exponent_confidence_gated,0.07684347863580356
log_max_level,0.07509408008158076
hyper_mean_fanout,-0.06609922413484738
log_node_count,-0.0629397439580995
reconv_sink_ratio,-0.060940603929384655
arithmetic_cells,0.05756352474136917
logic_depth,0.05261456488742651
scoap_cc0_bin_2_pct,-0.05107137746051215
logic_depth_ltp,0.049223120344930815
laplacian_spectral_entropy,-0.0492004934179276
scoap_cc1_bin_3_pct,-0.04836869010325224
scoap_cc0_bin_1_pct,0.04781317742650745
laplacian_lambda2,0.04699814925733414
scoap_cc1_bin_0_pct,0.04588959278420781
scoap_cc0_bin_0_pct,0.04428025114826615
scoap_co_bin_3_pct,0.04274388115007577
scoap_cc0_bin_3_pct,-0.03959340312260818
rent_exponent,0.036773646564366935
scoap_cc1_bin_2_pct,0.02970653189588889
rent_raw_sample_count,0.02881956605589025
hyper_fanout_entropy,-0.024436249864532838
log_net_count,-0.021493846395978487
rent_sample_count,-0.015228300257524308
hyper_directed_edge_count,0.01488215615904887
rent_clamped_flag,-0.011977509162848995
share_family_inv,-0.008753705414457363
scoap_cc1_bin_1_pct,0.0071809052466646804
rent_graph_node_count,0.0042419752528996555
hyper_cell_count,0.004241975252895534
combinational_cells,-0.0006419526086729132
ltp_noff,0.0
utilization,0.0
