feature,coefficient
ff_depth,0.6471204112077794
adder_ratio,-0.4352701743402056
hyper_max_level_delta,0.34150126291840144
rent_k,-0.2742161992168071
logic_depth,-0.2545095842963726
logic_depth_ltp,-0.25397773679092706
rent_retained_sample_ratio,-0.25064441531678244
scoap_signal_smoothness,0.21516427496992188
laplacian_lambda2,0.21235978451769216
rent_clamped_flag,0.1567981347855516
edge_per_node,-0.15233094110533435
combinational_cells,0.13812827721651894
reconv_source_ratio,0.1360380940032095
arithmetic_cells,0.13543789466567246
total_cells,0.13363000194134747
hyper_cell_count,0.13323506446962002
rent_graph_node_count,0.13323506446961986
comb_width_log,0.12836828721961233
scoap_cc0_bin_1_pct,-0.09075847209853723
cell_count_log,0.0898154166329391
hyper_max_level,0.08255424312679269
scoap_cc1_bin_1_pct,0.07728981723205945
mux_cells,0.07311399272159845
scoap_cc0_bin_3_pct,0.07091608780210232
rent_r2,0.06956763847028068
log_edge_count,0.06475828472402935
scoap_co_bin_1_pct,0.064372488066422
laplacian_spectral_entropy,0.0631227302247809
share_family_inv,-0.061406884569195325
log_net_count,0.054989731702422634
scoap_cc1_bin_3_pct,-0.053671337351886006
scoap_co_bin_0_pct,0.049305842317204425
log_node_count,0.04829718034974642
mux_ratio,-0.046773721917584644
sequential_cells,0.04675310312095068
scoap_co_bin_3_pct,-0.040301786604554246
logic_depth_ltp_delta,0.03205902207678736
reconv_sink_ratio,-0.028045591248534705
rent_raw_sample_count,-0.0280401362645927
scoap_co_bin_2_pct,-0.024876924294623376
log_max_level,-0.02313262801123409
hyper_sink_net_count,0.022378829684009026
hyper_driven_net_count,0.02198487433243798
hyper_net_count,0.021984874332436535
rent_exponent,-0.020988148593835538
rent_confidence,-0.01878422086084138
rent_sample_count,-0.017633092230974548
hyper_mean_fanout,-0.01601435466454776
hyper_directed_edge_count,-0.013904424416821118
hyper_fanout_entropy,0.013493356768300359
hyper_max_fanout,-0.013157573663386834
seq_ratio,0.009888897998215978
comb_ratio,-0.009888897998206407
rent_exponent_confidence_gated,-0.00835920832812449
scoap_cc1_bin_2_pct,-0.007946773286415153
scoap_cc0_bin_0_pct,-0.006588306298470597
scoap_cc0_bin_2_pct,0.006449561931507745
scoap_cc1_bin_0_pct,8.818755655709457e-05
ltp_noff,0.0
utilization,0.0
