sample_index,candidate_id,corpus,problem_id,netlist_path,parse_status,cell_count,net_count,directed_edge_count,driven_net_count,sink_net_count,multi_driver_net_count,max_fanout,mean_fanout,fanout_entropy,long_range_edge_share,max_level_delta,max_level,unresolved_cycle_nodes
196,586c7abc-e1c2-443c-8dfa-e750dfd20b2a,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob048_pe,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob048_pe/Gen0/Prob048_pe_initial_sample2.syn.v,parsed,1779,2450,3388,2384,2418,0,32,1.4457142857142857,0.6966755829294429,0.015602001766264351,12,12,501
197,6f7bfb50-4ae4-4140-b05b-86f7b93c874d,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob048_pe,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob048_pe/Gen0/Prob048_pe_initial_sample3.syn.v,parsed,1779,2450,3388,2384,2418,0,32,1.4457142857142857,0.6966755829294429,0.015602001766264351,12,12,501
198,724acccd-d664-44f1-b300-e13f367b4a55,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob048_pe,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob048_pe/Gen0/Prob048_pe_initial_sample4.syn.v,parsed,1779,2450,3388,2384,2418,0,32,1.4457142857142857,0.6966755829294429,0.015602001766264351,12,12,501
199,849294a8-ac46-4beb-b863-6579866f80ed,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob048_pe,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob048_pe/Gen0/Prob048_pe_initial_sample8.syn.v,parsed,1779,2450,3388,2384,2418,0,32,1.4457142857142857,0.6966755829294429,0.015602001766264351,12,12,501
200,9eb14dbc-0bda-4f1f-a977-8bb38d1313c6,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/Gen1/Prob049_signal_generator_M-F_sample8.syn.v,parsed,33,45,71,43,42,0,6,1.8666666666666667,1.99783125898918,0.0,0,0,33
201,9b63d579-6913-4151-ab88-a7108e1c99d7,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/Gen2/Prob049_signal_generator_M-I_sample10.syn.v,parsed,33,45,71,43,42,0,6,1.8666666666666667,1.99783125898918,0.0,0,0,33
202,84c9c8ab-c619-4192-b1c6-11a5a1423cd9,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/Gen3/Prob049_signal_generator_C-F_sample10.syn.v,parsed,33,45,71,43,42,0,6,1.8666666666666667,1.99783125898918,0.0,0,0,33
203,60aa8b7e-9f94-4236-8070-48a45407a241,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/Gen4/Prob049_signal_generator_M-I_sample3.syn.v,parsed,18,29,29,27,19,0,6,1.4482758620689655,2.0582068778892717,0.0,1,1,17
204,96194317-a331-4f01-ba3c-efdf2aed966f,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/Gen4/Prob049_signal_generator_M-R_sample8.syn.v,parsed,30,42,69,40,39,1,7,1.8571428571428572,1.9347978936565733,0.0,0,0,30
205,64ac4fd2-a235-4526-b0ae-bae2b9c0f9a8,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/Gen6/Prob049_signal_generator_M-R_sample10.syn.v,parsed,36,49,67,47,45,1,11,1.7346938775510203,1.943260887638607,0.0,1,1,35
206,0934c8d6-d677-4896-bf96-5c071a7c3d63,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/Gen0/Prob050_square_wave_initial_sample7.syn.v,parsed,60,86,99,77,78,1,9,1.430232558139535,1.6472962619855243,0.06060606060606061,4,4,45
207,0ea8c550-49e2-437e-8818-ad2eba019362,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/Gen0/Prob050_square_wave_initial_sample2.syn.v,parsed,56,82,99,73,75,1,9,1.4146341463414633,1.5809179769086101,0.05,5,5,41
208,4ad646c9-2870-408f-a239-bb5f4db00235,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/Gen0/Prob050_square_wave_initial_sample9.syn.v,parsed,60,86,99,77,78,1,9,1.430232558139535,1.6472962619855243,0.06060606060606061,4,4,45
209,5bf93abd-7626-4e23-89b2-c3f4830f86fb,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/Gen0/Prob050_square_wave_initial_sample3.syn.v,parsed,60,86,99,77,78,1,9,1.430232558139535,1.6472962619855243,0.06060606060606061,4,4,45
210,7db227db-415b-48d5-9599-ddae77309a17,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/Gen0/Prob050_square_wave_initial_sample4.syn.v,parsed,60,86,99,77,78,1,9,1.430232558139535,1.6472962619855243,0.06060606060606061,4,4,45
211,82003e0a-1e78-4612-96a9-f2ad184f10ad,aspdac2026_release,aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/Gen0/Prob050_square_wave_initial_sample10.syn.v,parsed,60,86,99,77,78,1,9,1.430232558139535,1.6472962619855243,0.06060606060606061,4,4,45
212,1723d2bd-03e5-4837-b056-7e6eb17aa296,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/Gen0/Prob001_zero_initial_sample1.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
213,20f89be7-0ada-46c3-b128-d13ba2217aaf,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/Gen0/Prob001_zero_initial_sample10.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
214,342c2a4f-ff3d-4ee7-8a8c-9d7cb880c1fb,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/Gen0/Prob001_zero_initial_sample8.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
215,5a767d04-4b8f-45fb-906f-2e64e250ae71,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/Gen0/Prob001_zero_initial_sample3.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
216,6beb1bea-3554-489a-b235-096d990e9b9b,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/Gen0/Prob001_zero_initial_sample7.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
217,834bed7d-7ba1-4978-945e-4ae569473699,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/Gen0/Prob001_zero_initial_sample9.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
218,0346690d-a6b0-4e9a-8d90-ae98af89aca8,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/Gen0/Prob002_m2014_q4i_initial_sample10.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
219,05ab6fa7-f11b-4765-a790-1d523ee02af1,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/Gen0/Prob002_m2014_q4i_initial_sample9.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
220,170f6805-387d-4106-8d69-26d62249cc05,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/Gen0/Prob002_m2014_q4i_initial_sample7.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
221,1bc7842b-cb8f-4241-8bb1-081ea21492a0,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/Gen0/Prob002_m2014_q4i_initial_sample2.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
222,1e997ddd-33dd-4213-8f29-5faf9af74a3a,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/Gen0/Prob002_m2014_q4i_initial_sample4.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
223,3e9ab590-d9f1-482f-9c0d-f48b88f91288,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/Gen0/Prob002_m2014_q4i_initial_sample3.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
224,1a4295d3-ae93-4f38-84af-59971b97273f,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/Gen0/Prob003_step_one_initial_sample10.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
225,4659040e-f83d-40a6-a278-0695706031ba,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/Gen0/Prob003_step_one_initial_sample2.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
226,74d636fc-013b-4278-b590-758f87dc33aa,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/Gen0/Prob003_step_one_initial_sample6.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
227,ac7c5a54-742d-452b-9c8e-c1056bccafdc,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/Gen0/Prob003_step_one_initial_sample5.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
228,c2cb1cd7-a42b-4fd7-ba91-9d4b409a317a,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/Gen0/Prob003_step_one_initial_sample1.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
229,d065e4d0-5648-4457-a026-796b8b9b1d1e,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/Gen0/Prob003_step_one_initial_sample8.syn.v,parsed,2,2,1,2,1,0,1,0.5,1.0,0.0,1,1,0
230,00bd44dc-e77f-4028-b8a3-35e29099224b,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/Gen0/Prob004_vector2_initial_sample6.syn.v,parsed,32,64,0,32,32,0,1,0.5,1.0,0.0,0,0,0
231,0af03ed0-b8a2-4bca-a84e-70b8e1669c0d,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/Gen0/Prob004_vector2_initial_sample5.syn.v,parsed,32,64,0,32,32,0,1,0.5,1.0,0.0,0,0,0
232,2263917e-c0e4-4ffe-9f7e-f43d5f3b4f5e,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/Gen0/Prob004_vector2_initial_sample10.syn.v,parsed,32,64,0,32,32,0,1,0.5,1.0,0.0,0,0,0
233,2cce4aed-f254-4439-962f-0ca93d07adc9,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/Gen0/Prob004_vector2_initial_sample4.syn.v,parsed,32,64,0,32,32,0,1,0.5,1.0,0.0,0,0,0
234,3c1dda57-6041-4505-9f17-65355d6a34dc,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/Gen0/Prob004_vector2_initial_sample8.syn.v,parsed,32,64,0,32,32,0,1,0.5,1.0,0.0,0,0,0
235,6d496c42-2e10-4f90-a387-c73fbd69b620,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/Gen0/Prob004_vector2_initial_sample2.syn.v,parsed,32,64,0,32,32,0,1,0.5,1.0,0.0,0,0,0
236,1f863dbf-3506-4867-8880-9289c41408ef,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/Gen0/Prob005_notgate_initial_sample6.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
237,2f27f123-71a9-4957-8bef-be83a66450ec,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/Gen0/Prob005_notgate_initial_sample5.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
238,7c6f7cf3-196f-4a71-ba07-c909ce02b7b4,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/Gen0/Prob005_notgate_initial_sample10.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
239,921bcc0f-992b-4f28-87dd-51b5099a0409,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/Gen0/Prob005_notgate_initial_sample8.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
240,a00e68bf-08c9-4f13-8b68-dc70c3376377,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/Gen0/Prob005_notgate_initial_sample7.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
241,a875965c-0c68-41fd-90f8-e99d0ea9ea24,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/Gen0/Prob005_notgate_initial_sample9.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
242,0f2562a7-227a-4063-8437-daa972e52d37,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/Gen0/Prob006_vectorr_initial_sample6.syn.v,parsed,8,16,0,8,8,0,1,0.5,1.0,0.0,0,0,0
243,2f7b8abb-b915-4d52-9337-a2008368f1ad,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/Gen0/Prob006_vectorr_initial_sample2.syn.v,parsed,8,16,0,8,8,0,1,0.5,1.0,0.0,0,0,0
244,56986864-b9c6-4711-b04e-ed88feaf6d40,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/Gen0/Prob006_vectorr_initial_sample9.syn.v,parsed,8,16,0,8,8,0,1,0.5,1.0,0.0,0,0,0
245,5a9a77f6-c059-4e36-940d-cc679d9e8331,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/Gen0/Prob006_vectorr_initial_sample1.syn.v,parsed,8,16,0,8,8,0,1,0.5,1.0,0.0,0,0,0
246,a67f4e13-360d-4de5-a563-96c977cc3697,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/Gen0/Prob006_vectorr_initial_sample3.syn.v,parsed,8,16,0,8,8,0,1,0.5,1.0,0.0,0,0,0
247,d7a8ad45-b769-4aaa-8c74-26e38ced09cf,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/Gen0/Prob006_vectorr_initial_sample8.syn.v,parsed,8,16,0,8,8,0,1,0.5,1.0,0.0,0,0,0
248,0d67803b-bca9-42bc-bead-c629364c3c80,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/Gen0/Prob007_wire_initial_sample8.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
249,135cc2ce-7b9d-4e46-a9e8-998654d6f02c,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/Gen0/Prob007_wire_initial_sample9.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
250,14ea8343-9dd1-444e-8cb7-e04efafc4f19,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/Gen0/Prob007_wire_initial_sample1.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
251,27fa0ae6-a02e-40a5-b9dd-2470d157ebb0,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/Gen0/Prob007_wire_initial_sample4.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
252,45ab37dd-1abe-4c92-898a-403dca1d1444,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/Gen0/Prob007_wire_initial_sample3.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
253,51a0383e-a9ce-4adb-9965-ccef011f0168,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/Gen0/Prob007_wire_initial_sample5.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
254,29fdde31-c888-4e89-aa5d-fc70cb5c1f00,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h/Gen0/Prob008_m2014_q4h_initial_sample9.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
255,3ca92dc1-a756-49bf-8610-da5e64eea268,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h/Gen0/Prob008_m2014_q4h_initial_sample3.syn.v,parsed,1,2,0,1,1,0,1,0.5,1.0,0.0,0,0,0
256,def7aff6-c7cd-47d6-bf4d-e5a4e5d0b4bd,auto_bd_standard_results,RTLLM/Prob004_adder_8bit,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3/classic_revolution/seed_1003/revolution/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen0/Prob004_adder_8bit_sample1_initial/code.syn.v,parsed,18,43,17,26,34,0,1,0.7906976744186046,0.7401470427139037,0.11764705882352941,10,11,0
257,0099c0de-0a39-4393-baf4-a2dea5494392,auto_bd_standard_results,RTLLM/Prob004_adder_8bit,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3/random_descriptor_qd/seed_1003/revolution/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen1/Prob004_adder_8bit_sample2_M-F/code.syn.v,parsed,26,51,25,34,42,0,1,0.8235294117647058,0.6722948170756379,0.08,10,12,0
258,00b5cdc7-afcf-4815-81c6-2becfa46f505,auto_bd_standard_results,RTLLM/Prob004_adder_8bit,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3/sr_random_relu_pca_qd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen1/Prob004_adder_8bit_sample11_M-F/code.syn.v,parsed,26,51,25,34,42,0,1,0.8235294117647058,0.6722948170756379,0.08,10,12,0
