descriptor_axis,descriptor_space,method_name,metric,pearson_r,sample_count
stnod_arith_swing,internal,synthesis_trajectory_nod,area,0.03434279150125321,205
stnod_arith_swing,internal,synthesis_trajectory_nod,fitness,-0.05464139956313814,205
stnod_arith_swing,internal,synthesis_trajectory_nod,power,0.2683096055454992,205
stnod_arith_swing,internal,synthesis_trajectory_nod,timing_or_clock_period,0.3470716969165611,205
stnod_cell_growth_log,internal,synthesis_trajectory_nod,area,0.9115379164605606,205
stnod_cell_growth_log,internal,synthesis_trajectory_nod,fitness,-0.23954622184444765,205
stnod_cell_growth_log,internal,synthesis_trajectory_nod,power,0.5328965074698241,205
stnod_cell_growth_log,internal,synthesis_trajectory_nod,timing_or_clock_period,0.41358815713134894,205
stnod_control_swing,internal,synthesis_trajectory_nod,area,0.18567910744800326,205
stnod_control_swing,internal,synthesis_trajectory_nod,fitness,-0.20782066796470025,205
stnod_control_swing,internal,synthesis_trajectory_nod,power,-0.051129878700894166,205
stnod_control_swing,internal,synthesis_trajectory_nod,timing_or_clock_period,0.05828400858526245,205
stnod_diversity_swing,internal,synthesis_trajectory_nod,area,-0.2787157369019541,205
stnod_diversity_swing,internal,synthesis_trajectory_nod,fitness,-0.11263065224924718,205
stnod_diversity_swing,internal,synthesis_trajectory_nod,power,-0.003305910076401132,205
stnod_diversity_swing,internal,synthesis_trajectory_nod,timing_or_clock_period,0.22387769020104314,205
stnod_logic_swing,internal,synthesis_trajectory_nod,area,-0.27098424122205644,205
stnod_logic_swing,internal,synthesis_trajectory_nod,fitness,0.15323506603831585,205
stnod_logic_swing,internal,synthesis_trajectory_nod,power,-0.31890460491605577,205
stnod_logic_swing,internal,synthesis_trajectory_nod,timing_or_clock_period,-0.33268405167891746,205
motif_arith_ratio,common_audit,synthesis_trajectory_nod,area,0.19663582996671483,205
motif_arith_ratio,common_audit,synthesis_trajectory_nod,fitness,0.14632319346570338,205
motif_arith_ratio,common_audit,synthesis_trajectory_nod,power,0.1635247000899706,205
motif_arith_ratio,common_audit,synthesis_trajectory_nod,timing_or_clock_period,0.08112702085331586,205
motif_control_ratio,common_audit,synthesis_trajectory_nod,area,0.18620672766406157,205
motif_control_ratio,common_audit,synthesis_trajectory_nod,fitness,-0.2072068685374789,205
motif_control_ratio,common_audit,synthesis_trajectory_nod,power,-0.05122179077925675,205
motif_control_ratio,common_audit,synthesis_trajectory_nod,timing_or_clock_period,0.058694836299929366,205
motif_diversity,common_audit,synthesis_trajectory_nod,area,-0.27848396305718376,205
motif_diversity,common_audit,synthesis_trajectory_nod,fitness,-0.11239760113386374,205
motif_diversity,common_audit,synthesis_trajectory_nod,power,-0.003157819624071153,205
motif_diversity,common_audit,synthesis_trajectory_nod,timing_or_clock_period,0.2242104799521325,205
motif_logic_ratio,common_audit,synthesis_trajectory_nod,area,-0.27098424122205644,205
motif_logic_ratio,common_audit,synthesis_trajectory_nod,fitness,0.15323506603831585,205
motif_logic_ratio,common_audit,synthesis_trajectory_nod,power,-0.31890460491605577,205
motif_logic_ratio,common_audit,synthesis_trajectory_nod,timing_or_clock_period,-0.33268405167891746,205
