split,corpus,descriptor_family,method,seed,problem_id,representation,novelty_parent_fraction,quality_floor_value,valid_ppa_count,selected_count,valid_ppa_coverage_delta,unique_canonical_netlists,unique_motif_signatures,unique_style_clusters,pareto_size,hypervolume,best_fitness,mean_fitness
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,implementation_z,0.5,0.0,107,27,0.0,0,0,4,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae8,0.0,0.0,107,27,0.0,0,0,3,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae8,0.1,0.0,107,27,0.0,0,0,3,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae8,0.25,0.0,107,27,0.0,0,0,4,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae8,0.5,0.0,107,27,0.0,0,0,4,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae16,0.0,0.0,107,27,0.0,0,0,3,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae16,0.1,0.0,107,27,0.0,0,0,4,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae16,0.25,0.0,107,27,0.0,0,0,4,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,rich_ae16,0.5,0.0,107,27,0.0,0,0,4,27,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,implementation_z,0.0,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.4706558370463978
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,implementation_z,0.1,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.4425445840096739
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,implementation_z,0.25,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.40506291329404204
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,implementation_z,0.5,0.0,184,46,0.0,0,0,1,23,0.0,0.4985342019543974,0.3617119360953449
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae8,0.0,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.4706558370463978
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae8,0.1,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.43317416633076594
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae8,0.25,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.41443333097295004
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae8,0.5,0.0,184,46,0.0,0,0,1,23,0.0,0.4985342019543974,0.36171193609534497
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae16,0.0,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.4706558370463978
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae16,0.1,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.43317416633076594
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae16,0.25,0.0,184,46,0.0,0,0,1,27,0.0,0.4985342019543974,0.41443333097295004
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,rich_ae16,0.5,0.0,184,46,0.0,0,0,1,23,0.0,0.4985342019543974,0.36171193609534497
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,implementation_z,0.0,0.0,142,36,0.0,0,0,1,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,implementation_z,0.1,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,implementation_z,0.25,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,implementation_z,0.5,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae8,0.0,0.0,142,36,0.0,0,0,1,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae8,0.1,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae8,0.25,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae8,0.5,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae16,0.0,0.0,142,36,0.0,0,0,1,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae16,0.1,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae16,0.25,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,rich_ae16,0.5,0.0,142,36,0.0,0,0,2,7,0.0,0.49877083333333333,0.0969832175925926
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,implementation_z,0.0,0.0,186,47,0.0,0,0,2,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,implementation_z,0.1,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,implementation_z,0.25,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,implementation_z,0.5,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae8,0.0,0.0,186,47,0.0,0,0,2,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae8,0.1,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae8,0.25,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae8,0.5,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae16,0.0,0.0,186,47,0.0,0,0,2,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae16,0.1,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae16,0.25,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,rich_ae16,0.5,0.0,186,47,0.0,0,0,3,6,0.1323507604092864,0.3684277734754741,0.056319121942087526
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,implementation_z,0.0,0.26684404711224635,202,51,0.0,0,0,3,46,0.1615772669220945,0.5682405988363843,0.3997096887286205
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,implementation_z,0.1,0.26684404711224635,202,51,0.0,0,0,3,46,0.1615772669220945,0.5682405988363843,0.3997096887286205
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,implementation_z,0.25,0.26684404711224635,202,51,0.0,0,0,3,40,0.1615772669220945,0.5682405988363843,0.39899682802026737
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,implementation_z,0.5,0.26684404711224635,202,51,0.0,0,0,3,29,0.1615772669220945,0.5682405988363843,0.3976899167216199
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae8,0.0,0.26684404711224635,202,51,0.0,0,0,3,46,0.1615772669220945,0.5682405988363843,0.3997096887286205
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae8,0.1,0.26684404711224635,202,51,0.0,0,0,3,46,0.1615772669220945,0.5682405988363843,0.3997096887286205
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae8,0.25,0.26684404711224635,202,51,0.0,0,0,3,39,0.1615772669220945,0.5682405988363843,0.3988780179022085
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae8,0.5,0.26684404711224635,202,51,0.0,0,0,3,29,0.1615772669220945,0.5682405988363843,0.3976899167216199
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae16,0.0,0.26684404711224635,202,51,0.0,0,0,3,46,0.1615772669220945,0.5682405988363843,0.3997096887286205
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae16,0.1,0.26684404711224635,202,51,0.0,0,0,3,46,0.1615772669220945,0.5682405988363843,0.3997096887286205
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae16,0.25,0.26684404711224635,202,51,0.0,0,0,3,39,0.1615772669220945,0.5682405988363843,0.3988780179022085
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,rich_ae16,0.5,0.26684404711224635,202,51,0.0,0,0,3,29,0.1615772669220945,0.5682405988363843,0.3976899167216199
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,implementation_z,0.0,0.0,186,47,0.0,0,0,2,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,implementation_z,0.1,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,implementation_z,0.25,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,implementation_z,0.5,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae8,0.0,0.0,186,47,0.0,0,0,2,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae8,0.1,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae8,0.25,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae8,0.5,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae16,0.0,0.0,186,47,0.0,0,0,2,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae16,0.1,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae16,0.25,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,rich_ae16,0.5,0.0,186,47,0.0,0,0,3,7,0.0,0.49744460856720824,0.07408749489298845
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,implementation_z,0.0,0.0,198,50,0.0,0,0,1,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,implementation_z,0.1,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,implementation_z,0.25,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,implementation_z,0.5,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae8,0.0,0.0,198,50,0.0,0,0,1,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae8,0.1,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae8,0.25,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae8,0.5,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae16,0.0,0.0,198,50,0.0,0,0,1,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae16,0.1,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae16,0.25,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,rich_ae16,0.5,0.0,198,50,0.0,0,0,2,50,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,implementation_z,0.0,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,implementation_z,0.1,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,implementation_z,0.25,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,implementation_z,0.5,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae8,0.0,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae8,0.1,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae8,0.25,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae8,0.5,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae16,0.0,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae16,0.1,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae16,0.25,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,rich_ae16,0.5,0.0,172,43,0.0,0,0,2,12,0.0,0.49446287519747234,0.1379896395899923
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,implementation_z,0.0,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,implementation_z,0.1,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,implementation_z,0.25,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,implementation_z,0.5,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,rich_ae8,0.0,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,rich_ae8,0.1,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,rich_ae8,0.25,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,rich_ae8,0.5,0.0,197,50,0.0,0,0,2,3,0.0,0.056794630464130184,0.0030209723727492224
