candidate_id,rtl_path,raw_chars,dry_run_truncated,comment_strip_distance,identifier_normalized_distance
d68314ae-23e8-464f-8760-77c18a310bf3,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample10_initial/code.sv,1398,False,0.013588741968910467,0.013588741968910467
cc9727b1a7a0f926,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample1_initial/code.sv,1660,False,0.01718710185597727,0.01718710185597727
7eb597a82511a68c,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample2_initial/code.sv,1095,False,0.02299157908160565,0.02299157908160565
847b122ae1a4f7ce,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample3_initial/code.sv,1021,False,0.10026458915756264,0.10026458915756264
03518977ce89317a,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample4_initial/code.sv,146,False,0.0,0.0
1e2af6d6fa06375d,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample5_initial/code.sv,1699,False,0.020204102886728692,0.020204102886728692
eabafec0e812abda,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample6_initial/code.sv,990,False,0.021741727705904768,0.021741727705904768
fff797c5807a5de3,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample7_initial/code.sv,370,False,0.0,0.0
16e3e4bc5a2e881d,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample8_initial/code.sv,1677,False,0.013310385665746383,0.013310385665746383
5aa56c67-25dc-4d2d-b61f-6be20024fbf7,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample9_initial/code.sv,1362,False,0.030095192495782075,0.030095192495782075
4ecf09def91dcf70,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample10_C-F/code.sv,1477,False,0.14323716631060068,0.14323716631060068
