representation,dimension,mean_pairwise_cosine,std_pairwise_cosine,pc1_graph_size_correlation,unique_problem_count
t13_impl_z_farthest,36,0.0019149994544441248,0.32111196593696834,-0.14753859349071285,127
t13_pca2_farthest,2,0.007468104648761408,0.7089078384247444,0.10573166921623096,127
t13_rff_pca2_farthest,2,0.011300411629674576,0.7089169418666937,0.07271969541416003,127
t13_pca4_farthest,4,0.00030099692872145487,0.5086843788343918,-0.17813994461039806,127
t13_rff_pca4_farthest,4,0.0033006885888282574,0.5024908598994056,-0.16695555787473249,127
t13_pca8_farthest,8,0.0047280895046016925,0.3725200497068456,0.14166711320294834,127
t13_rff_pca8_farthest,8,0.0036790914824015824,0.3559216890414186,-0.13268154927348907,127
t13_incremental_pca4_farthest,4,0.0038788309911022482,0.507396808194459,0.08881009294197244,127
