backend,benchmark,problem_count,pareto_valid_problem_count,mean_hypervolume,mean_pareto_point_count,mean_reference_beating_count,hypervolume_win_count
classic,ALL,3,3,0.19033062205095372,3.0,17.333333333333332,3
classic,RTLLM,3,3,0.19033062205095372,3.0,17.333333333333332,3
fg_qdm_random_memory_12x3,ALL,3,3,0.13816232905176293,2.6666666666666665,9.666666666666666,0
fg_qdm_random_memory_12x3,RTLLM,3,3,0.13816232905176293,2.6666666666666665,9.666666666666666,0
fg_qdm_sr_memory_warmup4_12x3,ALL,3,3,0.13753631082921372,2.0,9.0,0
fg_qdm_sr_memory_warmup4_12x3,RTLLM,3,3,0.13753631082921372,2.0,9.0,0
