backend,generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
classic_revolution,0,13,0.34615384615384615,0.3269230769230769,0.23738932098009552,0.18615845056822317,,,,,
classic_revolution,1,13,0.40384615384615385,0.3782051282051282,0.2590975585435278,0.2016607316423443,,,,,
classic_revolution,2,13,0.4807692307692308,0.47435897435897434,0.21358604641454426,0.16186562550091008,,,,,
classic_revolution,3,13,0.47435897435897434,0.46794871794871795,0.2173494721046197,0.1601048215200125,,,,,
shape_density_front_pressure_qd,0,13,0.32051282051282054,0.30128205128205127,0.19222600066555717,0.1688372465079252,0.07941595441595442,0.2903080851810517,0.22034019270976013,1.5384615384615385,0.0
shape_density_front_pressure_qd,1,13,0.4166666666666667,0.4166666666666667,0.2393352058689778,0.1614809337623194,0.16550925925925924,0.6101968963819959,0.25671792865244397,0.46153846153846156,0.0
shape_density_front_pressure_qd,2,13,0.5705128205128205,0.5641025641025641,0.20051185856472917,0.15883954234264394,0.20410434472934472,0.8969450997843642,0.2704292995382,1.3076923076923077,0.38461538461538464
shape_density_front_pressure_qd,3,13,0.47435897435897434,0.47435897435897434,0.2419748484159136,0.19464319997721527,0.22654024216524216,1.030693649830088,0.27072307705314846,0.6923076923076923,0.5384615384615384
