feature,count,finite_fraction,unique_count,unique_ratio,nonzero_fraction,min,max,mean,stddev,q25,q75,iqr,normalized_range_coverage,collapsed,near_collapsed
adder_ratio,37,1.0,33,0.8918918918918919,1.0,0.05063291139240506,0.24489795918367346,0.12234564043364507,0.05881943757898642,0.09255242227042661,0.14960629921259844,0.05705387694217183,1.0,False,False
arithmetic_cells,37,1.0,16,0.43243243243243246,1.0,4.0,142.0,79.62162162162163,48.36200840359923,67.0,127.0,60.0,1.0,False,False
cell_count_log,37,1.0,32,0.8648648648648649,1.0,4.248495242049359,7.246368080102461,6.104647309160798,1.1049023171024581,5.627621113690637,7.216709486709457,1.5890883730188206,1.0,False,False
comb_ratio,37,1.0,20,0.5405405405405406,1.0,0.5905511811023622,1.0,0.8851168054799405,0.10991349560538163,0.826530612244898,1.0,0.173469387755102,1.0,False,False
comb_width_log,37,1.0,24,0.6486486486486487,1.0,1.0986122886681096,5.53338948872752,3.4840557893182966,0.74533360485441,2.8903717578961645,3.970291913552122,1.0799201556559574,1.0,False,False
combinational_cells,37,1.0,24,0.6486486486486487,1.0,2.0,252.0,42.351351351351354,42.108108108108105,17.0,52.0,35.0,1.0,False,False
edge_per_node,37,1.0,32,0.8648648648648649,1.0,0.8333333333333334,2.4523809523809526,1.5611319194470126,0.3489154448452499,1.2549019607843137,1.7142857142857142,0.4593837535014005,1.0,False,False
ff_depth,37,1.0,6,0.16216216216216217,0.5945945945945946,0.0,9.0,2.2162162162162162,2.3265231585575505,0.0,3.0,3.0,1.0,False,False
hyper_cell_count,37,1.0,29,0.7837837837837838,1.0,6.0,252.0,47.729729729729726,40.21472679601722,24.0,52.0,28.0,1.0,False,False
hyper_directed_edge_count,37,1.0,29,0.7837837837837838,1.0,5.0,467.0,76.4054054054054,76.183796056592,39.0,78.0,39.0,1.0,False,False
hyper_driven_net_count,37,1.0,29,0.7837837837837838,1.0,59.0,1079.0,397.94594594594594,248.73386906229675,101.0,502.0,401.0,1.0,False,False
hyper_fanout_entropy,37,1.0,35,0.9459459459459459,1.0,5.401395609163335,9.790279522953306,7.70765619401187,1.1746394112945346,6.330330476729227,8.369170321057807,2.03883984432858,1.0,False,False
hyper_max_fanout,37,1.0,12,0.32432432432432434,1.0,4.0,37.0,14.54054054054054,7.510693618217617,8.0,17.0,9.0,1.0,False,False
hyper_max_level,37,1.0,15,0.40540540540540543,0.7837837837837838,0.0,69.0,8.621621621621621,12.052478384472678,3.0,10.0,7.0,1.0,False,False
hyper_max_level_delta,37,1.0,14,0.3783783783783784,0.7837837837837838,0.0,68.0,7.648648648648648,11.770821037785735,3.0,9.0,6.0,1.0,False,False
hyper_mean_fanout,37,1.0,35,0.9459459459459459,1.0,1.1046511627906976,2.607476635514019,1.8742605829421521,0.5311501980535781,1.236328125,2.3955375253549698,1.1592094003549698,1.0,False,False
hyper_net_count,37,1.0,29,0.7837837837837838,1.0,59.0,1079.0,397.94594594594594,248.73386906229675,101.0,502.0,401.0,1.0,False,False
hyper_sink_net_count,37,1.0,30,0.8108108108108109,1.0,55.0,1074.0,396.72972972972974,248.27628993355407,101.0,501.0,400.0,1.0,False,False
laplacian_lambda2,37,1.0,34,0.918918918918919,0.972972972972973,0.0,0.47140586012907526,0.08952826305577798,0.07134311566663169,0.06928106056527211,0.10008232655692513,0.030801265991653018,1.0,False,False
laplacian_spectral_entropy,37,1.0,35,0.9459459459459459,1.0,0.9388423031713667,0.9794374271250192,0.9576384487111885,0.011418902247416731,0.9478622756584788,0.9632053394990627,0.015343063840583926,1.0,False,False
log_edge_count,37,1.0,29,0.7837837837837838,1.0,1.791759469228055,6.148468295917647,4.106400651129323,0.6628204484124213,3.6888794541139363,4.3694478524670215,0.6805683983530852,1.0,False,False
log_max_level,37,1.0,15,0.40540540540540543,0.7837837837837838,0.0,4.248495242049359,1.7094879051171568,1.100839119506358,1.3862943611198906,2.3978952727983707,1.01160091167848,1.0,False,False
log_net_count,37,1.0,29,0.7837837837837838,1.0,4.0943445622221,6.984716320118265,5.7041190327512075,0.857176146119929,4.624972813284271,6.220590170099739,1.5956173568154686,1.0,False,False
log_node_count,37,1.0,29,0.7837837837837838,1.0,1.9459101490553132,5.53338948872752,3.6936848586802813,0.5893720265974808,3.2188758248682006,3.970291913552122,0.7514160886839214,1.0,False,False
logic_depth,37,1.0,12,0.32432432432432434,1.0,1.0,70.0,7.702702702702703,11.358684889771695,4.0,7.0,3.0,1.0,False,False
logic_depth_ltp,37,1.0,12,0.32432432432432434,1.0,1.0,70.0,7.702702702702703,11.358684889771695,4.0,7.0,3.0,1.0,False,False
logic_depth_ltp_delta,37,1.0,1,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
ltp_noff,37,1.0,1,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True
mux_cells,37,1.0,22,0.5945945945945946,0.8918918918918919,0.0,247.0,94.62162162162163,100.43025046359864,3.0,206.0,203.0,1.0,False,False
mux_ratio,37,1.0,31,0.8378378378378378,0.8918918918918919,0.0,0.19266770670826833,0.0897490777499749,0.06284578929410607,0.0379746835443038,0.1522230595327807,0.1142483759884769,1.0,False,False
reconv_sink_ratio,37,1.0,27,0.7297297297297297,0.972972972972973,0.0,1.0,0.4649304120793518,0.3581844179873344,0.1016949152542373,0.7777777777777778,0.6760828625235404,1.0,False,False
reconv_source_ratio,37,1.0,18,0.4864864864864865,0.972972972972973,0.0,1.0,0.6964912979618862,0.34958701086793736,0.38461538461538464,1.0,0.6153846153846154,1.0,False,False
rent_clamped_flag,37,1.0,2,0.05405405405405406,0.08108108108108109,0.0,1.0,0.08108108108108109,0.2729595929287048,0.0,0.0,0.0,1.0,False,False
rent_confidence,37,1.0,35,0.9459459459459459,1.0,0.18603829871063518,0.9616548514419457,0.7710635097196405,0.19404591463308998,0.6927482700749178,0.8978305152118584,0.20508224513694062,1.0,False,False
rent_exponent,37,1.0,33,0.8918918918918919,0.918918918918919,0.0,0.8351398541609412,0.37118824613579793,0.2815616540582647,0.10817753960779751,0.6967229944784217,0.5885454548706242,1.0,False,False
rent_exponent_confidence_gated,37,1.0,35,0.9459459459459459,1.0,0.16991328721223353,0.7947714629792105,0.43315318965176836,0.20127243582447601,0.25767607204175813,0.6623273879009954,0.4046513158592373,1.0,False,False
rent_graph_node_count,37,1.0,29,0.7837837837837838,1.0,6.0,252.0,47.729729729729726,40.21472679601722,24.0,52.0,28.0,1.0,False,False
rent_k,37,1.0,35,0.9459459459459459,1.0,11.767960792833858,140.64209192661693,37.428655289021684,22.226056074788268,25.37187642893812,44.500065842161405,19.128189413223286,1.0,False,False
rent_r2,37,1.0,35,0.9459459459459459,1.0,0.00047154419853745466,0.9998804200587067,0.4347632711104368,0.2974569560454903,0.1862288600046461,0.650060468722838,0.46383160871819185,1.0,False,False
rent_raw_sample_count,37,1.0,15,0.40540540540540543,1.0,3.0,40.0,14.18918918918919,6.4591767437848215,10.0,17.0,7.0,1.0,False,False
rent_retained_sample_ratio,37,1.0,11,0.2972972972972973,1.0,0.75,1.0,0.9403751918457801,0.08319598470680356,0.9,1.0,0.09999999999999998,1.0,False,False
rent_sample_count,37,1.0,15,0.40540540540540543,1.0,3.0,35.0,13.297297297297296,5.876498612153443,9.0,17.0,8.0,1.0,False,False
scoap_cc0_bin_0_pct,37,1.0,32,0.8648648648648649,1.0,0.07383966244725738,0.627906976744186,0.22324352432449746,0.12895827991604228,0.15184381778741865,0.23728813559322035,0.0854443178058017,1.0,False,False
scoap_cc0_bin_1_pct,37,1.0,32,0.8648648648648649,1.0,0.12974683544303797,0.620253164556962,0.3208873860186793,0.1350246891174798,0.19402985074626866,0.44171779141104295,0.2476879406647743,1.0,False,False
scoap_cc0_bin_2_pct,37,1.0,22,0.5945945945945946,0.6216216216216216,0.0,0.3220338983050847,0.07037227640525666,0.08257461629650979,0.0,0.1335676625659051,0.1335676625659051,1.0,False,False
scoap_cc0_bin_3_pct,37,1.0,31,0.8378378378378378,1.0,0.10714285714285714,0.7552742616033755,0.3854968132515666,0.17394667480769732,0.21518987341772153,0.537525354969574,0.32233548155185243,1.0,False,False
scoap_cc1_bin_0_pct,37,1.0,32,0.8648648648648649,1.0,0.07383966244725738,0.627906976744186,0.22123966689895327,0.12873917784190375,0.15184381778741865,0.22033898305084745,0.0684951652634288,1.0,False,False
scoap_cc1_bin_1_pct,37,1.0,31,0.8378378378378378,1.0,0.0379746835443038,0.569620253164557,0.23943338819822155,0.17970508359240858,0.08390022675736962,0.44171779141104295,0.3578175646536733,1.0,False,False
scoap_cc1_bin_2_pct,37,1.0,24,0.6486486486486487,0.7027027027027027,0.0,0.25,0.0786649449368194,0.06755628531224464,0.0,0.11981566820276497,0.11981566820276497,1.0,False,False
scoap_cc1_bin_3_pct,37,1.0,32,0.8648648648648649,1.0,0.11904761904761904,0.8681434599156118,0.4606619999660057,0.21922148759808804,0.23779193205944799,0.6394557823129252,0.40166385025347723,1.0,False,False
scoap_co_bin_0_pct,37,1.0,33,0.8918918918918919,1.0,0.0379746835443038,0.6046511627906976,0.21843669677599642,0.15361595017305515,0.07809110629067245,0.3037974683544304,0.22570636206375794,1.0,False,False
scoap_co_bin_1_pct,37,1.0,21,0.5675675675675675,0.5945945945945946,0.0,0.460431654676259,0.0606040357909431,0.10250619812355329,0.0,0.050955414012738856,0.050955414012738856,1.0,False,False
scoap_co_bin_2_pct,37,1.0,19,0.5135135135135135,0.5405405405405406,0.0,0.3582089552238806,0.030637491148741817,0.07740676514180916,0.0,0.014018691588785047,0.014018691588785047,1.0,False,False
scoap_co_bin_3_pct,37,1.0,31,0.8378378378378378,1.0,0.1016949152542373,0.9579545454545455,0.6903217762843188,0.2401287666072503,0.47265625,0.908256880733945,0.43560063073394495,1.0,False,False
scoap_signal_smoothness,37,1.0,35,0.9459459459459459,1.0,0.02870469814190788,0.5062081612955014,0.28239442912740353,0.14655660164722875,0.13105891948796022,0.41927209207998445,0.2882131725920242,1.0,False,False
seq_ratio,37,1.0,20,0.5405405405405406,0.5945945945945946,0.0,0.4094488188976378,0.11488319452005949,0.10991349560538163,0.0,0.17346938775510204,0.17346938775510204,1.0,False,False
sequential_cells,37,1.0,13,0.35135135135135137,0.5945945945945946,0.0,208.0,37.32432432432432,54.71600094742485,0.0,51.0,51.0,1.0,False,False
share_family_inv,37,1.0,15,0.40540540540540543,0.43243243243243246,0.0,0.09615384615384616,0.021811328994484423,0.03287614664450413,0.0,0.037037037037037035,0.037037037037037035,1.0,False,False
t11_runtime_pca_0,37,1.0,35,0.9459459459459459,1.0,1.4090505017277666,5.89830425350982,3.957791183924603,1.0954973938108934,3.3959275300738585,4.620115235670479,1.2241877055966204,1.0,False,False
t11_runtime_pca_1,37,1.0,35,0.9459459459459459,1.0,5.131740910375371,8.322833067320328,7.145029852024992,0.9342387226584129,6.500142007959949,7.848020458471438,1.3478784505114891,1.0,False,False
t11_runtime_pca_2,37,1.0,35,0.9459459459459459,1.0,4.569215835510874,9.48746248758063,7.109559534222165,1.3085980008265645,5.915594258453688,7.917677205980692,2.002082947527004,1.0,False,False
t11_runtime_pca_3,37,1.0,35,0.9459459459459459,1.0,2.927353209991253,7.981171977960453,5.6226870286374915,1.4510480477329262,4.897362766878099,6.406580102459456,1.509217335581357,1.0,False,False
total_cells,37,1.0,32,0.8648648648648649,1.0,69.0,1402.0,714.918918918919,546.4819365170013,277.0,1361.0,1084.0,1.0,False,False
utilization,37,1.0,1,0.02702702702702703,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,True
