axis,mean,scale,pc0,pc1,pc2,pc3
hyper_mean_fanout,1.196406099612,0.462385346301,0.356361378886,0.378695661276,0.090812610219,-0.227176201264
edge_per_node,1.230324803388,0.821128505784,0.367674080759,0.315727698356,-0.158520462863,-0.601265011248
log_edge_count,3.364217972698,2.447648954374,0.410051887174,0.125065538101,-0.365199439504,0.014442195464
hyper_directed_edge_count,398.76953125,1144.559855704543,0.353026367488,-0.368377851599,0.340918210028,-0.094373227797
hyper_fanout_entropy,1.411169238112,0.507450550491,0.214633794467,0.528015043604,0.619028903145,0.446487114326
hyper_driven_net_count,227.411458333333,586.392702047477,0.352592678926,-0.395550723286,0.218266395395,0.047954298731
hyper_sink_net_count,233.540364583333,604.856920439895,0.350199941263,-0.412655291744,0.135117075801,-0.060711106293
log_net_count,3.859244883295,1.788825224165,0.389901153935,-0.004163590238,-0.517624235982,0.610262468321
