feature,coefficient
hyper_max_fanout,0.8030695769644944
scoap_co_bin_1_pct,0.45144625206920996
log_max_level,-0.4285337733634779
scoap_co_bin_3_pct,-0.4110323364451488
scoap_cc1_bin_2_pct,-0.39198322832381927
adder_ratio,-0.342848914211168
log_edge_count,0.34115544753263677
log_node_count,0.3336452812763158
scoap_co_bin_0_pct,0.3094396712652072
hyper_max_level,-0.29195967616017104
scoap_signal_smoothness,0.2455099010249942
scoap_cc0_bin_2_pct,0.23400670307386126
rent_clamped_flag,0.2245947693116532
rent_r2,-0.2184233625217865
scoap_cc0_bin_3_pct,-0.2083961558215159
mux_ratio,-0.20759325247638796
scoap_cc1_bin_0_pct,0.20292080068040672
mux_cells,0.200406320877239
seq_ratio,-0.18769854717117315
comb_ratio,0.18769854717102727
t11_runtime_pca_3,0.18638981420001996
rent_sample_count,-0.18423753656686717
t11_runtime_pca_1,0.17328954221084264
hyper_fanout_entropy,0.17232611750861448
combinational_cells,-0.16232866191539136
hyper_mean_fanout,-0.15880621582087984
rent_exponent,0.14417088878536566
rent_raw_sample_count,-0.1427806370954731
hyper_directed_edge_count,-0.1386109240006496
log_net_count,0.13326369587782502
reconv_sink_ratio,0.1309116142765385
scoap_cc1_bin_1_pct,0.12193637861677012
total_cells,0.12171257732230695
t11_runtime_pca_2,0.11992572714189807
rent_exponent_confidence_gated,0.10275884321158274
logic_depth_ltp,0.101241649319538
logic_depth,0.1012416493195365
rent_confidence,0.10050507734413254
rent_graph_node_count,-0.09964771972037212
hyper_cell_count,-0.09964771972034338
scoap_cc0_bin_0_pct,0.09945660023711358
scoap_cc1_bin_3_pct,-0.0983275571424447
arithmetic_cells,0.09596272520516184
rent_retained_sample_ratio,-0.08377131609385792
comb_width_log,0.08368542135442895
sequential_cells,0.07269537417559908
hyper_driven_net_count,-0.07077760749100172
hyper_net_count,-0.07077760749099007
scoap_co_bin_2_pct,0.0631699296297575
t11_runtime_pca_0,0.05746091066507606
hyper_max_level_delta,-0.05648109786957503
laplacian_spectral_entropy,0.054257530423559394
reconv_source_ratio,0.04496188239815948
edge_per_node,-0.04394077540758848
rent_k,-0.03803187651658374
cell_count_log,0.03236552943429459
scoap_cc0_bin_1_pct,0.030372612332095775
share_family_inv,0.026209482588032244
ff_depth,-0.0181674309307928
laplacian_lambda2,-0.005309765116452095
hyper_sink_net_count,0.001857166348070419
logic_depth_ltp_delta,0.0
ltp_noff,0.0
utilization,0.0
