sample_index,candidate_id,nearest_candidate_id,nearest_cosine,same_problem,same_corpus,same_canonical_netlist,same_motif_signature
13,3d0e8316-7919-4f19-9b37-70455bff39ff,230f52a5-d871-4989-8151-7ac8fab10979,0.9546612501144409,True,True,False,False
14,4af24fbc-50b4-4600-ae64-31656eb3b253,52c6fa40-248f-4006-a675-014c29d2480e,0.9893254637718201,True,True,False,False
15,52c6fa40-248f-4006-a675-014c29d2480e,4af24fbc-50b4-4600-ae64-31656eb3b253,0.9893254637718201,True,True,False,False
16,d685dd41-2bf9-4bf4-a677-eebf524b745c,52c6fa40-248f-4006-a675-014c29d2480e,0.9422504901885986,True,True,False,False
17,e82f13d6-379e-4a24-b965-297f2b0cfd15,d685dd41-2bf9-4bf4-a677-eebf524b745c,0.9304003715515137,True,True,False,False
18,5c8bbaf4-57a0-4235-822e-871452f3d72e,afd88a12-9825-495e-bae5-ead0b7b15a44,0.9801815152168274,True,True,False,False
19,65488f0c-bdb8-412c-b7ed-c3f73077f848,def7aff6-c7cd-47d6-bf4d-e5a4e5d0b4bd,0.978148341178894,False,False,False,False
20,6bda235f-55f8-4080-872a-8b72e1698e68,65488f0c-bdb8-412c-b7ed-c3f73077f848,0.9663212299346924,True,True,False,False
21,afd88a12-9825-495e-bae5-ead0b7b15a44,26d5a50d-2c04-40fb-bf6b-02ece44919d3,0.9849799871444702,True,True,False,False
22,b0d68ccc-5724-48c1-9202-c5bb679050fd,65488f0c-bdb8-412c-b7ed-c3f73077f848,0.9456132650375366,True,True,False,False
23,26d5a50d-2c04-40fb-bf6b-02ece44919d3,afd88a12-9825-495e-bae5-ead0b7b15a44,0.9849799871444702,True,True,False,False
24,25bb6223-43fa-4c80-a407-adf2d71b1edd,7dd6fd01-2bc4-4f8c-b788-216d0acf1af7,0.9946099519729614,True,True,False,False
25,41f37239-3b04-4e84-9e8f-5cc325e1f38d,7dd6fd01-2bc4-4f8c-b788-216d0acf1af7,0.9923282265663147,True,True,False,False
26,6dfdca01-09fc-41c8-8758-66fb36c43f58,25bb6223-43fa-4c80-a407-adf2d71b1edd,0.9879136085510254,True,True,False,False
27,73e9151b-40bf-4a0b-b340-cc08aa303286,41f37239-3b04-4e84-9e8f-5cc325e1f38d,0.9783592224121094,True,True,False,False
28,7dd6fd01-2bc4-4f8c-b788-216d0acf1af7,25bb6223-43fa-4c80-a407-adf2d71b1edd,0.9946099519729614,True,True,False,False
29,c01b93bb-7b2d-480e-b443-79ac3f00ea56,25bb6223-43fa-4c80-a407-adf2d71b1edd,0.9863908290863037,True,True,False,False
30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,78e45fa6-701d-4730-ae2d-4ca5c16f063c,0.9994027018547058,True,True,False,False
31,28d150f3-9496-4b04-9fa5-0851930cd2ae,d2986b61-da02-4125-a4e1-32e32ff2925b,0.9967213869094849,False,False,False,False
32,543eda31-2c0c-40f0-84e0-604255ae05bf,7be89533-3c71-41be-8f87-ee65298d37da,1.0,True,True,False,False
33,78e45fa6-701d-4730-ae2d-4ca5c16f063c,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,0.9994027018547058,True,True,False,False
34,7be89533-3c71-41be-8f87-ee65298d37da,543eda31-2c0c-40f0-84e0-604255ae05bf,1.0,True,True,False,False
35,814578b7-3b2b-4a51-b751-7b06249a9511,78e45fa6-701d-4730-ae2d-4ca5c16f063c,0.9889611005783081,True,True,False,False
36,047ef392-cf50-4658-99fc-77cd34c7ad8c,355c82cb-c1ee-47b5-8fac-04bcf46080b2,0.9777119159698486,True,True,False,False
37,0f4cbc9e-3868-43c0-bbb9-b787120e73c6,161e2725-94cf-4234-b04f-7e6123f357e1,0.9989157915115356,True,True,False,False
38,161e2725-94cf-4234-b04f-7e6123f357e1,0f4cbc9e-3868-43c0-bbb9-b787120e73c6,0.9989157915115356,True,True,False,False
39,1dcf5e9a-7141-4da8-ba3f-8dea45b6465d,0f4cbc9e-3868-43c0-bbb9-b787120e73c6,0.9963105916976929,True,True,False,False
40,355c82cb-c1ee-47b5-8fac-04bcf46080b2,047ef392-cf50-4658-99fc-77cd34c7ad8c,0.9777119159698486,True,True,False,False
41,5142917b-29cb-4183-b2a7-de46e91cacb4,161e2725-94cf-4234-b04f-7e6123f357e1,0.9977062940597534,True,True,False,False
42,0b995c50-9a1d-465e-a6d9-f594b358ba97,5240e01b-8006-4d82-8547-ecaa9d0a677d,0.9763954877853394,True,True,False,False
43,54349204-3ffd-4b73-835c-830081890322,ab6e446e-07d4-4a1a-8aad-cc4e49202cb5,0.9829978942871094,True,True,False,False
44,5a2f8628-d59d-4b3e-8c61-dd79a9c0f221,a9eaeaf6-38d8-405d-9d5d-02026ed4cac6,0.963589072227478,False,False,False,False
45,ab6e446e-07d4-4a1a-8aad-cc4e49202cb5,54349204-3ffd-4b73-835c-830081890322,0.9829978942871094,True,True,False,False
46,4aabda9e-116a-4bde-b996-cd7ff7483da4,a9eaeaf6-38d8-405d-9d5d-02026ed4cac6,0.9547039270401001,False,False,False,False
47,5240e01b-8006-4d82-8547-ecaa9d0a677d,54349204-3ffd-4b73-835c-830081890322,0.982011079788208,True,True,False,False
48,76aab9cd-d774-47c8-8593-0b99d87be3f0,79097ff4-eab3-458a-b7c3-db6789f61b6d,0.9789749979972839,True,True,False,False
49,79097ff4-eab3-458a-b7c3-db6789f61b6d,76aab9cd-d774-47c8-8593-0b99d87be3f0,0.9789749979972839,True,True,False,False
50,7b29c8af-1ad2-45e6-a02f-d7b6fd479b2f,801fc0e4-e054-49bd-981a-7e01e0060756,0.9246795773506165,True,True,False,False
51,7e10376f-88cf-4f17-8931-2b0bce9b5073,bb12dc31-aef1-44aa-9568-0fb5721094c9,0.9226641654968262,True,True,False,False
52,801fc0e4-e054-49bd-981a-7e01e0060756,76aab9cd-d774-47c8-8593-0b99d87be3f0,0.9676427841186523,True,True,False,False
53,bb12dc31-aef1-44aa-9568-0fb5721094c9,801fc0e4-e054-49bd-981a-7e01e0060756,0.9624306559562683,True,True,False,False
54,1c6f4d2b-246d-4365-a14a-929739c958ef,dc1addb8-749a-4429-8685-dea8ee85d8fd,0.9987746477127075,True,True,False,False
55,698ee9ef-59e8-4ac7-926c-dcc8f59ce875,0bac7ee1-48e1-4d04-910d-ed1dcf6e2f92,0.9804859161376953,False,False,False,False
56,dc1addb8-749a-4429-8685-dea8ee85d8fd,1c6f4d2b-246d-4365-a14a-929739c958ef,0.9987746477127075,True,True,False,False
57,59d46079-0f78-4b4c-8067-740e64cd8f3c,376b4eaf-73e1-46b4-a132-7345ab1e82ae,0.9958785176277161,False,False,False,False
58,659661eb-6f0a-4601-9a82-1bc0703e77f4,698ee9ef-59e8-4ac7-926c-dcc8f59ce875,0.9803653955459595,True,True,False,False
59,782ced89-1eaf-4fce-80cc-76ce1d92714f,59d46079-0f78-4b4c-8067-740e64cd8f3c,0.9483395218849182,True,True,False,False
60,aa96eb4e-30c5-4b9a-afa1-30d4f8912a67,42c3a04c-2892-42e0-9ed7-edd858492680,0.9607252478599548,True,True,False,False
61,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,31fd10c7-7057-45f2-82ea-3375477f87ab,0.9999999403953552,True,True,False,False
62,31fd10c7-7057-45f2-82ea-3375477f87ab,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,0.9999999403953552,True,True,False,False
63,42c3a04c-2892-42e0-9ed7-edd858492680,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,0.9635578393936157,True,True,False,False
64,9039d0cc-3e0d-4e31-a695-74960ce4a674,42c3a04c-2892-42e0-9ed7-edd858492680,0.9298931360244751,True,True,False,False
65,86179e4c-7792-4680-b962-a3efde1d8fab,42c3a04c-2892-42e0-9ed7-edd858492680,0.9622355699539185,True,True,False,False
66,6be6303d-95de-4036-b094-a72cc3555a76,1f4aeef3-c04f-4e85-bc5f-effcffa6150e,0.9860672354698181,True,True,False,False
67,0fe929e8-a465-47b1-8ea9-4e920112872a,dc094557-4196-420c-87b1-ef5bc0fb44e1,0.9820545315742493,True,True,False,False
68,f9bb8b9d-f384-4a67-8d67-25de37cbcef9,6be6303d-95de-4036-b094-a72cc3555a76,0.9814440011978149,True,True,False,False
69,1f4aeef3-c04f-4e85-bc5f-effcffa6150e,6be6303d-95de-4036-b094-a72cc3555a76,0.9860672354698181,True,True,False,False
70,4cc21d3e-b420-418d-94a0-3b784c77ae79,dc094557-4196-420c-87b1-ef5bc0fb44e1,0.9926014542579651,True,True,False,False
71,dc094557-4196-420c-87b1-ef5bc0fb44e1,4cc21d3e-b420-418d-94a0-3b784c77ae79,0.9926014542579651,True,True,False,False
72,e7a3bade-8672-4d2c-8455-eeb0c27a7c98,d49ec588-e8dc-49f9-bf5d-013047f1c8ec,0.9743684530258179,True,True,False,False
73,34f03c04-5a3e-4883-a96a-bb7847840ef3,d357a633-3365-4085-a4ed-7dfb1a4fffa6,0.9826242327690125,True,True,False,False
74,4e910484-4b94-45a8-8777-fc11eecf4df1,34f03c04-5a3e-4883-a96a-bb7847840ef3,0.9626901745796204,True,True,False,False
75,d357a633-3365-4085-a4ed-7dfb1a4fffa6,34f03c04-5a3e-4883-a96a-bb7847840ef3,0.9826242327690125,True,True,False,False
76,d49ec588-e8dc-49f9-bf5d-013047f1c8ec,e7a3bade-8672-4d2c-8455-eeb0c27a7c98,0.9743684530258179,True,True,False,False
77,479a8286-e28a-4f67-be3c-b520a04242a7,4e910484-4b94-45a8-8777-fc11eecf4df1,0.9520078301429749,True,True,False,False
78,2559ad20-401c-41d9-b26c-089f99532092,e289dc58-9e11-4d73-b940-da85305a372d,0.9884241223335266,True,True,False,False
79,48eeb04f-68c2-449d-9196-5c36fcf3d49f,da1a44d5-a3b8-4947-9e86-a3654dbf6c05,0.9997662305831909,True,True,False,False
80,d496379b-07d3-45b4-ad79-c667e1573cda,48eeb04f-68c2-449d-9196-5c36fcf3d49f,0.9755417108535767,True,True,False,False
81,da1a44d5-a3b8-4947-9e86-a3654dbf6c05,48eeb04f-68c2-449d-9196-5c36fcf3d49f,0.9997662305831909,True,True,False,False
82,e289dc58-9e11-4d73-b940-da85305a372d,e3b7837f-594c-4388-b204-0368baca2a1c,1.000000238418579,True,True,False,False
83,e3b7837f-594c-4388-b204-0368baca2a1c,e289dc58-9e11-4d73-b940-da85305a372d,1.000000238418579,True,True,False,False
84,2a6169c1-91a2-4003-bbd6-e251707ecd73,d1a84ec5-94e2-4fe8-bb53-ecb814da524c,0.9964435696601868,True,True,False,False
85,5a0ee0ce-3f14-47f1-b92a-e8d565e4a51c,cebc334a-ad05-4384-aaaa-3484d36914b6,0.9641126394271851,True,True,False,False
86,85c8e438-536a-4155-a11c-d0e9a47d965a,cebc334a-ad05-4384-aaaa-3484d36914b6,0.9784241318702698,True,True,False,False
87,9d1ca78d-dcf6-49d1-9bc8-ccbb9ea39988,d1a84ec5-94e2-4fe8-bb53-ecb814da524c,0.996215283870697,True,True,False,False
88,cebc334a-ad05-4384-aaaa-3484d36914b6,85c8e438-536a-4155-a11c-d0e9a47d965a,0.9784241318702698,True,True,False,False
89,d1a84ec5-94e2-4fe8-bb53-ecb814da524c,2a6169c1-91a2-4003-bbd6-e251707ecd73,0.9964435696601868,True,True,False,False
90,0982f209-432f-437a-8ce1-dab0a6be57be,41139127-0410-4d9a-9d48-d008e04cea5d,0.9985033273696899,True,True,False,False
91,1f7af436-c6c7-429e-ab3b-b7cd00c9c906,582cabe5-de18-459c-a8dd-5cea25f17b6b,0.998450756072998,True,True,False,False
92,304fb4b3-a12d-4f2f-baa7-26b5ecb97b4c,41139127-0410-4d9a-9d48-d008e04cea5d,0.9782231450080872,True,True,False,False
93,41139127-0410-4d9a-9d48-d008e04cea5d,0982f209-432f-437a-8ce1-dab0a6be57be,0.9985033273696899,True,True,False,False
94,477bcf19-4729-4c7f-87f0-d8c566b9b4ab,0982f209-432f-437a-8ce1-dab0a6be57be,0.9793213605880737,True,True,False,False
95,582cabe5-de18-459c-a8dd-5cea25f17b6b,1f7af436-c6c7-429e-ab3b-b7cd00c9c906,0.998450756072998,True,True,False,False
96,00d0103b-fbe5-4bd8-80b7-97cd9dcff8f0,1929a3a1-59ba-4184-aaba-00401a9dddf2,0.9895374774932861,True,True,False,False
97,184b5136-1813-42b6-a492-45fd29f0af78,3dc61f2c-3ff3-4eda-88bc-07871b584984,1.000000238418579,True,True,False,False
98,1929a3a1-59ba-4184-aaba-00401a9dddf2,00d0103b-fbe5-4bd8-80b7-97cd9dcff8f0,0.9895374774932861,True,True,False,False
99,3dc61f2c-3ff3-4eda-88bc-07871b584984,184b5136-1813-42b6-a492-45fd29f0af78,1.000000238418579,True,True,False,False
100,6c6d8713-c939-4379-8f9b-db5cec1eaa2d,184b5136-1813-42b6-a492-45fd29f0af78,0.9993934631347656,True,True,False,False
101,76e5eaa8-7455-4251-b9e0-018e05843a26,184b5136-1813-42b6-a492-45fd29f0af78,0.9992836117744446,True,True,False,False
102,50004315-f0af-43c6-becc-84012a474c39,a78d0c67-a657-4469-a642-763a9adb3686,0.9536505341529846,True,True,False,False
103,8f67126d-ea42-472f-8562-0f405803b17f,5da37af5-1e41-4a18-8f23-271c53a1ec60,0.959285318851471,True,True,False,False
104,cf4e22e5-6970-4617-a2bb-02cfdfab276a,8f67126d-ea42-472f-8562-0f405803b17f,0.9450713396072388,True,True,False,False
105,39c104fa-6c38-4b29-b311-88d1e6dda70e,5da37af5-1e41-4a18-8f23-271c53a1ec60,0.9552076458930969,True,True,False,False
106,5da37af5-1e41-4a18-8f23-271c53a1ec60,8f67126d-ea42-472f-8562-0f405803b17f,0.959285318851471,True,True,False,False
107,a78d0c67-a657-4469-a642-763a9adb3686,50004315-f0af-43c6-becc-84012a474c39,0.9536505341529846,True,True,False,False
108,174b7d09-ffb8-4c99-89b3-5f4644f464e5,2e7ccfed-6642-49f6-9624-5a0fec220d9e,0.9999999403953552,True,True,False,False
109,2e7ccfed-6642-49f6-9624-5a0fec220d9e,174b7d09-ffb8-4c99-89b3-5f4644f464e5,0.9999999403953552,True,True,False,False
110,8e20a1cb-db67-4c5d-814c-763dbfb1660a,f46d3263-0163-4cdf-9c45-088a48b8d58b,0.9069057106971741,True,True,False,False
111,3a0919c6-6c76-41d4-8000-02fed1ce7285,5e40bc7e-09d9-49d1-8205-d469c6eeb109,0.8933314085006714,False,False,False,False
112,b1ea919e-20d7-4836-841a-e8ed41097e2b,174b7d09-ffb8-4c99-89b3-5f4644f464e5,0.9313905239105225,True,True,False,False
113,f46d3263-0163-4cdf-9c45-088a48b8d58b,174b7d09-ffb8-4c99-89b3-5f4644f464e5,0.9471212029457092,True,True,False,False
114,0e731631-7816-4e77-8323-9053ea2ed01d,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,0.9903988838195801,True,True,False,False
115,1fffec34-ce04-4443-b62e-36e4e7138fe3,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,0.9974547624588013,True,True,False,False
116,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,d78e33d9-d220-4a35-bd43-1b4af508f09e,0.9994661211967468,True,True,False,False
117,92bd06cb-30ce-492b-a6b5-15d6fcb4488e,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,0.9878774881362915,True,True,False,False
118,d78e33d9-d220-4a35-bd43-1b4af508f09e,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,0.9994661211967468,True,True,False,False
119,ebc62c0f-e8f7-47e5-a8a0-1320a03ecff6,92bd06cb-30ce-492b-a6b5-15d6fcb4488e,0.977240264415741,True,True,False,False
120,3719bf0c-4270-4d0c-98cc-c8a59dc11553,50ad4f71-237a-4ab4-9f51-f7101c2f74f7,0.8993688821792603,True,True,False,False
121,50ad4f71-237a-4ab4-9f51-f7101c2f74f7,3719bf0c-4270-4d0c-98cc-c8a59dc11553,0.8993688821792603,True,True,False,False
122,55b9d236-0b74-40a9-8717-5914bf47aca8,9857a23d-2d3d-4eba-96ba-9ef3ae2318b0,0.9964940547943115,True,True,False,False
123,5c798c6d-c3a2-476d-bf7a-e3ee82a160d1,9857a23d-2d3d-4eba-96ba-9ef3ae2318b0,0.9781619906425476,True,True,False,False
124,60c788fd-3abe-44e1-8812-ea9c7a443b4e,9857a23d-2d3d-4eba-96ba-9ef3ae2318b0,0.9988560080528259,True,True,False,False
125,7aa7f0d1-756b-4b92-86c7-9cea3c1728a6,a55f442c-8b44-439e-98e3-593a7791af3c,0.9959096908569336,True,True,False,False
126,9857a23d-2d3d-4eba-96ba-9ef3ae2318b0,60c788fd-3abe-44e1-8812-ea9c7a443b4e,0.9988560080528259,True,True,False,False
127,a55f442c-8b44-439e-98e3-593a7791af3c,7aa7f0d1-756b-4b92-86c7-9cea3c1728a6,0.9959096908569336,True,True,False,False
128,0598fa4f-3f21-4587-a2ee-638a8612f30c,43354181-c1af-4cd0-8c42-d1fc06595891,0.9961234927177429,True,True,False,False
129,43354181-c1af-4cd0-8c42-d1fc06595891,0598fa4f-3f21-4587-a2ee-638a8612f30c,0.9961234927177429,True,True,False,False
130,47397556-c57d-4e6d-ac6b-c9c8db58e0b6,643a2a39-8fab-4087-bede-0a69538c0e29,0.9977285265922546,True,True,False,False
131,4e547aab-8c76-4ba7-91cb-17ee610dd87e,7d7c5e07-68ae-470c-bc5f-d65c9e5636a5,0.9962459802627563,True,True,False,False
132,643a2a39-8fab-4087-bede-0a69538c0e29,47397556-c57d-4e6d-ac6b-c9c8db58e0b6,0.9977285265922546,True,True,False,False
133,7d7c5e07-68ae-470c-bc5f-d65c9e5636a5,4e547aab-8c76-4ba7-91cb-17ee610dd87e,0.9962459802627563,True,True,False,False
134,a80c0c1b-5464-41f8-8c57-ff5b97988062,17c15460-8f44-4544-b9db-e834cd83a0b0,0.958666205406189,True,True,False,False
135,17c15460-8f44-4544-b9db-e834cd83a0b0,a80c0c1b-5464-41f8-8c57-ff5b97988062,0.958666205406189,True,True,False,False
136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,4391c04b-355f-4bce-bb8d-48b105c77839,0.9974168539047241,True,True,False,False
137,1fd9a0e4-72ec-435a-a2eb-8cf30ab8c615,c0375c61-6998-4da6-b949-1783da3fd11f,0.9837168455123901,False,False,False,False
138,4391c04b-355f-4bce-bb8d-48b105c77839,4a9afd4d-d27d-456e-8512-d3f5d5f6a3b5,1.000000238418579,True,True,False,False
139,4a9afd4d-d27d-456e-8512-d3f5d5f6a3b5,4391c04b-355f-4bce-bb8d-48b105c77839,1.000000238418579,True,True,False,False
140,60166089-cdab-4704-928f-06379b560127,4391c04b-355f-4bce-bb8d-48b105c77839,0.9993431568145752,True,True,False,False
141,80b79b7c-7085-4fe2-925a-de22814c365e,4391c04b-355f-4bce-bb8d-48b105c77839,0.9995302557945251,True,True,False,False
142,097b7e5f-f237-4fa2-81d3-73a8b70329da,c2d85283-345a-465a-a1b5-1e7c44c9cf52,0.9868378639221191,True,True,False,False
143,3ebb5b74-c001-44f8-980d-9e35f0613c09,c2d85283-345a-465a-a1b5-1e7c44c9cf52,0.9746549129486084,True,True,False,False
144,87f35e9a-e83c-4e81-8062-b43308bea572,c2d85283-345a-465a-a1b5-1e7c44c9cf52,0.9911409020423889,True,True,False,False
145,957b981e-53f8-4458-b913-a866404f7223,abd2f63e-21c4-47e4-8040-4c9397be66f1,0.9794232845306396,False,False,False,False
146,b9d3858e-2146-4a84-b062-2d6a6bd1690a,c2d85283-345a-465a-a1b5-1e7c44c9cf52,0.9959605932235718,True,True,False,False
147,c2d85283-345a-465a-a1b5-1e7c44c9cf52,b9d3858e-2146-4a84-b062-2d6a6bd1690a,0.9959605932235718,True,True,False,False
148,7f79f060-66ef-4b2f-921a-c0eb79760ee4,c4dd9077-29de-42f2-8f2a-c79f55c95102,0.9838801622390747,True,True,False,False
149,9b61fd84-8cea-4e43-9bdb-52fa85ccf1ed,c4dd9077-29de-42f2-8f2a-c79f55c95102,0.9737755656242371,True,True,False,False
150,affc5d13-3fb8-4677-ab91-dda840f5c5ce,7f79f060-66ef-4b2f-921a-c0eb79760ee4,0.9548896551132202,True,True,False,False
151,c4dd9077-29de-42f2-8f2a-c79f55c95102,7f79f060-66ef-4b2f-921a-c0eb79760ee4,0.9838801622390747,True,True,False,False
152,8d605a00-02de-4ac1-a658-a2cbad20f8b8,7f79f060-66ef-4b2f-921a-c0eb79760ee4,0.9673212170600891,True,True,False,False
153,c1d80ca8-1e89-437a-a5a4-6ab586770457,8d605a00-02de-4ac1-a658-a2cbad20f8b8,0.9288084506988525,True,True,False,False
154,2c6f071b-f192-4433-b035-a12410021c93,b9a5f788-7654-446d-827d-471458fd0dfc,0.9808660745620728,True,True,False,False
155,d185b3e0-1fd6-47de-a556-256ed75b2d06,2c6f071b-f192-4433-b035-a12410021c93,0.8740108609199524,True,True,False,False
156,b9a5f788-7654-446d-827d-471458fd0dfc,2c6f071b-f192-4433-b035-a12410021c93,0.9808660745620728,True,True,False,False
157,f4c7c877-b6f5-4418-99bf-115fc6d17935,2c6f071b-f192-4433-b035-a12410021c93,0.8754020929336548,True,True,False,False
158,b74f8090-0956-4897-95b5-c0aea1a4741d,46ebc2ad-cfb2-40ee-b8b7-a8aac449e100,0.9710978269577026,True,True,False,False
159,fd6139ba-eb8f-477e-831c-3f89a75f25dc,623a07da-75f1-4569-b2ab-a8e4a2b52da7,0.979882001876831,True,True,False,False
160,623a07da-75f1-4569-b2ab-a8e4a2b52da7,e567358c-0ed8-4dd5-8ba5-e079c917e4dc,0.9999997615814209,True,True,False,False
161,e567358c-0ed8-4dd5-8ba5-e079c917e4dc,623a07da-75f1-4569-b2ab-a8e4a2b52da7,0.9999997615814209,True,True,False,False
162,9594575d-da95-4ff5-966d-7e6728de644c,fd6139ba-eb8f-477e-831c-3f89a75f25dc,0.9797716736793518,True,True,False,False
163,46ebc2ad-cfb2-40ee-b8b7-a8aac449e100,623a07da-75f1-4569-b2ab-a8e4a2b52da7,0.987811803817749,True,True,False,False
164,26d070f7-e6da-49cc-9aca-2c7bb093e506,58a279ca-a057-4a68-b55d-a12dbb18febd,0.9892193675041199,True,True,False,False
165,28977cde-f031-4805-bd64-61d0d266c4be,58a279ca-a057-4a68-b55d-a12dbb18febd,0.9785606861114502,True,True,False,False
166,3348d915-f6b0-446f-b775-03b0913a7b1a,58a279ca-a057-4a68-b55d-a12dbb18febd,0.9617213010787964,True,True,False,False
167,58a279ca-a057-4a68-b55d-a12dbb18febd,26d070f7-e6da-49cc-9aca-2c7bb093e506,0.9892193675041199,True,True,False,False
168,5e4a27dd-75d2-46fc-aef6-e3ec4c3a3e9f,652de69f-b9e6-4d4c-a78c-d4d30e35ae41,0.9974328279495239,True,True,False,False
169,652de69f-b9e6-4d4c-a78c-d4d30e35ae41,5e4a27dd-75d2-46fc-aef6-e3ec4c3a3e9f,0.9974328279495239,True,True,False,False
170,6c7ffc0d-b074-4c3b-a8d1-8b39def8d1f2,f516c962-72bf-4b1a-88d2-e0bf6bc18f6a,0.9851678013801575,True,True,False,False
171,6fa4b8d7-3863-46f9-b9b2-c45e1107e07c,9ee76968-0760-4ec3-8bf5-82e9404dc697,0.9790030717849731,True,True,False,False
172,9ee76968-0760-4ec3-8bf5-82e9404dc697,6fa4b8d7-3863-46f9-b9b2-c45e1107e07c,0.9790030717849731,True,True,False,False
173,f516c962-72bf-4b1a-88d2-e0bf6bc18f6a,6c7ffc0d-b074-4c3b-a8d1-8b39def8d1f2,0.9851678013801575,True,True,False,False
174,68032f15-22ae-47e0-af25-c395913b9d83,f516c962-72bf-4b1a-88d2-e0bf6bc18f6a,0.9745279550552368,True,True,False,False
175,8353f206-59b9-41e8-a7ed-7af3a3bfbf39,9ee76968-0760-4ec3-8bf5-82e9404dc697,0.9733242988586426,True,True,False,False
176,0e80b64a-2d0c-4d63-a473-057b1d7d86c8,af6867a5-4807-4d92-9a92-2a41afe4a6ec,0.9808279275894165,True,True,False,False
177,4d5424f4-107e-4e49-bd5d-0f2a97134e98,af6867a5-4807-4d92-9a92-2a41afe4a6ec,0.9976884126663208,True,True,False,False
178,759bd49a-0807-4ea9-b950-86a9360fc7a8,af6867a5-4807-4d92-9a92-2a41afe4a6ec,0.9985159039497375,True,True,False,False
179,77ed941b-741b-4bb5-a026-08ba2cfaec10,759bd49a-0807-4ea9-b950-86a9360fc7a8,0.9980401396751404,True,True,False,False
180,ab5de0ab-1071-4939-aa00-03c926572179,759bd49a-0807-4ea9-b950-86a9360fc7a8,0.9918093085289001,True,True,False,False
181,af6867a5-4807-4d92-9a92-2a41afe4a6ec,759bd49a-0807-4ea9-b950-86a9360fc7a8,0.9985159039497375,True,True,False,False
182,0bc211d4-40ee-459c-9c41-bad889a56040,26fe0e1a-d3de-4510-bc17-271b33c21a08,0.9987890720367432,True,True,False,False
183,0bffa7d3-dc50-4d0f-982a-503e847d85ed,5016e8e4-5e50-4418-992c-0a2336c1a4c2,0.980648934841156,True,True,False,False
184,0f85bccc-a728-4205-b2e4-7578d34482ba,5016e8e4-5e50-4418-992c-0a2336c1a4c2,0.9878941774368286,True,True,False,False
185,26fe0e1a-d3de-4510-bc17-271b33c21a08,0bc211d4-40ee-459c-9c41-bad889a56040,0.9987890720367432,True,True,False,False
186,5016e8e4-5e50-4418-992c-0a2336c1a4c2,26fe0e1a-d3de-4510-bc17-271b33c21a08,0.9930099248886108,True,True,False,False
187,5b4ac4c6-0695-4c26-8077-42aaa5e38221,0bc211d4-40ee-459c-9c41-bad889a56040,0.9889687299728394,True,True,False,False
188,87554efc-719a-45c4-84fd-4965e6264485,16234850-bda0-45a5-b4b4-4e7e7d22fd5d,0.980671226978302,True,True,False,False
189,893c702b-3648-407e-a8e7-856f784d1508,c5ec482c-2e21-4da9-80e8-b6b82c6ee9f5,0.9927891492843628,True,True,False,False
