generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,13,0.28205128205128205,0.26282051282051283,0.16688508941005778,0.1466951734933484,,0.009615384615384616,0.0,0.0,0.15384615384615385,0.0
1,13,0.41666666666666663,0.41666666666666663,0.2082041172941247,0.16190314873409178,,0.1201923076923077,0.3496267449432799,0.2415715154751489,0.38461538461538464,0.3076923076923077
2,13,0.46153846153846156,0.46153846153846156,0.26327175436145395,0.21944554911684797,,0.15865384615384615,0.49499745410286344,0.24925821340899743,0.8461538461538461,0.7692307692307693
3,13,0.5064102564102564,0.5064102564102564,0.2123841886593093,0.185881010510199,,0.18269230769230768,0.5689004148187544,0.2553392739093974,0.5384615384615384,0.6153846153846154
4,0,,,,,,0.875,0.35942163443695396,0.2811634029694329,1.8333333333333333,0.16666666666666666
