feature,eligible,predictive_score,diversity_score,stability_score,composite_score,collapsed_in_backend_count,finite_fraction,normalized_range_coverage,unique_ratio
seq_ratio,True,0.7843857236722833,0.7196702002355712,1.0,0.8048581457349775,0,1.0,1.0,0.15901060070671377
sequential_cells,True,0.7582272353751914,0.6866902237926973,1.0,0.7815438342462802,0,1.0,1.0,0.06007067137809187
ff_depth,True,0.7556519799474953,0.673733804475854,1.0,0.7758502225429218,0,1.0,1.0,0.02120141342756184
pipeline_event_count,True,0.742496687476982,0.690223792697291,1.0,0.7757018368086936,0,1.0,1.0,0.0706713780918728
always_count,True,0.7197167915914372,0.654833672166573,1.0,0.7530643414744473,0,1.0,1.0,0.0176678445229682
rent_exponent,True,0.675533685968795,0.7081169342220264,1.0,0.751831085663667,0,1.0,1.0,0.24381625441696114
rent_r2,True,0.6766922844631029,0.6779466810608801,1.0,0.7417928663797044,0,1.0,1.0,0.3003533568904594
logic_op_count,True,0.6555322466423821,0.6925795053003534,1.0,0.7373923378441956,0,1.0,1.0,0.07773851590106007
scoap_co_bin_2_pct,True,0.6487618508726566,0.6830630504232111,1.0,0.7310149005408193,0,1.0,1.0,0.15547703180212014
if_count,True,0.6474708966140663,0.6772673733804475,1.0,0.7284054841594865,0,1.0,1.0,0.03180212014134275
max_rhs_operator_count,True,0.651733555950955,0.6597632184870574,1.0,0.7241972266483998,0,1.0,1.0,0.0636042402826855
rtl_cyclomatic_total_log,True,0.6152643185219058,0.7043580683156655,1.0,0.7233942672453406,0,1.0,1.0,0.11307420494699646
control_pipeline_ratio,True,0.581031583603076,0.712603062426384,1.0,0.7108752844706185,0,1.0,1.0,0.13780918727915195
compare_count,True,0.5939726163325828,0.6949352179034158,1.0,0.7105150036158578,0,1.0,1.0,0.08480565371024736
rtl_cyclomatic_max_log,True,0.5901986348845495,0.6996466431095406,1.0,0.7104657107863865,0,1.0,1.0,0.0989399293286219
rtl_char_count,True,0.4284319762004095,0.9032623300646151,1.0,0.7089362048127996,0,1.0,1.0,0.8833922261484098
comb_ratio,True,0.7843857236722833,0.4426572258085857,1.0,0.7079036046855325,0,1.0,1.0,0.15901060070671377
control_count,True,0.5989926241350512,0.6808009422850412,1.0,0.7078270106605375,0,1.0,1.0,0.04240282685512368
wire_cell_ratio_est,True,0.7485508949477457,0.45766019169658995,1.0,0.697028969820292,0,1.0,1.0,0.21201413427561838
hyper_max_level_delta,True,0.5614045946525054,0.67962308598351,1.0,0.6905001476878558,0,1.0,1.0,0.038869257950530034
hyper_max_level,True,0.5598932363202285,0.67962308598351,1.0,0.6898200364383313,0,1.0,1.0,0.038869257950530034
scoap_cc0_bin_2_pct,True,0.5472594790418955,0.6791716348008193,1.0,0.6839768377491398,0,1.0,1.0,0.22614840989399293
mux_ratio,True,0.5062647123355019,0.7267373380447585,1.0,0.6821771888666412,0,1.0,1.0,0.18021201413427562
log_max_level,True,0.5598932363202285,0.6551366984077208,1.0,0.6812498007868051,0,1.0,1.0,0.038869257950530034
logic_depth,True,0.5375046030322255,0.6808009422850412,1.0,0.6801574011642659,0,1.0,1.0,0.04240282685512368
logic_depth_ltp,True,0.527583106030554,0.6808009422850412,1.0,0.6756927275135137,0,1.0,1.0,0.04240282685512368
sog_entropy,True,0.5347498010710169,0.6656741907053766,1.0,0.6736233772288394,0,1.0,1.0,0.1978798586572438
operator_mix_score,True,0.6451841973743109,0.5117130844584007,1.0,0.6694324683788802,0,1.0,1.0,0.21908127208480566
scoap_co_bin_0_pct,True,0.5145339934487942,0.6711112819761649,1.0,0.6664292457436152,0,1.0,1.0,0.23674911660777384
mux_cells,True,0.4897793558737347,0.7008244994110718,1.0,0.6656892849370557,0,1.0,1.0,0.10247349823321555
ctrl_depth_est,True,0.504603410366112,0.6667016884582538,1.0,0.6604171256251392,0,1.0,1.0,0.024734982332155476
rent_exponent_confidence_gated,True,0.5957798950849988,0.5440223302686779,1.0,0.6585087683822868,0,1.0,1.0,0.3003533568904594
rent_k,True,0.3932227055954118,0.7667844522968198,1.0,0.6453247758218221,0,1.0,1.0,0.3003533568904594
resource_sharing_ratio_est,True,0.4416782894355737,0.7031802120141343,1.0,0.6448683044509551,0,1.0,1.0,0.10954063604240283
rtl_line_count,True,0.45866259824144684,0.6784859743409707,1.0,0.6438682602279908,0,1.0,1.0,0.28975265017667845
rtl_nonempty_line_count,True,0.4545961977298785,0.6696788152609402,1.0,0.6389558743197744,0,1.0,1.0,0.26501766784452296
reconv_sink_ratio,True,0.4246487568249329,0.7039852986113643,1.0,0.6374867950851972,0,1.0,1.0,0.13427561837455831
hyper_max_fanout,True,0.42214205727465887,0.6866902237926973,1.0,0.6303055041010406,0,1.0,1.0,0.06007067137809187
assign_count,True,0.4202781200835084,0.6784452296819787,1.0,0.6265809844262713,0,1.0,1.0,0.0353356890459364
unique_identifier_count,True,0.46962328171488055,0.6078434343249727,1.0,0.6240756787854367,0,1.0,1.0,0.12014134275618374
