representation,same_problem_fraction,same_corpus_fraction,same_canonical_netlist_fraction,same_motif_signature_fraction
t14_hyper_stats_farthest,0.7317708333333334,0.7942708333333334,0.7083333333333334,0.7408854166666666
t14_hyper_hash_farthest,0.6901041666666666,0.7838541666666666,0.7083333333333334,0.7408854166666666
t14_hyper_combo_farthest,0.72265625,0.7877604166666666,0.7109375,0.7434895833333334
t14_hyper_impl_combo_farthest,0.8671875,0.921875,0.7942708333333334,0.8606770833333334
