benchmark,problem,circuit_type,ref_area,ref_power,ref_eff_clk_period,summary_path
RTLLM,Prob019_sub_64bit,combinational,621,0.0412,0,/workspace/exp/useful_bd_push/pcn_variant_20260630_1110/live/smoke/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Prob019_sub_64bit_summary.json
RTLLM,Prob036_edge_detect,sequential,19,0.00189,0.17,/workspace/exp/useful_bd_push/pcn_variant_20260630_1110/live/smoke/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob036_edge_detect/Prob036_edge_detect_summary.json
RTLLM,Prob045_alu,combinational,2225,0.114,0,/workspace/exp/useful_bd_push/pcn_variant_20260630_1110/live/smoke/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Prob045_alu_summary.json
