representation,same_problem_fraction,same_corpus_fraction,same_canonical_netlist_fraction,same_motif_signature_fraction
t07_graph_wl_farthest,0.6354166666666666,0.76171875,0.6940104166666666,0.7239583333333334
t07_graph_stats_farthest,0.734375,0.79296875,0.7057291666666666,0.7356770833333334
t07_graph_combo_farthest,0.7200520833333334,0.78515625,0.70703125,0.7369791666666666
