method,method_label,benchmark,problem,candidate_id,generation,is_front,line_count,operator_pressure_score,timing_risk_score,control_pipeline_ratio,pipeline_event_count,control_count,timing_risk_entropy,unique_identifier_count,timing_risk_cell,operator_timing_cell,control_pipeline_cell,code_file_path
fused_rtl_operator_timing_qd,T64 operator/timing,RTLLM,Prob024_fsm,fdbfbd4c-c407-4fec-a783-e1305574a2b7,1,true,59.000000,5.000000,17.600000,1.600000,4.000000,7.000000,1.461860,25.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t64_fused_operator_timing_20260623_144117_UTC/hard_tuning/fused_rtl_operator_timing_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample5_single_thought_operator/code.sv
fused_rtl_operator_timing_qd,T64 operator/timing,RTLLM,Prob024_fsm,2085ec5d-7cda-43e0-bf7d-e96ebc0aefc9,2,true,35.000000,9.000000,22.200000,2.000000,3.000000,7.000000,1.901609,19.000000,"2,2","1,2","0,0",/workspace/exp/useful_bd_push/t64_fused_operator_timing_20260623_144117_UTC/hard_tuning/fused_rtl_operator_timing_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample5_single_thought_operator/code.sv
fused_rtl_operator_timing_qd,T64 operator/timing,RTLLM,Prob024_fsm,fc1a848a-d0a5-4be8-ba15-ce7779b531ff,2,false,54.000000,5.000000,17.450000,1.600000,4.000000,7.000000,1.490640,22.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t64_fused_operator_timing_20260623_144117_UTC/hard_tuning/fused_rtl_operator_timing_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample2_single_thought_operator/code.sv
classic_revolution,Classic,RTLLM,Prob037_parallel2serial,2fbc58d4-53c0-4623-bc1d-17aba19c885b,0,false,34.000000,12.000000,12.400000,0.250000,11.000000,2.000000,1.577977,16.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample11_initial/code.sv
classic_revolution,Classic,RTLLM,Prob037_parallel2serial,5fa9f9c7-2800-41e4-8fc3-2bca0ff0eaed,0,false,34.000000,12.000000,12.550000,0.250000,11.000000,2.000000,1.578390,16.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample10_initial/code.sv
classic_revolution,Classic,RTLLM,Prob037_parallel2serial,82081b0d-651e-4662-8255-94a4d083e2d1,1,false,32.000000,12.000000,14.050000,0.272727,10.000000,2.000000,1.712888,14.000000,"1,2","0,2","0,1",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen1/Prob037_parallel2serial_sample9_M-E/code.sv
classic_revolution,Classic,RTLLM,Prob037_parallel2serial,b6ff5d55-b7c6-4913-a0ed-35b41c077ced,1,false,26.000000,10.000000,13.700000,0.375000,7.000000,2.000000,1.739955,14.000000,"2,1","0,1","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen1/Prob037_parallel2serial_sample3_M-S/code.sv
classic_revolution,Classic,RTLLM,Prob037_parallel2serial,df68f571-163c-4a0e-bcdc-8506fee0a8da,2,false,29.000000,9.000000,13.050000,0.428571,6.000000,2.000000,1.783859,14.000000,"3,1","0,1","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen2/Prob037_parallel2serial_sample1_M-S/code.sv
classic_revolution,Classic,RTLLM,Prob037_parallel2serial,f9b07d95-b8f7-455f-a68b-802f6a4430b7,3,true,31.000000,10.000000,12.050000,0.333333,8.000000,2.000000,1.633731,15.000000,"2,0","0,0","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen3/Prob037_parallel2serial_sample7_C-F/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob037_parallel2serial,48809ef2-a1a0-4882-970c-ab637ee9fe9c,0,false,35.000000,12.000000,12.400000,0.250000,11.000000,2.000000,1.577977,16.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample6_initial/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob037_parallel2serial,5ad8935c-ba0b-48f6-aea9-1537b67b7f54,0,false,34.000000,10.000000,14.550000,0.444444,8.000000,3.000000,1.722266,15.000000,"3,2","0,2","3,0",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample5_initial/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob037_parallel2serial,e42fa6b7-4cd6-4400-ae7c-36f9fad56ed7,0,false,35.000000,15.000000,14.050000,0.200000,14.000000,2.000000,1.490640,15.000000,"0,2","3,2","0,3",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample3_initial/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob037_parallel2serial,754f0feb-125a-47b3-9b63-8ab2e18b5ea1,1,true,30.000000,12.000000,19.550000,0.571429,6.000000,3.000000,1.722266,15.000000,"3,3","0,3","3,0",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen1/Prob037_parallel2serial_sample10_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob037_parallel2serial,34d58ec7-a32a-4cbb-a74d-18cde03b7456,2,false,37.000000,13.000000,16.050000,0.333333,11.000000,3.000000,1.648239,16.000000,"2,3","2,3","3,1",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen2/Prob037_parallel2serial_sample9_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob037_parallel2serial,300888af-74b2-4752-9d6d-b5738bc0cd4b,0,false,35.000000,15.000000,13.900000,0.200000,14.000000,2.000000,1.476909,15.000000,"0,1","3,1","0,3",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample12_initial/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob037_parallel2serial,cd78ea99-9e8f-4359-a94d-b0796e19c379,0,false,34.000000,15.000000,14.050000,0.200000,14.000000,2.000000,1.490640,16.000000,"0,2","3,2","0,3",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample3_initial/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob037_parallel2serial,1470947c-45d8-455f-8263-b31f6a7e9581,3,true,29.000000,16.000000,25.650000,0.555556,8.000000,4.000000,1.744775,14.000000,"3,3","3,3","3,0",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen3/Prob037_parallel2serial_sample10_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob037_parallel2serial,764fbd62-7c42-4b13-ae8a-f09d5eaf3241,3,true,27.000000,13.000000,15.750000,0.272727,10.000000,2.000000,1.608700,17.000000,"1,3","2,3","0,1",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen3/Prob037_parallel2serial_sample3_single_thought_operator/code.sv
fused_rtl_operator_timing_qd,T64 operator/timing,RTLLM,Prob037_parallel2serial,774e4b9b-cdc8-452c-a63e-06bfa1435da8,0,true,34.000000,12.000000,12.400000,0.250000,11.000000,2.000000,1.577977,15.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t64_fused_operator_timing_20260623_144117_UTC/hard_tuning/fused_rtl_operator_timing_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample4_initial/code.sv
fused_rtl_operator_timing_qd,T64 operator/timing,RTLLM,Prob037_parallel2serial,91f08146-ce37-48d8-98aa-35f4911db76a,0,true,38.000000,12.000000,12.550000,0.250000,11.000000,2.000000,1.578390,17.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t64_fused_operator_timing_20260623_144117_UTC/hard_tuning/fused_rtl_operator_timing_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Gen0/Prob037_parallel2serial_sample1_initial/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,0a26e9ac-473f-4496-8633-f75851eb86b7,0,false,70.000000,31.000000,38.850000,0.368421,18.000000,6.000000,1.798443,25.000000,"1,3","3,3","1,2",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen0/Prob041_traffic_light_sample5_initial/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,41e96333-239c-4061-ae66-a5a25255586f,0,false,88.000000,29.000000,44.750000,0.785714,13.000000,10.000000,1.907186,27.000000,"3,3","2,3","3,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen0/Prob041_traffic_light_sample10_initial/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,0262ed7d-e06e-4a2b-96b6-cac4c2a67e24,1,false,68.000000,35.000000,32.300000,0.178571,27.000000,4.000000,1.562557,25.000000,"0,1","3,1","0,3",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample5_M-S/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,0764e4e7-2a04-47d0-accf-ec132a26d3c0,1,true,77.000000,30.000000,35.950000,0.333333,14.000000,4.000000,1.783301,29.000000,"0,2","3,2","0,1",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample10_M-I/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,25a83d3e-a448-466d-9c0b-69b84f8ac01c,1,false,78.000000,38.000000,37.200000,0.218750,31.000000,6.000000,1.639126,25.000000,"0,2","3,2","1,3",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample3_M-F/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,6a29abc5-8895-4e58-b1de-8ceb90246a55,1,false,93.000000,25.000000,31.350000,0.388889,17.000000,6.000000,1.789937,30.000000,"2,0","0,0","1,2",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample11_C-F/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,77f6904d-e200-4b00-bd35-d066c1ada71b,1,false,43.000000,25.000000,28.800000,0.333333,14.000000,4.000000,1.747880,27.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample12_M-S/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,13212857-996f-4ac8-aeec-e5d03113e5f2,2,false,77.000000,24.000000,24.650000,0.333333,20.000000,6.000000,1.771876,24.000000,"0,0","0,0","1,3",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample7_M-E/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,20864bd1-72df-49e2-ac0a-e11805654049,2,false,76.000000,26.000000,32.700000,0.411765,16.000000,6.000000,1.786914,29.000000,"2,1","1,1","1,2",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample11_M-I/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,691ff346-3d91-4a7f-bdf1-734f41e3be0f,2,false,91.000000,24.000000,32.100000,0.466667,14.000000,6.000000,1.915759,34.000000,"3,1","0,1","1,1",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample3_M-I/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,7412c0f8-637b-4eca-8475-cffc1ccd6f71,2,false,64.000000,28.000000,34.800000,0.384615,12.000000,4.000000,1.824817,28.000000,"2,2","2,2","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample6_M-R/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,a3e818cd-17f5-4694-b8b7-0730e68345b5,2,false,60.000000,22.000000,26.300000,0.357143,13.000000,4.000000,1.804436,24.000000,"1,0","0,0","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample9_M-I/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,bba744b4-04b3-40b0-af5b-bdbb97f24bdc,2,true,49.000000,22.000000,26.300000,0.357143,13.000000,4.000000,1.804436,27.000000,"1,0","0,0","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample10_M-I/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,73964f5b-a61c-4d98-8442-12e4a9ff0ea5,3,false,79.000000,22.000000,33.850000,0.857143,6.000000,5.000000,2.095459,31.000000,"3,1","0,1","1,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample5_M-E/code.sv
classic_revolution,Classic,RTLLM,Prob041_traffic_light,b899e1d3-ac89-4885-ac07-6bc136579116,3,false,59.000000,26.000000,32.650000,0.384615,12.000000,4.000000,1.870605,26.000000,"2,1","1,1","0,0",/workspace/exp/useful_bd_push/t47_t26_contract_probe_20260622_203146_UTC/hard_tuning/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample9_M-S/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,531369b3-9aa4-48c1-9b9f-93d4820b2f0f,0,true,81.000000,32.000000,51.800000,1.285714,6.000000,8.000000,2.111762,31.000000,"3,3","3,3","3,0",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen0/Prob041_traffic_light_sample3_initial/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,56484b5a-ac05-4526-acb6-81b9e92cda11,1,true,57.000000,28.000000,33.800000,0.333333,14.000000,4.000000,1.824817,23.000000,"0,1","2,1","0,1",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample11_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,8ae84a36-d65c-47ef-8a73-2a0e54adc5d3,1,false,58.000000,28.000000,33.800000,0.333333,14.000000,4.000000,1.824817,23.000000,"0,1","2,1","0,1",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample12_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,994c2783-1929-4b70-b85e-8a9c004158b5,1,false,85.000000,19.000000,35.300000,1.142857,6.000000,7.000000,2.066192,29.000000,"3,2","0,2","3,0",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample6_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,ab07e9a2-b5e5-42b4-b578-210b268e5251,2,false,71.000000,22.000000,36.800000,1.000000,6.000000,6.000000,2.038063,25.000000,"3,2","0,2","1,0",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample9_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,d8581b57-5b56-497a-9a6a-14cb8065b968,2,false,79.000000,22.000000,36.800000,1.000000,6.000000,6.000000,2.038063,27.000000,"3,2","0,2","1,0",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample5_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,ddce6c4d-6114-45da-9899-86eedc9b7786,2,false,61.000000,26.000000,32.700000,0.411765,16.000000,6.000000,1.786914,23.000000,"2,1","1,1","1,2",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample1_single_thought_operator/code.sv
code_thought_front_slot_qd,T51 code-thought,RTLLM,Prob041_traffic_light,8b1e1a42-bb2d-4e3a-abba-9525ed3a21b4,3,false,81.000000,37.000000,34.800000,0.200000,29.000000,5.000000,1.567138,26.000000,"0,2","3,2","1,3",/workspace/exp/useful_bd_push/t51_code_thought_front_slot_20260623_030540_UTC/hard_tuning/code_thought_front_slot_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample8_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,18f2a7a9-e32a-4c63-9af4-f30f31961c78,1,false,62.000000,26.000000,32.700000,0.411765,16.000000,6.000000,1.786914,23.000000,"2,1","1,1","1,2",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample6_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,832ce16b-537f-4977-8592-0803c09e5b34,1,false,60.000000,27.000000,29.950000,0.294118,16.000000,4.000000,1.708321,25.000000,"0,0","2,0","0,2",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample8_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,871da265-5232-4851-881b-eee50d2c50b8,1,false,80.000000,38.000000,37.200000,0.218750,31.000000,6.000000,1.639126,27.000000,"0,2","3,2","1,3",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample3_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,8b1d8157-1815-4165-8da2-0ed51ff43f43,1,false,85.000000,42.000000,42.700000,0.212121,32.000000,6.000000,1.667087,27.000000,"0,3","3,3","1,3",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample1_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,df25cc22-45ba-428c-b7e3-87dc7b148c5c,1,false,81.000000,27.000000,35.950000,0.466667,14.000000,6.000000,1.883797,30.000000,"3,2","2,2","1,1",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample9_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,e2c69f80-7cd2-488d-aaa4-befbee5caf5b,1,false,91.000000,56.000000,51.150000,0.148936,46.000000,6.000000,1.585157,27.000000,"0,3","3,3","1,3",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample12_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,e4c7d382-3a48-427d-aaea-a7a47dc3fa47,1,true,86.000000,29.000000,49.900000,1.100000,9.000000,10.000000,1.945251,31.000000,"3,3","2,3","3,0",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample4_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,eeb6add9-157d-459d-a21f-da0e9827e11e,1,true,66.000000,26.000000,33.100000,0.375000,15.000000,5.000000,1.827646,26.000000,"1,1","1,1","1,1",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample11_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,1680fcdc-4b73-4e81-a287-9dca4908a75c,2,true,66.000000,29.000000,37.700000,0.411765,16.000000,6.000000,1.827714,25.000000,"2,3","2,3","1,2",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample11_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,603a93ca-ae17-4304-9f76-a52c6078e5fb,2,false,60.000000,27.000000,29.950000,0.294118,16.000000,4.000000,1.708321,25.000000,"0,0","2,0","0,2",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample8_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,b7c5df0e-0cb4-493f-8003-45eae4b01414,2,false,67.000000,28.000000,33.850000,0.368421,18.000000,6.000000,1.757801,26.000000,"1,1","2,1","1,2",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample10_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,c0266de7-5c52-4c8d-86ed-88c28f0d361f,2,false,54.000000,25.000000,28.800000,0.333333,14.000000,4.000000,1.747880,23.000000,"0,0","0,0","0,1",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample2_single_thought_operator/code.sv
fused_rtl_state_pipeline_qd,T63 state/pipeline,RTLLM,Prob041_traffic_light,d81cdca6-1a70-468a-b3ea-363064e7d775,2,false,67.000000,29.000000,37.700000,0.411765,16.000000,6.000000,1.827714,26.000000,"2,3","2,3","1,2",/workspace/exp/useful_bd_push/t63_fused_rtl_native_20260623_133903_UTC/hard_tuning/fused_rtl_state_pipeline_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample6_single_thought_operator/code.sv
