method,method_label,problem,candidate_id,generation,strategy,score,area,power,eff_clk_period,g_A,g_P,g_T,active_objectives,is_area_power_front,is_active_objective_front,is_pooled_area_power_front,code_file_path
classic_revolution,Classic,Prob045_alu,9611aeba-4827-4b46-abfd-7fa311b240bb,0,initial,0.391474472699,1817,0.00102,0,0.183370786517,0.991052631579,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample2_initial/code.sv
classic_revolution,Classic,Prob045_alu,f8b1a6f4-ccaf-452b-9d5d-b2ecca5c6209,0,initial,0.371194887969,1951,0.00109,0,0.123146067416,0.990438596491,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample4_initial/code.sv
classic_revolution,Classic,Prob045_alu,71049e52-1035-483a-b2c4-c6466af96b22,0,initial,0.370116959064,1958,0.0011,0,0.12,0.990350877193,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample5_initial/code.sv
classic_revolution,Classic,Prob045_alu,14464ede-630d-4666-acbc-d09a13505b76,0,initial,0.41413644129,1667,0.000955,0,0.250786516854,0.991622807018,0,area;power,true,true,true,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample7_initial/code.sv
classic_revolution,Classic,Prob045_alu,a4241509-e0f6-4fbe-af4a-2e15dc903cb0,0,initial,0.375722123661,1920,0.00113,0,0.137078651685,0.990087719298,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample10_initial/code.sv
classic_revolution,Classic,Prob045_alu,fd22b635-febd-4320-b494-899f7d950abc,0,initial,0.383267625994,1871,0.00106,0,0.159101123596,0.990701754386,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample11_initial/code.sv
classic_revolution,Classic,Prob045_alu,f6013902-a080-4e6a-b661-278c32e5bd02,0,initial,0.363587292201,2001,0.00113,0,0.100674157303,0.990087719298,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample12_initial/code.sv
classic_revolution,Classic,Prob045_alu,2d9e2276-d9ba-46a0-91a1-71589ed5ec2f,1,M-E,0.386956008936,1848,0.000977,0,0.169438202247,0.991429824561,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample2_M-E/code.sv
classic_revolution,Classic,Prob045_alu,12ac8c15-922a-466e-a756-8bafe7e09175,1,C-F,0.376913397727,1914,0.00103,0,0.139775280899,0.990964912281,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample6_C-F/code.sv
classic_revolution,Classic,Prob045_alu,a3846af0-a9c0-469f-8f41-01f886debe69,1,M-E,0.364994086339,1992,0.00111,0,0.104719101124,0.990263157895,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample7_M-E/code.sv
classic_revolution,Classic,Prob045_alu,7c1d0ac1-60a6-4d54-8e91-5fc3a08a5c17,1,M-S,0.386923845194,1848,0.000988,0,0.169438202247,0.991333333333,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample8_M-S/code.sv
classic_revolution,Classic,Prob045_alu,ab66f94d-933d-4445-980f-15a94c1a5b5f,1,M-I,0.37886096327,1901,0.00103,0,0.145617977528,0.990964912281,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample9_M-I/code.sv
classic_revolution,Classic,Prob045_alu,bdf0de2a-1786-41e9-a519-dbc69c5bc46e,1,M-R,0.36825711282,1971,0.00107,0,0.114157303371,0.990614035088,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample10_M-R/code.sv
classic_revolution,Classic,Prob045_alu,5edc19e5-fdea-4180-ac82-855b00dea862,1,C-F,0.362597082594,2008,0.00111,0,0.0975280898876,0.990263157895,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample11_C-F/code.sv
classic_revolution,Classic,Prob045_alu,4389cfbd-eecb-419a-83fe-33109ea7a1ec,1,M-S,0.399357612195,1766,0.000937,0,0.206292134831,0.991780701754,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample12_M-S/code.sv
classic_revolution,Classic,Prob045_alu,fc87ae2c-9ccc-403c-a90b-829974c88394,2,M-R,0.3784700046,1904,0.00101,0,0.144269662921,0.991140350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample2_M-R/code.sv
classic_revolution,Classic,Prob045_alu,cd803e4c-d91d-469e-828d-9cd608f8ee20,2,M-E,0.375959655694,1919,0.0011,0,0.137528089888,0.990350877193,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample3_M-E/code.sv
classic_revolution,Classic,Prob045_alu,d1fc00a3-d210-44d7-a2d1-e68c9f079a80,2,M-I,0.385584302517,1857,0.000985,0,0.165393258427,0.991359649123,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample4_M-I/code.sv
classic_revolution,Classic,Prob045_alu,9c4b6c8d-9001-4b75-bb06-09e8ecbc6966,2,C-F,0.373288652342,1938,0.00104,0,0.128988764045,0.990877192982,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample5_C-F/code.sv
classic_revolution,Classic,Prob045_alu,1a72f92b-b54e-4a80-85fe-962aaca3e2e8,2,M-R,0.381765884749,1882,0.00101,0,0.154157303371,0.991140350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample6_M-R/code.sv
classic_revolution,Classic,Prob045_alu,59ed2097-10ea-4575-b8ae-91418f826dc5,2,C-F,0.384723437808,1863,0.000972,0,0.162696629213,0.991473684211,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample7_C-F/code.sv
classic_revolution,Classic,Prob045_alu,02d59fad-1eb0-40e6-8fa0-4c168a7aa5fc,2,M-I,0.385290525002,1859,0.000983,0,0.164494382022,0.991377192982,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample8_M-I/code.sv
classic_revolution,Classic,Prob045_alu,631a4ef3-dcc7-4a77-9ae7-37400c415987,2,M-S,0.387264406334,1846,0.000974,0,0.170337078652,0.991456140351,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample9_M-S/code.sv
classic_revolution,Classic,Prob045_alu,2637d016-b45c-4f16-90e7-4fe8fd1de50f,2,M-R,0.36825711282,1971,0.00107,0,0.114157303371,0.990614035088,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample10_M-R/code.sv
classic_revolution,Classic,Prob045_alu,b16f4d05-8a1b-45ad-8e7e-5585d88ab185,2,M-I,0.382006340758,1881,0.000979,0,0.154606741573,0.991412280702,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample11_M-I/code.sv
classic_revolution,Classic,Prob045_alu,fe6a9210-f1bb-4ae3-b748-bf5363189cef,2,M-S,0.382775872265,1876,0.000972,0,0.156853932584,0.991473684211,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample12_M-S/code.sv
classic_revolution,Classic,Prob045_alu,ed8f1f2e-243d-4ab0-80f1-a0711a670091,3,M-I,0.391015572639,1821,0.000972,0,0.181573033708,0.991473684211,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample1_M-I/code.sv
classic_revolution,Classic,Prob045_alu,19791071-b9fc-4630-99f1-67e7e2ed1e04,3,M-I,0.393136342729,1807,0.000964,0,0.187865168539,0.991543859649,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample3_M-I/code.sv
classic_revolution,Classic,Prob045_alu,67bc8292-860f-4eba-9486-f2b23c89f0f4,3,M-E,0.386388921743,1852,0.000966,0,0.167640449438,0.991526315789,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample5_M-E/code.sv
classic_revolution,Classic,Prob045_alu,3585ca74-d003-4a26-adad-ab27fe91fa87,3,M-S,0.373288652342,1938,0.00104,0,0.128988764045,0.990877192982,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample6_M-S/code.sv
classic_revolution,Classic,Prob045_alu,dcdfb2e1-13da-4487-95e9-8540b3947050,3,C-F,0.390313292595,1826,0.000956,0,0.179325842697,0.991614035088,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample7_C-F/code.sv
classic_revolution,Classic,Prob045_alu,1bb529e4-86c2-4205-adfa-94afa480b6ee,3,M-E,0.41030563769,1693,0.000933,0,0.239101123596,0.991815789474,0,area;power,true,true,true,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample8_M-E/code.sv
classic_revolution,Classic,Prob045_alu,0e205f30-f593-44f4-9e07-24f135d6c7e6,3,C-F,0.392119817334,1814,0.000953,0,0.184719101124,0.991640350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample9_C-F/code.sv
classic_revolution,Classic,Prob045_alu,639e7c8f-d7ae-41d1-9d4c-375d961971d2,3,M-R,0.383604573231,1870,0.000996,0,0.159550561798,0.991263157895,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t40_sparse_warmup_control_matrix_20260622_070540_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample10_M-R/code.sv
