method,method_label,problem,candidate_id,generation,is_pareto_front,operator_mix_score,state_control_ratio,sog_complexity_score,sog_entropy,timing_risk_score,control_pipeline_ratio,timing_risk_entropy,operator_timing_cell,state_pipeline_cell,complexity_entropy_cell,code_file_path
classic_revolution,Classic,Prob008_comparator_4bit,9a4eabdd-8160-4721-802b-0c932eeb190f,3,false,0.482759,1.000000,28.000000,0.000000,35.350000,1.000000,0.769193,"1,3","1,0","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample6_C-F/code.sv
classic_revolution,Classic,Prob008_comparator_4bit,e3c43a99-8d00-4189-bbf7-cad2e4975f8d,3,false,0.562500,1.000000,11.000000,0.863121,10.450000,1.000000,1.384432,"3,0","1,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample10_M-I/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,2321b8eb-48a7-4b87-856f-3ca0339726c0,0,false,0.583333,0.500000,8.000000,1.370951,9.600000,1.000000,1.752715,"3,0","0,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample3_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,6846fcfa-b4c3-4574-937e-886d19293d7b,0,false,0.482759,1.000000,28.000000,0.000000,13.950000,1.000000,0.826746,"1,2","1,0","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample8_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,722e63dd-8a7c-473c-8cef-11f903120c32,0,false,0.424242,1.000000,32.000000,0.000000,13.800000,1.000000,0.998846,"0,1","1,0","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample9_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,a57f1801-2f87-4f20-b1e3-c48bcc8bed29,0,false,0.500000,1.000000,7.000000,0.721928,8.600000,1.000000,1.360964,"2,0","1,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample4_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,c02e2823-0454-4c54-9f18-9c335bd55c10,0,false,0.426471,1.000000,33.000000,0.000000,13.950000,1.000000,0.996317,"0,2","1,0","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample10_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,d4e035bc-ac0b-484e-badc-efb196731ed9,0,false,0.562500,1.000000,11.000000,0.863121,10.450000,1.000000,1.384432,"3,0","1,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample2_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,dc71bc02-9773-492b-887d-1829a746b0bb,0,false,0.500000,0.500000,22.000000,0.276195,13.250000,1.000000,1.030726,"2,1","0,0","1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample6_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,f20cad6e-58b9-4dfb-bab6-d5107e678376,0,false,0.500000,1.000000,8.000000,0.650022,10.600000,1.000000,1.823068,"2,1","1,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen0/Prob008_comparator_4bit_sample7_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,846228f4-b82a-4c15-ba79-63de1ac71f59,1,false,0.750000,0.250000,6.000000,0.000000,5.600000,1.000000,0.985228,"3,0","0,0","0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen1/Prob008_comparator_4bit_sample3_M-T/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,acf657fb-ac29-41ee-afb4-9ba7d9ded73f,1,false,0.487500,1.000000,39.000000,0.000000,7.950000,1.000000,0.811278,"1,0","1,0","3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen1/Prob008_comparator_4bit_sample2_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,d444ae81-ecdb-4ab9-903f-99fd8220566f,1,false,0.481481,1.000000,26.000000,0.000000,38.700000,1.000000,0.875196,"0,3","1,0","1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen1/Prob008_comparator_4bit_sample8_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,4e459522-2c7f-4ba5-9a9b-7c36395aa027,2,false,0.464286,1.000000,41.000000,0.000000,5.500000,1.000000,0.896038,"0,0","1,0","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen2/Prob008_comparator_4bit_sample2_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,976c76ec-0e6d-49f4-bac3-6388f53236a6,2,false,0.480769,1.000000,25.000000,0.000000,13.050000,1.000000,0.745518,"0,1","1,0","1,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen2/Prob008_comparator_4bit_sample1_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,f8f0dc7d-a1ae-4694-8222-329a81630c24,2,false,0.482759,1.000000,28.000000,0.000000,13.000000,1.000000,0.956155,"1,1","1,0","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen2/Prob008_comparator_4bit_sample2_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,267f7f92-7d25-4d6e-8e91-4e9d2c82ad24,3,false,0.583333,0.500000,8.000000,1.370951,9.600000,1.000000,1.752715,"3,0","0,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample2_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,332520eb-4252-454c-9101-d594ce0706aa,3,false,0.486111,1.000000,35.000000,0.000000,30.400000,1.000000,0.843162,"1,3","1,0","3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample4_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,77c60f5a-36c9-453e-85ea-6655756477f5,3,true,0.562500,0.200000,27.000000,0.666578,54.800000,1.000000,1.462079,"3,3","0,0","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample9_M-T/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,a8041428-70ed-4dd2-a86f-0204f6f8f1ec,3,false,0.482143,1.000000,27.000000,0.000000,24.400000,1.000000,0.856405,"1,2","1,0","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample3_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,c339ba87-7c7e-441e-a663-d31692f4a317,3,false,0.607143,0.142857,19.000000,0.994030,8.350000,1.000000,1.446648,"3,0","0,0","1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample1_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob008_comparator_4bit,d28e8651-0e40-4f4d-85dd-2a090bd5dbfa,3,false,0.435897,1.000000,38.000000,0.000000,18.950000,1.000000,1.230407,"0,2","1,0","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob008_comparator_4bit/Gen3/Prob008_comparator_4bit_sample7_M-E/code.sv
classic_revolution,Classic,Prob009_div_16bit,0b1173d4-3fcc-49c7-935a-c3ffc32b12d2,0,false,0.492308,0.020408,144.000000,1.500000,22.700000,2.000000,1.640224,"2,1","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample7_initial/code.sv
classic_revolution,Classic,Prob009_div_16bit,86c69e20-efdc-4bfc-b022-ca5076562847,0,false,0.492308,0.020408,144.000000,1.500000,22.700000,2.000000,1.640224,"2,1","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample8_initial/code.sv
classic_revolution,Classic,Prob009_div_16bit,9c37997e-14f6-4e51-85a3-8a17d36b1db5,0,false,0.331633,0.012346,209.000000,1.321562,25.350000,3.000000,1.765247,"0,2","0,1","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample5_initial/code.sv
classic_revolution,Classic,Prob009_div_16bit,9d30ed11-f01c-4b2b-90df-f3760b8adfeb,0,false,0.331633,0.012346,209.000000,1.321562,25.350000,3.000000,1.765247,"0,2","0,1","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample11_initial/code.sv
classic_revolution,Classic,Prob009_div_16bit,bf26fe91-839a-44e1-9024-80ed514cfa14,0,false,0.331633,0.012346,209.000000,1.321562,25.350000,3.000000,1.765247,"0,2","0,1","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample3_initial/code.sv
classic_revolution,Classic,Prob009_div_16bit,e4ae294b-3132-4bf3-b56e-75c8db17c1a5,0,false,0.492308,0.020408,144.000000,1.500000,22.700000,2.000000,1.640224,"2,1","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample1_initial/code.sv
classic_revolution,Classic,Prob009_div_16bit,1a388953-3d7a-482c-a611-7493cc6dff79,1,false,0.477941,0.028571,133.000000,1.690883,29.850000,4.000000,1.873563,"1,3","3,3","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample12_M-E/code.sv
classic_revolution,Classic,Prob009_div_16bit,55920cb6-2f33-4ad8-a9b5-a0818dd8f17f,1,false,0.331633,0.012346,209.000000,1.321562,25.350000,3.000000,1.765247,"0,2","0,1","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample10_C-F/code.sv
classic_revolution,Classic,Prob009_div_16bit,86b4ed8c-9fae-4b24-bc1c-529c00b6fc7c,1,true,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample9_M-S/code.sv
classic_revolution,Classic,Prob009_div_16bit,94286d9c-1e93-407a-b5fa-45d41f35654d,1,false,0.416667,0.333333,11.000000,1.521928,14.100000,2.000000,1.752715,"1,0","3,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample5_M-E/code.sv
classic_revolution,Classic,Prob009_div_16bit,bbb802f8-85cd-485b-be72-afedce084885,1,false,0.331633,0.012346,209.000000,1.321562,20.350000,3.000000,1.732222,"0,1","0,1","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample8_M-R/code.sv
classic_revolution,Classic,Prob009_div_16bit,e7cc58ef-04d6-4439-ac1d-0bbef6c58f70,1,false,0.391566,0.015152,179.000000,1.441445,20.350000,3.000000,1.732222,"0,1","0,1","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample1_M-E/code.sv
classic_revolution,Classic,Prob009_div_16bit,f58ba1b9-1cab-4f93-a3b1-63b65775df71,1,false,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample6_M-I/code.sv
classic_revolution,Classic,Prob009_div_16bit,fadae104-f4d0-42f2-b577-69aa246ed363,1,false,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample11_M-I/code.sv
classic_revolution,Classic,Prob009_div_16bit,70ff372d-26de-4e60-b2c0-646d4daa418c,2,true,0.653061,0.030303,112.000000,1.584963,24.850000,2.000000,1.608700,"3,2","3,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample1_M-E/code.sv
classic_revolution,Classic,Prob009_div_16bit,90cedca2-8e07-41c6-a7d9-9254ac0c7c3b,2,false,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample10_M-I/code.sv
classic_revolution,Classic,Prob009_div_16bit,9d9efb96-d270-4b4a-8589-62bbe1d3a6a6,2,false,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample9_M-S/code.sv
classic_revolution,Classic,Prob009_div_16bit,b6164844-90d9-4109-9f58-6f58905b98ed,2,true,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample4_M-R/code.sv
classic_revolution,Classic,Prob009_div_16bit,cb4a78a6-3579-41a8-8c95-73b3a22d2b85,2,true,0.395062,0.020408,160.000000,1.500000,26.350000,3.000000,1.717760,"1,3","1,1","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample12_M-E/code.sv
classic_revolution,Classic,Prob009_div_16bit,daa4b8dc-76ca-42ed-91f0-f6fd7e4aa230,2,false,0.416667,0.333333,11.000000,1.521928,17.750000,3.000000,1.858555,"1,1","3,1","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample8_M-S/code.sv
classic_revolution,Classic,Prob009_div_16bit,4fa685eb-0890-4a89-91ea-7a841ab7e810,3,false,0.391566,0.015152,179.000000,1.441445,20.200000,3.000000,1.780639,"0,1","0,1","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample5_C-F/code.sv
classic_revolution,Classic,Prob009_div_16bit,6b627b0c-b007-47eb-bec9-fdcdb5cf0b18,3,false,0.492308,0.030303,128.000000,1.584963,24.850000,2.000000,1.608700,"2,2","3,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample1_M-R/code.sv
classic_revolution,Classic,Prob009_div_16bit,7ceb99a1-c5b6-4d7a-9d61-9642269e07d8,3,false,0.386905,0.019608,165.000000,1.573944,31.350000,5.000000,1.907660,"0,3","1,3","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample6_C-F/code.sv
classic_revolution,Classic,Prob009_div_16bit,98935a7e-d90d-4b3f-940a-e2d2815a8fe6,3,true,0.416667,0.333333,11.000000,1.521928,14.100000,2.000000,1.752715,"1,0","3,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample12_M-S/code.sv
classic_revolution,Classic,Prob009_div_16bit,ce705b59-203e-4b89-87a4-59398c1bf5b8,3,false,0.492308,0.020408,144.000000,1.500000,22.700000,2.000000,1.640224,"2,1","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample3_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,3958c74e-2df4-4ee2-b628-8a95cb0aa10d,0,false,0.492308,0.020408,144.000000,1.500000,22.700000,2.000000,1.640224,"2,1","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample4_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,5bfad87b-cf44-4b23-be5b-01c819e3951b,0,false,0.492308,0.020408,144.000000,1.500000,22.700000,2.000000,1.640224,"2,1","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample5_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,c5203faa-e6fa-4bd7-8bb1-14f8f2f1b77d,0,false,0.391566,0.015152,179.000000,1.441445,25.200000,3.000000,1.807764,"0,2","0,1","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen0/Prob009_div_16bit_sample11_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,616e7763-e785-455d-8d30-16ade960ab8e,1,false,0.331633,0.012346,209.000000,1.321562,20.350000,3.000000,1.732222,"0,1","0,1","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample3_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,70a8c2bb-d3c4-4ebc-862e-da170e4ae436,1,false,0.477941,0.019608,149.000000,1.573944,20.200000,3.000000,1.780639,"1,1","1,1","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample2_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,9c9a97fe-045c-4e84-a5bb-7d51cdcbaf11,1,false,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample9_M-R/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,9e87a9ac-9323-46a5-ad3a-644a721c5ae4,1,true,0.391566,0.015152,179.000000,1.441445,20.350000,3.000000,1.732222,"0,1","0,1","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample4_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,f7b89960-7029-44e0-97be-bbfda6bbe39d,1,false,0.492308,0.020408,144.000000,1.500000,17.700000,2.000000,1.610577,"2,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen1/Prob009_div_16bit_sample12_M-S/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,12444f03-93aa-4e56-86b9-8e4199b48320,2,false,0.477941,0.019608,149.000000,1.573944,31.500000,5.000000,1.887919,"1,3","1,3","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample10_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,4980ab74-9cf1-4b30-a233-7b71e4fa98cc,2,true,0.477941,0.019608,149.000000,1.573944,20.200000,3.000000,1.780639,"1,1","1,1","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample4_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,f3642ade-5dea-4367-81c3-8f67b80b1433,2,false,0.391566,0.015152,179.000000,1.441445,20.200000,3.000000,1.780639,"0,1","0,1","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen2/Prob009_div_16bit_sample1_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,334a7993-03fb-4bde-bf94-71b8ca51321f,3,true,0.395062,0.020408,160.000000,1.500000,26.350000,3.000000,1.717760,"1,3","1,1","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample1_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,35fd6828-51cc-4849-9ac5-0a8b302081a8,3,false,0.391566,0.015152,179.000000,1.441445,25.200000,3.000000,1.807764,"0,2","0,1","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample2_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob009_div_16bit,5a034242-fa4f-4649-a21a-f4a884086dbc,3,false,0.493902,0.020408,161.000000,1.926432,25.700000,2.000000,1.925411,"3,3","1,0","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob009_div_16bit/Gen3/Prob009_div_16bit_sample2_initial/code.sv
