seed,problem,metric,classic,treatment,delta,status
1001,Prob043_RAM,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob044_ROM,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob045_alu,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob046_clkgenerator,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob047_instr_reg,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob048_pe,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob049_signal_generator,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob050_square_wave,rtl_simulation_functionality_46,1.0,1.0,0.0,paired
1001,Prob001_accu,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob002_adder_16bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob003_adder_32bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob004_adder_8bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob005_adder_bcd,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob007_comparator_3bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob008_comparator_4bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob009_div_16bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob010_radix2_div,verification_complete_valid_ppa,1.0,0.0,-1.0,paired
1001,Prob011_multi_16bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob012_multi_8bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob014_multi_pipe_4bit,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob015_multi_pipe_8bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob016_fixed_point_adder,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob017_fixed_point_substractor,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob019_sub_64bit,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob020_JC_counter,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob021_counter_12,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob022_ring_counter,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob023_up_down_counter,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob024_fsm,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob025_sequence_detector,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob026_asyn_fifo,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob027_LIFObuffer,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob028_LFSR,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob029_barrel_shifter,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob030_right_shifter,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob031_freq_div,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob032_freq_divbyeven,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob033_freq_divbyfrac,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob034_freq_divbyodd,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob035_calendar,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob036_edge_detect,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob037_parallel2serial,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob038_pulse_detect,verification_complete_valid_ppa,1.0,0.0,-1.0,paired
1001,Prob039_serial2parallel,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob041_traffic_light,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob042_width_8to16,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob043_RAM,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob044_ROM,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob045_alu,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob046_clkgenerator,verification_complete_valid_ppa,0.0,0.0,0.0,paired
1001,Prob047_instr_reg,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob048_pe,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob049_signal_generator,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob050_square_wave,verification_complete_valid_ppa,1.0,1.0,0.0,paired
1001,Prob001_accu,valid_ppa_sample_yield,0.75,0.7916666666666666,0.04166666666666663,paired
1001,Prob002_adder_16bit,valid_ppa_sample_yield,0.9583333333333334,0.9166666666666666,-0.04166666666666674,paired
1001,Prob003_adder_32bit,valid_ppa_sample_yield,0.9375,0.8958333333333334,-0.04166666666666663,paired
1001,Prob004_adder_8bit,valid_ppa_sample_yield,0.6041666666666666,0.6875,0.08333333333333337,paired
1001,Prob005_adder_bcd,valid_ppa_sample_yield,0.9166666666666666,0.7916666666666666,-0.125,paired
1001,Prob007_comparator_3bit,valid_ppa_sample_yield,1.0,0.9583333333333334,-0.04166666666666663,paired
1001,Prob008_comparator_4bit,valid_ppa_sample_yield,0.8958333333333334,0.875,-0.02083333333333337,paired
1001,Prob009_div_16bit,valid_ppa_sample_yield,0.7708333333333334,0.7708333333333334,0.0,paired
1001,Prob010_radix2_div,valid_ppa_sample_yield,0.020833333333333332,0.0,-0.020833333333333332,paired
1001,Prob011_multi_16bit,valid_ppa_sample_yield,0.2708333333333333,0.4166666666666667,0.14583333333333337,paired
1001,Prob012_multi_8bit,valid_ppa_sample_yield,0.7708333333333334,0.8958333333333334,0.125,paired
1001,Prob014_multi_pipe_4bit,valid_ppa_sample_yield,0.0,0.0,0.0,paired
1001,Prob015_multi_pipe_8bit,valid_ppa_sample_yield,0.2916666666666667,0.2916666666666667,0.0,paired
1001,Prob016_fixed_point_adder,valid_ppa_sample_yield,0.0,0.0,0.0,paired
1001,Prob017_fixed_point_substractor,valid_ppa_sample_yield,0.0,0.0,0.0,paired
