backend,benchmark,problem_count,pareto_valid_problem_count,mean_hypervolume,mean_pareto_point_count,mean_reference_beating_count,hypervolume_win_count
classic_revolution_6x7,ALL,8,8,0.1700994814185665,2.625,8.375,5
classic_revolution_6x7,RTLLM,5,5,0.19244891078948995,2.6,12.2,3
classic_revolution_6x7,VerilogEval-Spec-to-RTL,3,3,0.13285043246702744,2.6666666666666665,2.0,2
smooth_qd_v2_6x7,ALL,8,8,0.17199937669444593,1.75,8.25,3
smooth_qd_v2_6x7,RTLLM,5,5,0.19550463117209388,2.0,11.8,2
smooth_qd_v2_6x7,VerilogEval-Spec-to-RTL,3,3,0.13282395256503268,1.3333333333333333,2.3333333333333335,1
