generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,3,0.2222222222222222,0.19444444444444442,0.27010527923241207,0.18789862745313313,,0.005208333333333333,-0.06571846512519937,0.04510343764862135,1.3333333333333333,0.0
1,3,0.3333333333333333,0.3333333333333333,0.2322538686946104,0.12624504023441982,0.5833333333333334,0.016927083333333332,0.24654807943320275,0.27010527923241207,1.0,0.6666666666666666
2,3,0.2777777777777778,0.2777777777777778,0.2316458959140688,0.2003178880007483,,0.024739583333333332,0.8690884513920968,0.2720004979283404,2.0,0.3333333333333333
3,3,0.3611111111111111,0.3333333333333333,0.2994839529271333,0.1919464458920911,,0.03125,1.3933292278938985,0.2994839529271333,2.0,2.0
