feature,eligible,predictive_score,diversity_score,stability_score,composite_score,collapsed_in_backend_count,finite_fraction,normalized_range_coverage,unique_ratio
sequential_cells,True,0.8175229089453293,0.7642276422764227,1.0,0.8353649838221462,0,1.0,1.0,0.2926829268292683
ff_depth,True,0.8487210581831113,0.7154471544715447,1.0,0.8323309802474408,0,1.0,1.0,0.14634146341463414
rent_exponent_confidence_gated,True,0.7043740243586928,0.7404546232355401,1.0,0.7761274290938507,0,1.0,1.0,0.8292682926829268
total_cells,True,0.5214774764018393,0.9512195121951219,1.0,0.7675916936491203,0,1.0,1.0,0.8536585365853658
scoap_cc1_bin_1_pct,True,0.6213244941197132,0.8058644195128645,1.0,0.7616485691833734,0,1.0,1.0,0.7804878048780488
rent_confidence,True,0.6183126279187732,0.8002082700464106,1.0,0.7583135770796916,0,1.0,1.0,0.8292682926829268
hyper_mean_fanout,True,0.6905552623097558,0.6672635322811714,1.0,0.7442921043378001,0,1.0,1.0,0.7560975609756098
seq_ratio,True,0.5911938449303388,0.7912257403836761,1.0,0.742966239352939,0,1.0,1.0,0.5853658536585366
hyper_directed_edge_count,True,0.6011463329848244,0.7675124857530222,1.0,0.7391452198567288,0,1.0,1.0,0.7317073170731707
mux_ratio,True,0.5204670997409683,0.8563179316738929,1.0,0.7339214709692983,0,1.0,1.0,0.7073170731707317
share_family_inv,True,0.5725638320799886,0.7560975609756099,1.0,0.7222878707774583,0,1.0,1.0,0.2682926829268293
scoap_co_bin_2_pct,True,0.4963053324032532,0.8536585365853658,1.0,0.7221178873863421,0,1.0,1.0,0.5609756097560976
hyper_driven_net_count,True,0.44471103490790453,0.9067164548954976,1.0,0.7174707249219812,0,1.0,1.0,0.7560975609756098
hyper_net_count,True,0.44471103490790453,0.9067164548954976,1.0,0.7174707249219812,0,1.0,1.0,0.7560975609756098
hyper_sink_net_count,True,0.44471103490790453,0.9066964242925303,1.0,0.7174637142109426,0,1.0,1.0,0.7560975609756098
rent_r2,True,0.5032489005138259,0.8116704610650749,1.0,0.7105466666039979,0,1.0,1.0,0.8292682926829268
rent_exponent,True,0.4752840113638383,0.8455284552845529,1.0,0.7098127644633208,0,1.0,1.0,0.5365853658536586
hyper_cell_count,True,0.5515542786546634,0.7409491740144679,1.0,0.7075316362996622,0,1.0,1.0,0.5853658536585366
rent_graph_node_count,True,0.5515542786546634,0.7409491740144679,1.0,0.7075316362996622,0,1.0,1.0,0.5853658536585366
adder_ratio,True,0.49518247935326315,0.7916135639942058,1.0,0.6998968631069404,0,1.0,1.0,0.8536585365853658
hyper_max_fanout,True,0.6055653103662832,0.6474991999213656,1.0,0.6991291096373055,0,1.0,1.0,0.2682926829268293
scoap_cc1_bin_0_pct,True,0.48793683067034316,0.7860302380382285,1.0,0.6946821571150343,0,1.0,1.0,0.7560975609756098
combinational_cells,True,0.4911370603468761,0.7782201573765377,1.0,0.6933887322378824,0,1.0,1.0,0.5609756097560976
log_edge_count,True,0.6011463329848244,0.6314083592312489,1.0,0.6915087755741081,0,1.0,1.0,0.7317073170731707
scoap_cc0_bin_0_pct,True,0.4830504818653469,0.7826809436348615,1.0,0.6913110471116075,0,1.0,1.0,0.7560975609756098
scoap_cc0_bin_1_pct,True,0.5025734992516402,0.7422670786013463,1.0,0.6859515521737094,0,1.0,1.0,0.8292682926829268
scoap_cc0_bin_2_pct,True,0.4344980762676153,0.8113301335356091,1.0,0.6794896810578901,0,1.0,1.0,0.6097560975609756
cell_count_log,True,0.5214774764018393,0.694396657459457,1.0,0.6777036944916377,0,1.0,1.0,0.8536585365853658
scoap_signal_smoothness,True,0.4357891208197387,0.8000150442121116,1.0,0.6761103698431215,0,1.0,1.0,0.8780487804878049
scoap_cc1_bin_2_pct,True,0.4280694385825849,0.8005753731543521,1.0,0.6728326279661865,0,1.0,1.0,0.5609756097560976
scoap_cc1_bin_3_pct,True,0.45521574492260025,0.7610768149350449,1.0,0.6712239704424359,0,1.0,1.0,0.7560975609756098
comb_ratio,True,0.5911938449303388,0.5650776908630678,1.0,0.6638144220207263,0,1.0,1.0,0.5853658536585366
laplacian_lambda2,True,0.39219533799657036,0.8111555409198177,1.0,0.6603923414203928,0,1.0,1.0,0.6829268292682927
logic_depth_ltp,True,0.5036483008185604,0.6633482391468583,1.0,0.6588136190697526,0,1.0,1.0,0.2682926829268293
logic_depth,True,0.5007065354138588,0.6647902476191069,1.0,0.6579945276029239,0,1.0,1.0,0.2682926829268293
log_node_count,True,0.5515542786546634,0.5893614379500063,1.0,0.6544759286771007,0,1.0,1.0,0.5853658536585366
scoap_cc0_bin_3_pct,True,0.42902015694237183,0.7464726781421289,1.0,0.6543245079738125,0,1.0,1.0,0.7804878048780488
arithmetic_cells,True,0.44995752712210413,0.7058517882171372,1.0,0.6495290130809448,0,1.0,1.0,0.2682926829268293
mux_cells,True,0.3484967476767906,0.8292682926829268,1.0,0.6470674388935802,0,1.0,1.0,0.4878048780487805
edge_per_node,True,0.4893465082280984,0.6263198628612862,1.0,0.6394178807040944,0,1.0,1.0,0.7073170731707317
scoap_co_bin_1_pct,True,0.292996485614046,0.8617886178861789,1.0,0.6334744347864834,0,1.0,1.0,0.5853658536585366
rent_clamped_flag,True,0.4312917329021062,0.6829268292682927,1.0,0.6331056700498503,0,1.0,1.0,0.04878048780487805
comb_width_log,True,0.4911370603468761,0.6012463693341845,1.0,0.6314479064230588,0,1.0,1.0,0.5609756097560976
