feature,eligible,predictive_score,diversity_score,stability_score,composite_score,collapsed_in_backend_count,finite_fraction,normalized_range_coverage,unique_ratio
seq_ratio,False,0.7568607687053508,0.7224383916990921,0.5,0.69344078301209,1,0.5,1.0,0.16731517509727625
sequential_cells,False,0.7245074736727102,0.6874189364461737,0.5,0.6666249909088804,1,0.5,1.0,0.0622568093385214
ff_depth,False,0.7330496625941353,0.6731517509727626,0.5,0.6654754610078277,1,0.5,1.0,0.019455252918287938
pipeline_event_count,False,0.7047609078659017,0.6964980544747083,0.5,0.6609167276058037,1,0.5,1.0,0.08949416342412451
control_pipeline_ratio,False,0.613416941849729,0.7276264591439688,0.5,0.6307068845327671,1,0.5,1.0,0.1828793774319066
logic_op_count,False,0.6228997033542586,0.6926070038910507,0.5,0.622717317871284,1,0.5,1.0,0.07782101167315175
scoap_co_bin_2_pct,False,0.597074432531425,0.7178250891911176,0.5,0.6199222758560324,1,0.5,1.0,0.17509727626459143
always_count,False,0.6518023406913245,0.6400371265423515,0.5,0.617324047600919,1,0.5,1.0,0.023346303501945526
rent_exponent,False,0.5712996789617402,0.7059385960186892,0.5,0.6041633641393243,1,0.5,1.0,0.26848249027237353
max_rhs_operator_count,False,0.6092191323754792,0.6464292856786628,0.5,0.6003988595564976,1,0.5,1.0,0.054474708171206226
if_count,False,0.5817093383936563,0.6796368352788585,0.5,0.5996420946247458,1,0.5,1.0,0.038910505836575876
wire_cell_ratio_est,False,0.7455894289362307,0.4685333247438881,0.5,0.5995019066816646,1,0.5,1.0,0.2529182879377432
comb_ratio,False,0.7568607687053508,0.4422865080042577,0.5,0.595387623718898,1,0.5,1.0,0.16731517509727625
rent_r2,False,0.562406137947511,0.6820372213508316,0.5,0.591795789549171,1,0.5,1.0,0.3424124513618677
scoap_cc0_bin_2_pct,False,0.5450472849659851,0.7013189783741023,0.5,0.5907329206656291,1,0.5,1.0,0.23735408560311283
operator_mix_score,False,0.6616579409479788,0.5291531756846802,0.5,0.5829496849162286,1,0.5,1.0,0.23735408560311283
control_count,False,0.5371198836223068,0.6766164328174026,0.5,0.5785196991161289,1,0.5,1.0,0.05058365758754864
compare_count,False,0.5117925823346077,0.6990920881971466,0.5,0.5749888929195748,1,0.5,1.0,0.09727626459143969
logic_depth,False,0.5082257899257783,0.6809338521400777,0.5,0.5670284537156274,1,0.5,1.0,0.042801556420233464
logic_depth_ltp,False,0.5061800775327239,0.6809338521400777,0.5,0.5661078831387529,1,0.5,1.0,0.042801556420233464
hyper_max_level_delta,False,0.5025507000240065,0.6822308690012969,0.5,0.5649286191612568,1,0.5,1.0,0.04669260700389105
rtl_cyclomatic_total_log,False,0.49298051619581673,0.6928897493629118,0.5,0.5643526445651367,1,0.5,1.0,0.11284046692607004
rtl_char_count,False,0.3362752691745074,0.8928883800191606,0.5,0.5638348041352345,1,0.5,1.0,0.9221789883268483
scoap_co_bin_0_pct,False,0.5010933060723046,0.6746423892827038,0.5,0.5616168239814834,1,0.5,1.0,0.24124513618677043
hyper_max_level,False,0.49300512066930197,0.6809338521400777,0.5,0.5601791525502131,1,0.5,1.0,0.042801556420233464
mux_ratio,False,0.429650817352384,0.7457846952010376,0.5,0.554367511128936,1,0.5,1.0,0.23735408560311283
log_max_level,False,0.49300512066930197,0.6570399265878563,0.5,0.5518162786069355,1,0.5,1.0,0.042801556420233464
assign_count,False,0.46485785080760106,0.6770428015564202,0.5,0.5461510134081675,1,0.5,1.0,0.0311284046692607
reconv_sink_ratio,False,0.44887791971064667,0.6970413931638352,0.5,0.5459595514771333,1,0.5,1.0,0.12062256809338522
rtl_cyclomatic_max_log,False,0.4486118379706099,0.6906113538851218,0.5,0.5435893009465671,1,0.5,1.0,0.10116731517509728
ctrl_depth_est,False,0.4726275251684661,0.6434393074047209,0.5,0.537886143917462,1,0.5,1.0,0.027237354085603113
sog_entropy,False,0.45966110633234697,0.6523365385217678,0.5,0.5351652863321749,1,0.5,1.0,0.22568093385214008
mul_count,False,0.4435436487896961,0.6718547341115434,0.5,0.5347437988944034,1,0.5,1.0,0.01556420233463035
mux_cells,False,0.4099079566086257,0.7146562905317769,0.5,0.5345882821600035,1,0.5,1.0,0.14396887159533073
rent_exponent_confidence_gated,False,0.517665790700453,0.5488750795931051,0.5,0.5250558836727907,1,0.5,1.0,0.3424124513618677
rent_k,False,0.3011774536872899,0.7808041504539559,0.5,0.508811306818165,1,0.5,1.0,0.3424124513618677
hyper_max_fanout,False,0.37062631208097735,0.6900129701686123,0.5,0.5082863799954541,1,0.5,1.0,0.07003891050583658
resource_sharing_ratio_est,False,0.3496809706398409,0.7133592736705577,0.5,0.5070321825726236,1,0.5,1.0,0.14007782101167315
scoap_cc1_bin_2_pct,False,0.41952282209428443,0.6205064071326186,0.5,0.5059625124388445,1,0.5,1.0,0.21011673151750973
scoap_signal_smoothness,False,0.35203753244773117,0.6891889774632148,0.5,0.4996330317136042,1,0.5,1.0,0.3229571984435798
rtl_line_count,False,0.3455166984299014,0.6808002175681831,0.5,0.49376259044231974,1,0.5,1.0,0.3463035019455253
rtl_nonempty_line_count,False,0.33915154523911917,0.669392239102192,0.5,0.4869054790433708,1,0.5,1.0,0.30739299610894943
scoap_cc0_bin_1_pct,False,0.361832670482705,0.6256099848512829,0.5,0.48178819641516624,1,0.5,1.0,0.26848249027237353
scoap_co_bin_3_pct,False,0.342420724811049,0.649142849113681,0.5,0.4812893233547604,1,0.5,1.0,0.2607003891050584
