method_key,method_family,seed,budget_shape,headline_problem_count,method_covered_count,yield_warning_count,missing_method_coverage_count,diagnostic_problem_count,mean_global_ppa_hv,mean_hv_auc,mean_pareto_point_count,mean_reference_beating_count,mean_valid_ppa_count,mean_passive_archive_coverage,mean_passive_archive_qd_score,mean_passive_archive_qd_auc,mean_passive_archive_coverage_auc,mean_pareto_cell_count,mean_pareto_spread,classic_delta_mean_hv,classic_hv_win_count,classic_hv_loss_count,classic_hv_tie_count,notes
aurora_raw_impl_compact_delayed_8x5,aurora_raw,1001,8x5,8,8,1,0,0,0.120094246739,0.109772871069,10.875,12.5,21.5,10.7562210648,3.59585680795,2.3195471252,6.62318431713,9.875,0.328861832193,-0.020645928946,2,3,3,candidate_level_no_canonical_dedup
classic_revolution_8x5,classic,1001,8x5,8,8,1,0,0,0.140740175685,0.123942200558,6.75,14.5,23.875,0.508174189815,0.993839081838,0.773525240716,0.481958912037,1.875,0.330001328854,0,0,0,8,candidate_level_no_canonical_dedup
