descriptor_axis,descriptor_space,method_name,metric,pearson_r,sample_count
random_hash_0,internal,random_descriptor_qd,area,-0.012747192175249451,210
random_hash_0,internal,random_descriptor_qd,fitness,-0.38646736406711857,210
random_hash_0,internal,random_descriptor_qd,power,0.33120155272417573,210
random_hash_0,internal,random_descriptor_qd,timing_or_clock_period,0.4007792412749429,210
random_hash_1,internal,random_descriptor_qd,area,-0.4008688321297604,210
random_hash_1,internal,random_descriptor_qd,fitness,-0.1807956141189527,210
random_hash_1,internal,random_descriptor_qd,power,-0.023472001747874827,210
random_hash_1,internal,random_descriptor_qd,timing_or_clock_period,0.15992047849979998,210
random_hash_2,internal,random_descriptor_qd,area,-0.2512478898273089,210
random_hash_2,internal,random_descriptor_qd,fitness,0.04550155687618603,210
random_hash_2,internal,random_descriptor_qd,power,-0.05189004830375099,210
random_hash_2,internal,random_descriptor_qd,timing_or_clock_period,-0.04570086967550131,210
motif_arith_ratio,common_audit,random_descriptor_qd,area,0.21723938825909467,213
motif_arith_ratio,common_audit,random_descriptor_qd,fitness,0.16396027810813776,210
motif_arith_ratio,common_audit,random_descriptor_qd,power,0.23169906388656084,213
motif_arith_ratio,common_audit,random_descriptor_qd,timing_or_clock_period,0.11775717329310095,213
motif_control_ratio,common_audit,random_descriptor_qd,area,0.10952432676233793,213
motif_control_ratio,common_audit,random_descriptor_qd,fitness,0.017362721244285333,210
motif_control_ratio,common_audit,random_descriptor_qd,power,-0.169654186334919,213
motif_control_ratio,common_audit,random_descriptor_qd,timing_or_clock_period,-0.040806580197844874,213
motif_diversity,common_audit,random_descriptor_qd,area,-0.3109230337242545,213
motif_diversity,common_audit,random_descriptor_qd,fitness,-0.09323483485071207,210
motif_diversity,common_audit,random_descriptor_qd,power,-0.039769249302884446,213
motif_diversity,common_audit,random_descriptor_qd,timing_or_clock_period,0.2303538509340154,213
motif_logic_ratio,common_audit,random_descriptor_qd,area,-0.18529041813726987,213
motif_logic_ratio,common_audit,random_descriptor_qd,fitness,0.20402272324522394,210
motif_logic_ratio,common_audit,random_descriptor_qd,power,-0.2672459131191508,213
motif_logic_ratio,common_audit,random_descriptor_qd,timing_or_clock_period,-0.2668045078946679,213
