generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,13,0.34615384615384615,0.3269230769230769,0.23738932098009552,0.18615845056822317,,,,,,
1,13,0.40384615384615385,0.3782051282051282,0.2590975585435278,0.2016607316423443,,,,,,
2,13,0.4807692307692308,0.47435897435897434,0.21358604641454426,0.16186562550091008,,,,,,
3,13,0.47435897435897434,0.46794871794871795,0.2173494721046197,0.1601048215200125,,,,,,
