method,method_label,reference,reference_label,metric,value,reference_value,delta,relative_delta
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,mean_global_ppa_hypervolume,0.178862,0.160241,0.018621,0.116206
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,mean_hv_auc,0.144485,0.122837,0.021648,0.176234
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,mean_best_score,0.351947,0.341634,0.010313,0.030187
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,valid_ppa_count,57.000000,66.000000,-9.000000,-0.136364
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,total_ppa_front_points,9.000000,18.000000,-9.000000,-0.500000
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,total_unique_ppa_points,53.000000,53.000000,0.000000,0.000000
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,mean_front_nn_distance,0.186562,0.144363,0.042199,0.292312
sr_raw_conservative_exploit_qd,Conservative exploit,classic_revolution,Classic,total_active_global_pareto_members,9.000000,,,
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,mean_global_ppa_hypervolume,0.178862,0.181459,-0.002597,-0.014312
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,mean_hv_auc,0.144485,0.153877,-0.009392,-0.061036
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,mean_best_score,0.351947,0.297425,0.054522,0.183313
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,valid_ppa_count,57.000000,63.000000,-6.000000,-0.095238
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,total_ppa_front_points,9.000000,9.000000,0.000000,0.000000
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,total_unique_ppa_points,53.000000,56.000000,-3.000000,-0.053571
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,mean_front_nn_distance,0.186562,0.110777,0.075785,0.684122
sr_raw_conservative_exploit_qd,Conservative exploit,landing_smooth_qd_manual_bd,Manual BD,total_active_global_pareto_members,9.000000,9.000000,0.000000,0.000000
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,mean_global_ppa_hypervolume,0.178862,0.112776,0.066086,0.585993
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,mean_hv_auc,0.144485,0.077037,0.067448,0.875527
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,mean_best_score,0.351947,0.277994,0.073953,0.266024
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,valid_ppa_count,57.000000,37.000000,20.000000,0.540541
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,total_ppa_front_points,9.000000,7.000000,2.000000,0.285714
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,total_unique_ppa_points,53.000000,31.000000,22.000000,0.709677
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,mean_front_nn_distance,0.186562,0.157441,0.029121,0.184965
sr_raw_conservative_exploit_qd,Conservative exploit,random_descriptor_qd,Random,total_active_global_pareto_members,9.000000,7.000000,2.000000,0.285714
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,mean_global_ppa_hypervolume,0.178862,0.147152,0.031710,0.215491
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,mean_hv_auc,0.144485,0.127593,0.016892,0.132390
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,mean_best_score,0.351947,0.295832,0.056115,0.189685
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,valid_ppa_count,57.000000,49.000000,8.000000,0.163265
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,total_ppa_front_points,9.000000,16.000000,-7.000000,-0.437500
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,total_unique_ppa_points,53.000000,44.000000,9.000000,0.204545
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,mean_front_nn_distance,0.186562,0.259700,-0.073138,-0.281625
sr_raw_conservative_exploit_qd,Conservative exploit,sr_raw_pca_qd,SR raw,total_active_global_pareto_members,9.000000,16.000000,-7.000000,-0.437500
sr_raw_pca_qd,SR raw,classic_revolution,Classic,mean_global_ppa_hypervolume,0.147152,0.160241,-0.013089,-0.081683
sr_raw_pca_qd,SR raw,classic_revolution,Classic,mean_hv_auc,0.127593,0.122837,0.004756,0.038718
sr_raw_pca_qd,SR raw,classic_revolution,Classic,mean_best_score,0.295832,0.341634,-0.045802,-0.134067
sr_raw_pca_qd,SR raw,classic_revolution,Classic,valid_ppa_count,49.000000,66.000000,-17.000000,-0.257576
sr_raw_pca_qd,SR raw,classic_revolution,Classic,total_ppa_front_points,16.000000,18.000000,-2.000000,-0.111111
sr_raw_pca_qd,SR raw,classic_revolution,Classic,total_unique_ppa_points,44.000000,53.000000,-9.000000,-0.169811
sr_raw_pca_qd,SR raw,classic_revolution,Classic,mean_front_nn_distance,0.259700,0.144363,0.115337,0.798937
sr_raw_pca_qd,SR raw,classic_revolution,Classic,total_active_global_pareto_members,16.000000,,,
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_global_ppa_hypervolume,0.147152,0.181459,-0.034307,-0.189062
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_hv_auc,0.127593,0.153877,-0.026284,-0.170812
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_best_score,0.295832,0.297425,-0.001593,-0.005356
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,valid_ppa_count,49.000000,63.000000,-14.000000,-0.222222
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,total_ppa_front_points,16.000000,9.000000,7.000000,0.777778
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,total_unique_ppa_points,44.000000,56.000000,-12.000000,-0.214286
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_front_nn_distance,0.259700,0.110777,0.148923,1.344349
sr_raw_pca_qd,SR raw,landing_smooth_qd_manual_bd,Manual BD,total_active_global_pareto_members,16.000000,9.000000,7.000000,0.777778
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,mean_global_ppa_hypervolume,0.147152,0.112776,0.034376,0.304817
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,mean_hv_auc,0.127593,0.077037,0.050556,0.656256
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,mean_best_score,0.295832,0.277994,0.017838,0.064167
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,valid_ppa_count,49.000000,37.000000,12.000000,0.324324
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,total_ppa_front_points,16.000000,7.000000,9.000000,1.285714
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,total_unique_ppa_points,44.000000,31.000000,13.000000,0.419355
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,mean_front_nn_distance,0.259700,0.157441,0.102259,0.649507
sr_raw_pca_qd,SR raw,random_descriptor_qd,Random,total_active_global_pareto_members,16.000000,7.000000,9.000000,1.285714
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,mean_global_ppa_hypervolume,0.141203,0.160241,-0.019038,-0.118809
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,mean_hv_auc,0.119673,0.122837,-0.003164,-0.025758
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,mean_best_score,0.285091,0.341634,-0.056543,-0.165508
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,valid_ppa_count,41.000000,66.000000,-25.000000,-0.378788
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,total_ppa_front_points,10.000000,18.000000,-8.000000,-0.444444
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,total_unique_ppa_points,37.000000,53.000000,-16.000000,-0.301887
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,mean_front_nn_distance,0.152675,0.144363,0.008312,0.057577
guarded_sr_raw_pareto_qd,Guarded SR raw,classic_revolution,Classic,total_active_global_pareto_members,10.000000,,,
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_global_ppa_hypervolume,0.141203,0.181459,-0.040256,-0.221846
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_hv_auc,0.119673,0.153877,-0.034204,-0.222281
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_best_score,0.285091,0.297425,-0.012334,-0.041469
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,valid_ppa_count,41.000000,63.000000,-22.000000,-0.349206
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,total_ppa_front_points,10.000000,9.000000,1.000000,0.111111
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,total_unique_ppa_points,37.000000,56.000000,-19.000000,-0.339286
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,mean_front_nn_distance,0.152675,0.110777,0.041898,0.378219
guarded_sr_raw_pareto_qd,Guarded SR raw,landing_smooth_qd_manual_bd,Manual BD,total_active_global_pareto_members,10.000000,9.000000,1.000000,0.111111
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,mean_global_ppa_hypervolume,0.141203,0.112776,0.028427,0.252066
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,mean_hv_auc,0.119673,0.077037,0.042636,0.553448
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,mean_best_score,0.285091,0.277994,0.007097,0.025529
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,valid_ppa_count,41.000000,37.000000,4.000000,0.108108
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,total_ppa_front_points,10.000000,7.000000,3.000000,0.428571
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,total_unique_ppa_points,37.000000,31.000000,6.000000,0.193548
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,mean_front_nn_distance,0.152675,0.157441,-0.004766,-0.030272
guarded_sr_raw_pareto_qd,Guarded SR raw,random_descriptor_qd,Random,total_active_global_pareto_members,10.000000,7.000000,3.000000,0.428571
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,mean_global_ppa_hypervolume,0.141203,0.147152,-0.005949,-0.040428
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,mean_hv_auc,0.119673,0.127593,-0.007920,-0.062072
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,mean_best_score,0.285091,0.295832,-0.010741,-0.036308
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,valid_ppa_count,41.000000,49.000000,-8.000000,-0.163265
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,total_ppa_front_points,10.000000,16.000000,-6.000000,-0.375000
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,total_unique_ppa_points,37.000000,44.000000,-7.000000,-0.159091
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,mean_front_nn_distance,0.152675,0.259700,-0.107025,-0.412110
guarded_sr_raw_pareto_qd,Guarded SR raw,sr_raw_pca_qd,SR raw,total_active_global_pareto_members,10.000000,16.000000,-6.000000,-0.375000
