run,problem,generation,candidate_id,status,critic_score,contract_class,false_score_10,feedback_path
1001,Prob001_accu,3,a3d5214f-709a-4d35-b8b6-cc76f445fe95,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample2_C-F/code_feedback.txt
1001,Prob001_accu,3,89d31587-0e3b-4623-9f04-c50069e82b17,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample3_M-S/code_feedback.txt
1001,Prob001_accu,3,ee7736f8-8297-4a95-879c-b831da6c7f36,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample4_C-F/code_feedback.txt
1001,Prob001_accu,3,f34c9371-f763-4cdb-8321-1ad7d73c683c,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample5_C-F/code_feedback.txt
1001,Prob001_accu,3,4fe0133a-ef3a-45bc-a69e-c4889243bab1,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample6_C-F/code_feedback.txt
1001,Prob001_accu,3,00978dfb-32b2-4d14-9c66-cef05982c36b,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample7_M-I/code_feedback.txt
1001,Prob001_accu,3,aa4ae04a-73f6-4c3c-9aaf-8aa0dee592f9,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample8_M-S/code_feedback.txt
1001,Prob001_accu,4,5a4dfa58-64f9-45cc-aef3-ed7e9b215121,failed_functionality,10,mismatch,1,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample1_M-I/code_feedback.txt
1001,Prob001_accu,4,995e8bd5-e66d-49a4-bf9d-df2f2b759e7d,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample2_M-S/code_feedback.txt
1001,Prob001_accu,4,8f5502ae-3928-4f3a-a9aa-30091ead8950,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample3_M-I/code_feedback.txt
1001,Prob001_accu,4,1b03c48b-888e-43cc-b848-b88cf66b8f56,failed_functionality,5,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample4_M-E/code_feedback.txt
1001,Prob001_accu,4,08f72bdb-e0d6-4598-9edc-b934def9d063,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample5_C-F/code_feedback.txt
1001,Prob001_accu,4,1af7b5ed-28d8-4aa8-9957-528e1d86a479,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample6_C-F/code_feedback.txt
1001,Prob001_accu,4,b2312fca-f845-469d-b5a5-0f26a8e3eab4,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample7_C-F/code_feedback.txt
1001,Prob001_accu,4,ef0dfd0c-8439-4e64-9285-05ab255fd8df,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen4/Prob001_accu_sample8_M-R/code_feedback.txt
1001,Prob001_accu,5,fb3b1c44-7074-46bf-afb2-24051608ce55,failed_functionality,10,mismatch,1,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample1_M-S/code_feedback.txt
1001,Prob001_accu,5,d7e6e717-1353-4b1a-9150-8fbaeb8da4b5,failed_syntax,0,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample2_M-E/code_feedback.txt
1001,Prob001_accu,5,a3e77d57-40e0-4485-bccc-d41790ea970c,failed_functionality,3,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample3_M-E/code_feedback.txt
1001,Prob001_accu,5,8405e40c-0f61-46ce-b30d-df04c9cac247,failed_functionality,10,mismatch,1,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample4_M-S/code_feedback.txt
1001,Prob001_accu,5,5f88396e-b7c1-41e9-bbb7-fc46d1edaa5b,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample5_M-S/code_feedback.txt
1001,Prob001_accu,5,2b2a8dcb-0c5f-4b99-a8ef-911b10cb9d80,failed_syntax,0,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample6_M-E/code_feedback.txt
1001,Prob001_accu,5,bb2e766e-25f6-4a6a-83b1-e2a662924fe0,failed_functionality,10,mismatch,1,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample7_M-S/code_feedback.txt
1001,Prob001_accu,5,8fdd9329-c5c3-4893-98c0-3d8b310b50f1,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen5/Prob001_accu_sample8_C-F/code_feedback.txt
1001,Prob002_adder_16bit,0,0e4f5e25-08e8-4472-a8e9-10029c847905,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample1_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,683f1e0b-51fa-42c4-adae-6e54f00db8aa,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample2_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,bf1f6333-95de-455f-aed9-257fd483d2e3,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample3_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,a81ebba4-ce14-4eee-82b9-e905c474afe4,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample4_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,5056f59a-3483-49a0-b73e-9da529a7ad0f,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample5_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,618a4cd8-bcf0-4001-a553-27b94ad24f90,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample6_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample7_initial/code_feedback.txt
1001,Prob002_adder_16bit,0,e36676a6-2287-4909-8970-62d67a819328,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample8_initial/code_feedback.txt
1001,Prob002_adder_16bit,1,8a4dbee2-1237-4087-9791-1b60c9ddcb4a,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample1_M-E/code_feedback.txt
1001,Prob002_adder_16bit,1,9fe7652e-72fd-4107-bda4-9b9be9b576c0,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample2_M-S/code_feedback.txt
1001,Prob002_adder_16bit,1,16385bdd-2087-4bc4-947c-cf622ae0b5f3,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample3_M-I/code_feedback.txt
1001,Prob002_adder_16bit,1,56970295-c4b3-4ec3-b1d2-334ec0f1b8e1,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample4_C-F/code_feedback.txt
1001,Prob002_adder_16bit,1,f2aec87f-2260-4d45-b4e0-58f7d454a7e1,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample5_M-R/code_feedback.txt
1001,Prob002_adder_16bit,1,a641c756-2d04-4c2b-861c-f80aae23b691,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample6_C-F/code_feedback.txt
1001,Prob002_adder_16bit,1,634506e0-89ca-44ad-9bcb-3f21c5dd622b,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample7_C-F/code_feedback.txt
1001,Prob002_adder_16bit,1,fa1784ad-8f4b-448d-98f1-30676c36ae76,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample8_M-I/code_feedback.txt
1001,Prob002_adder_16bit,2,0a0c25a3-8a01-49ba-995b-5d4768fd21c7,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample1_M-E/code_feedback.txt
1001,Prob002_adder_16bit,2,22987d7e-49f9-4685-8966-a0cbebc60e04,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample2_M-E/code_feedback.txt
1001,Prob002_adder_16bit,2,6d21510c-f1c7-48d0-862d-6e1f88ee52bf,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample3_M-E/code_feedback.txt
1001,Prob002_adder_16bit,2,460b8d83-ce01-4ef7-9c91-4c8a0db0d04b,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample4_M-I/code_feedback.txt
1001,Prob002_adder_16bit,2,9763c84b-11cc-4755-b5ec-b9c1cdaed664,failed_syntax,0,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample5_M-E/code_feedback.txt
1001,Prob002_adder_16bit,2,19b9b84a-e334-4169-aab7-33deb21c1acc,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample6_M-E/code_feedback.txt
1001,Prob002_adder_16bit,2,47f0ff93-52d0-4a97-8c83-38224300fa9a,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample7_M-R/code_feedback.txt
1001,Prob002_adder_16bit,2,e929158e-03e8-4f89-bd92-6e72bc5b0dbf,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample8_M-I/code_feedback.txt
1001,Prob002_adder_16bit,3,97ed16e2-78d2-4049-94c4-6b924c59aa2a,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample1_M-S/code_feedback.txt
1001,Prob002_adder_16bit,3,075e71c6-1699-4eb0-b54f-8ca6fc2a86ea,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample2_M-R/code_feedback.txt
1001,Prob002_adder_16bit,3,f889d295-fe4a-441c-a3f5-f157ab6177c9,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample3_M-I/code_feedback.txt
1001,Prob002_adder_16bit,3,1f2b460b-50c3-4eb8-b00f-b520ad404ac9,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample4_M-S/code_feedback.txt
1001,Prob002_adder_16bit,3,f8574dfa-bbb2-4297-8da9-97af5c3e7b8d,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample5_M-S/code_feedback.txt
1001,Prob002_adder_16bit,3,388c9c09-9907-4064-a864-2722943c6bf1,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample6_M-R/code_feedback.txt
1001,Prob002_adder_16bit,3,105d3a96-ccc3-4fcc-8350-c3680dfbb77c,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample7_M-S/code_feedback.txt
1001,Prob002_adder_16bit,3,149cc63f-0554-4520-9cae-c8905a60b524,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample8_M-S/code_feedback.txt
1001,Prob002_adder_16bit,4,4accc93c-df17-46d7-99e5-a193315a32a9,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample1_M-R/code_feedback.txt
1001,Prob002_adder_16bit,4,0fdc0fcf-91be-4c36-a331-bae5c318da90,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample2_M-S/code_feedback.txt
1001,Prob002_adder_16bit,4,96971b4e-1df5-4a8c-b01c-711c8b029ee2,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample3_M-R/code_feedback.txt
1001,Prob002_adder_16bit,4,42023791-34d0-4e10-812c-26f5b7a4ffb8,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample4_C-F/code_feedback.txt
1001,Prob002_adder_16bit,4,59483288-7721-4d89-98e9-65a3b3e808f4,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample5_M-E/code_feedback.txt
1001,Prob002_adder_16bit,4,54b9669b-92e4-4955-bdf3-229ca7a9e394,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample6_M-R/code_feedback.txt
1001,Prob002_adder_16bit,4,c61072a2-0346-4d97-bfb3-1350405bb652,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample7_C-F/code_feedback.txt
1001,Prob002_adder_16bit,4,71db4687-2853-4b6f-9a2f-1fd365ff2bb1,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen4/Prob002_adder_16bit_sample8_M-I/code_feedback.txt
1001,Prob002_adder_16bit,5,37c91289-5929-42ef-b5c5-d95cbc1f93ce,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample1_C-F/code_feedback.txt
1001,Prob002_adder_16bit,5,478428e5-7f1e-49a8-b9a7-b5e9fec64c2f,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample2_M-I/code_feedback.txt
1001,Prob002_adder_16bit,5,8aed47cd-2f17-4507-a701-63b4b25a6cf3,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample3_M-E/code_feedback.txt
1001,Prob002_adder_16bit,5,42237fb5-fa38-4b72-8fe1-60d7333b3fdd,failed_syntax,3,mismatch,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample4_M-E/code_feedback.txt
1001,Prob002_adder_16bit,5,037ea530-6574-4209-b3e4-6882fd84fac7,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample5_M-I/code_feedback.txt
1001,Prob002_adder_16bit,5,5acbb530-cf8d-47cb-9eb4-895cbf26b72a,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample6_M-R/code_feedback.txt
1001,Prob002_adder_16bit,5,e3a6c623-343c-4fa0-af9c-8d46f4f13688,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample7_M-I/code_feedback.txt
1001,Prob002_adder_16bit,5,c66121b8-91ac-442c-b7ea-271dec52d7a5,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen5/Prob002_adder_16bit_sample8_C-F/code_feedback.txt
1001,Prob003_adder_32bit,0,a090f2d1-0ac1-4bf4-9f44-6e566251a223,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample1_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,205752cb-c85b-4bdd-a7e0-a050ff62ebb0,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample2_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,b8518002-038e-4d85-8881-6f52c0b193c4,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample3_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,165ab1d4-f86f-4f46-9cbb-0d2f5520fecd,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample4_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,6ed24be3-7030-4f17-a165-181444983273,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample5_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,05fc261a-1cb3-4936-9674-a4433f5c5f97,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample6_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,3c8eae7d-01bf-4564-a7ce-b67e2c4b5e94,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample7_initial/code_feedback.txt
1001,Prob003_adder_32bit,0,cf4fc46e-d6e8-425f-8fa2-5921bf543192,failed_syntax,0,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample8_initial/code_feedback.txt
1001,Prob003_adder_32bit,1,04376f6b-1630-4e6d-b915-87c6dd92ec43,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample1_M-S/code_feedback.txt
1001,Prob003_adder_32bit,1,6a0beeb1-9752-459e-9215-97444037662a,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample2_C-F/code_feedback.txt
1001,Prob003_adder_32bit,1,bae6bbb5-77d7-47d6-830d-cb23312ed5b0,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample3_M-E/code_feedback.txt
1001,Prob003_adder_32bit,1,0196be85-5bad-49c3-95fa-946764f70dcf,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample4_M-S/code_feedback.txt
1001,Prob003_adder_32bit,1,808cfe42-6fe1-4a75-85de-417c2c3b0db9,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample5_M-I/code_feedback.txt
1001,Prob003_adder_32bit,1,94799969-475e-4607-a68d-90a3819e527d,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample6_M-R/code_feedback.txt
1001,Prob003_adder_32bit,1,0a772c74-cdce-4509-88b2-0ff50f080c83,failed_syntax,0,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample7_C-F/code_feedback.txt
1001,Prob003_adder_32bit,1,4dc5069b-a668-43fd-8953-57783b3c598f,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample8_C-F/code_feedback.txt
1001,Prob003_adder_32bit,2,0eb6b2f4-839f-4350-bc1a-dee1f7382720,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample1_M-S/code_feedback.txt
1001,Prob003_adder_32bit,2,669221a3-9b8e-4aa4-a8d3-29c0c76c82ea,failed_syntax,0,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample2_M-E/code_feedback.txt
1001,Prob003_adder_32bit,2,b4caa8a5-4209-4ea7-8921-19e4930011ee,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample3_M-R/code_feedback.txt
1001,Prob003_adder_32bit,2,0858d5a2-2380-4fd9-9f6a-5159b5c9f271,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample4_M-S/code_feedback.txt
1001,Prob003_adder_32bit,2,cfb284cd-f0d6-4a73-8e64-a165d10be111,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample5_M-E/code_feedback.txt
1001,Prob003_adder_32bit,2,4da8145a-bc45-45e0-9d3c-aa82bef8d7b9,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample6_M-E/code_feedback.txt
1001,Prob003_adder_32bit,2,efdee776-6821-4a34-92c5-e566671c921b,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample7_M-I/code_feedback.txt
1001,Prob003_adder_32bit,2,1e2cb651-c14f-4d89-b5bc-764648736d0e,success,10,compliant,0,openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample8_M-E/code_feedback.txt
