benchmark,problem,functionality_rate,synthesis_rate,best_score,runtime_seconds,final_coverage,final_qd_score
RTLLM,Prob045_alu,0.4791666666666667,0.4791666666666667,0.396563801826664,532.7913076877594,,
RTLLM,Prob041_traffic_light,0.3333333333333333,0.3333333333333333,0.42479665940450256,611.9757964611053,,
RTLLM,Prob015_multi_pipe_8bit,0.3125,0.3125,0.05279453299055512,663.880179643631,,
