method,family,budget,covered_problem_count,headline_problem_count,mean_hv,mean_hv_auc,mean_valid_ppa_count,mean_pareto_point_count,classic_delta_mean_hv,classic_delta_mean_hv_auc,mean_hv_retention_pct
classic_revolution_8x5,classic,8x5,3,3,0.350826747106,0.307163223077,15.3333333333,1,6.24500451352e-14,1.65256697215e-13,100
pcn_rf_leafid_quality_memory_8x5,pcn_main,8x5,3,3,0.175805838191,0.112589248552,5.33333333333,1.33333333333,-0.175020908915,-0.194573974525,50.1118685052
pcn_random_quality_memory_8x5,pcn_control,8x5,3,3,0.077080599251,0.074966815428,6.33333333333,1.33333333333,-0.273746147855,-0.232196407649,21.9711295923
pcn_passive_archive_8x5,pcn_control,8x5,3,3,0.0619153295223,0.061332703857,7.33333333333,1.33333333333,-0.288911417584,-0.24583051922,17.6484062384
pcn_sr_quality_memory_8x5,pcn_candidate,8x5,3,3,0.0565882199883,0.0559111271437,3.66666666667,1.33333333333,-0.294238527118,-0.251252095933,16.1299617133
