feature,eligible,predictive_score,diversity_score,stability_score,composite_score,collapsed_in_backend_count,finite_fraction,normalized_range_coverage,unique_ratio
seq_ratio,True,0.7665268249924739,0.7269230769230769,1.0,0.7993601481696901,0,1.0,1.0,0.18076923076923077
sequential_cells,True,0.7550868762381495,0.6858974358974358,1.0,0.7798531968712699,0,1.0,1.0,0.057692307692307696
pipeline_event_count,True,0.7287781749787473,0.6935897435897437,1.0,0.7707065889968465,0,1.0,1.0,0.08076923076923077
ff_depth,True,0.7400837389388266,0.673076923076923,1.0,0.768614605599395,0,1.0,1.0,0.019230769230769232
if_count,True,0.7109434787156839,0.6782051282051281,1.0,0.7572963602938525,0,1.0,1.0,0.03461538461538462
rent_exponent,True,0.6618182346982947,0.7194376050459786,1.0,0.7496213673803251,0,1.0,1.0,0.3076923076923077
always_count,True,0.691062567788013,0.631568183142862,1.0,0.7320270196046075,0,1.0,1.0,0.015384615384615385
logic_op_count,True,0.6395872680151862,0.6897435897435898,1.0,0.7292245270170903,0,1.0,1.0,0.06923076923076923
control_count,True,0.6497401616233636,0.6724616814832625,1.0,0.7277446612496554,0,1.0,1.0,0.046153846153846156
logic_depth,True,0.633384379567422,0.6807692307692307,1.0,0.7232922015745706,0,1.0,1.0,0.04230769230769231
logic_depth_ltp,True,0.6297104744314134,0.6807692307692307,1.0,0.7216389442633668,0,1.0,1.0,0.04230769230769231
control_pipeline_ratio,True,0.575997829507559,0.7205128205128205,1.0,0.7113785104578887,0,1.0,1.0,0.16153846153846155
hyper_max_level,True,0.6023714152234116,0.682051282051282,1.0,0.709785085568484,0,1.0,1.0,0.046153846153846156
operator_mix_score,True,0.7035331644058652,0.5493473157620965,1.0,0.708861484499373,0,1.0,1.0,0.27307692307692305
max_rhs_operator_count,True,0.6250402531756275,0.648731304186614,1.0,0.7083240703943472,0,1.0,1.0,0.057692307692307696
scoap_co_bin_2_pct,True,0.5667327852850705,0.7205128205128205,1.0,0.707209240557769,0,1.0,1.0,0.16153846153846155
wire_cell_ratio_est,True,0.7526201232088856,0.46975192401281385,1.0,0.7030922288484833,0,1.0,1.0,0.26153846153846155
comb_ratio,True,0.7665268249924739,0.4460853743738773,1.0,0.7010669522774704,0,1.0,1.0,0.18076923076923077
hyper_max_level_delta,True,0.5818324935520021,0.682051282051282,1.0,0.7005425708163495,0,1.0,1.0,0.046153846153846156
rtl_cyclomatic_total_log,True,0.5595284553344113,0.6980461796528483,1.0,0.696103967778982,0,1.0,1.0,0.12307692307692308
log_max_level,True,0.6023714152234116,0.6386613950501078,1.0,0.6945986251180729,0,1.0,1.0,0.046153846153846156
adder_ratio,True,0.5026007984527181,0.7320512820512821,1.0,0.6823883080216719,0,1.0,1.0,0.19615384615384615
rtl_char_count,True,0.3714132950563659,0.8969613629185563,1.0,0.6810724597968594,0,1.0,1.0,0.9346153846153846
scoap_cc0_bin_2_pct,True,0.5196823352765689,0.704692986238213,1.0,0.6804995960578306,0,1.0,1.0,0.27307692307692305
arithmetic_cells,True,0.5368478930807167,0.682051282051282,1.0,0.6802995006042711,0,1.0,1.0,0.046153846153846156
