method_key,method_family,seed,budget_shape,headline_problem_count,method_covered_count,yield_warning_count,missing_method_coverage_count,diagnostic_problem_count,mean_global_ppa_hv,mean_hv_auc,mean_pareto_point_count,mean_reference_beating_count,mean_valid_ppa_count,mean_passive_archive_coverage,mean_passive_archive_qd_score,mean_passive_archive_qd_auc,mean_passive_archive_coverage_auc,mean_pareto_cell_count,mean_pareto_spread,classic_delta_mean_hv,classic_hv_win_count,classic_hv_loss_count,classic_hv_tie_count,notes
classic_revolution_8x5,classic,1001,8x5,8,8,2,0,0,0.14064478406,0.123942200558,3.25,8,23.875,not_available,not_available,not_available,not_available,not_available,not_available,0,0,0,8,
rf_deepgate_hybrid_delayed_8x5,hybrid_encoder,1001,8x5,8,8,2,0,0,0.119921458618,0.108180822708,1.625,5.375,25.25,0.366536458333,2.08350768612,1.64556575789,0.300846354167,3,0.0532031612283,-0.020723325442,2,3,3,candidate_level_no_canonical_dedup
