benchmark,best_child_quality,best_quality_delta,child_edge_count,mean_child_quality,mean_quality_delta,method_name,new_cell_child_count,parent_found,parent_id,positive_quality_delta_count,problem,seed_dir,source_table
RTLLM,0.1619933554817275,-0.2195507727863643,2,0.10663224035822615,-0.27491188790986565,landing_smooth_qd_manual_bd,2,True,30c7039a-845b-44cd-a16b-7d5626805fe6,0,Prob004_adder_8bit,seed_1003,archive_cells.csv
RTLLM,0.2424676200105927,-0.0874327122153209,2,0.2164685348355722,-0.11343179739034139,landing_smooth_qd_manual_bd,2,True,8d3e6e82-854e-4e69-b524-20b6e2eb8c9b,0,Prob004_adder_8bit,seed_1003,archive_cells.csv
RTLLM,0.3815441282680918,,3,0.3057051374644903,,landing_smooth_qd_manual_bd,0,False,ac97173c-f2d7-4c1b-a150-2a9c6d39f99f,0,Prob004_adder_8bit,seed_1003,archive_cells.csv
RTLLM,0.0512711252347248,-0.0881968318166498,1,0.0512711252347248,-0.0881968318166498,landing_smooth_qd_manual_bd,1,True,d11dde32-2956-41dc-aa7c-ddab1d3b3f8e,0,Prob004_adder_8bit,seed_1003,archive_cells.csv
RTLLM,0.3815441282680918,,1,0.3815441282680918,,landing_smooth_qd_manual_bd,0,False,d2af0dc6-0db9-426f-978e-77520a040e02,0,Prob004_adder_8bit,seed_1003,archive_cells.csv
RTLLM,0.0236154823709048,,2,-0.16480251451984995,,landing_smooth_qd_manual_bd,0,False,105782e7-64ef-49fd-a00a-1e2d1216cf91,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,0.0610503661511321,0.008255833160577,1,0.0610503661511321,0.008255833160577,landing_smooth_qd_manual_bd,1,True,229c78bb-3cac-488a-a077-0eb9b1c29dee,1,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.0399144089163722,0.18980208955764388,1,-0.0399144089163722,0.18980208955764388,landing_smooth_qd_manual_bd,1,True,3606d1fa-a04c-4cdc-aae0-be0e71709f1a,1,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.2336654874889278,,1,-0.2336654874889278,,landing_smooth_qd_manual_bd,0,False,59c20984-51ed-4cbb-81d9-dc7dd5979bff,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.0032654834979784,0.2304000039909494,1,-0.0032654834979784,0.2304000039909494,landing_smooth_qd_manual_bd,0,True,75e19b51-2962-47bd-b4bd-59aed26c1742,1,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.1253341034387571,,1,-0.1253341034387571,,landing_smooth_qd_manual_bd,0,False,7d6087a8-48ca-4266-bf58-38e060d13171,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,0.0610503661511321,0.008255833160577,7,-0.17431565115744654,-0.22711018414800163,landing_smooth_qd_manual_bd,7,True,7e56e7b1-1796-4af1-82d9-0735f307c340,1,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.0296644498420802,-0.0527715480781914,1,-0.0296644498420802,-0.0527715480781914,landing_smooth_qd_manual_bd,1,True,b01a6a3c-9030-440a-940e-d8f5767cece4,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.1693283897295134,,1,-0.1693283897295134,,landing_smooth_qd_manual_bd,0,False,b1958bb1-7a4e-4310-a7cf-9c889eddf86a,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.0802334003295489,-0.0194739300467865,2,-0.2060548245589723,-0.1452953542762099,landing_smooth_qd_manual_bd,2,True,c60ae246-55e2-40e6-85f4-a49a45dd0d5b,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.2297164984740161,,1,-0.2297164984740161,,landing_smooth_qd_manual_bd,0,False,d044156d-9a46-4179-b779-9c8bccfdf9ce,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.0032654834979784,0.32861076529041733,4,-0.32064895054659365,0.011227298241802075,landing_smooth_qd_manual_bd,4,True,d2424b13-e552-4d3c-903f-7d49e91ce57d,1,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.045159347893647,,1,-0.045159347893647,,landing_smooth_qd_manual_bd,0,False,e3d3bb2e-23d8-42cf-8992-a715cadd48e4,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.1287532384891595,-0.1523687208600643,1,-0.1287532384891595,-0.1523687208600643,landing_smooth_qd_manual_bd,1,True,e9d86930-9e45-49b4-91df-66c3534a105f,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,-0.0296644498420802,-0.0907148159932123,1,-0.0296644498420802,-0.0907148159932123,landing_smooth_qd_manual_bd,1,True,fe77a1d1-a4eb-414a-b200-37b4abcc0061,0,Prob015_multi_pipe_8bit,seed_1003,archive_cells.csv
RTLLM,0.4925075591700552,0.0,2,0.4318605984777395,-0.06064696069231568,landing_smooth_qd_manual_bd,1,True,07295909-73fc-47d3-ae13-2c6cbd8e6f06,0,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.4925075591700552,,1,0.4925075591700552,,landing_smooth_qd_manual_bd,0,False,2196f1e3-be81-4d97-ac50-9b8856fcfc10,0,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.5002335522886039,0.007725993118548713,1,0.5002335522886039,0.007725993118548713,landing_smooth_qd_manual_bd,1,True,49a10b21-8f71-4ec0-b9d6-aeb67b4cf0a4,1,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.265517672818267,-0.1478782191637995,1,0.265517672818267,-0.1478782191637995,landing_smooth_qd_manual_bd,1,True,5901abff-2c5d-41e5-bf23-151c20db4ff4,0,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.4133958919820665,,1,0.4133958919820665,,landing_smooth_qd_manual_bd,0,False,6c684aaa-a45b-42fc-be53-64c79498ca4e,0,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.6834970284641851,0.3122833906787613,1,0.6834970284641851,0.3122833906787613,landing_smooth_qd_manual_bd,1,True,7f0506e3-bdc2-4626-8093-c901107dab8b,1,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.5002335522886039,,1,0.5002335522886039,,landing_smooth_qd_manual_bd,0,False,9b710867-ea75-42b9-a96c-44222559be1f,0,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.248968824940048,,1,0.248968824940048,,landing_smooth_qd_manual_bd,0,False,a7ca6c6d-ee7f-4f69-86b2-ddf6a53de43d,0,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.6834970284641851,0.18326347617558125,6,0.4023840058388071,-0.09784954644979675,landing_smooth_qd_manual_bd,3,True,aadc42ef-c138-42f6-a164-87ea5c311f17,1,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,0.5002335522886039,0.25126472734855587,3,0.4251833315955931,0.17621450665554506,landing_smooth_qd_manual_bd,3,True,f614918f-03f8-4c14-a2e9-2b0141474fc8,3,Prob024_fsm,seed_1003,archive_cells.csv
RTLLM,-0.0397171122557436,-0.10296786853078241,1,-0.0397171122557436,-0.10296786853078241,landing_smooth_qd_manual_bd,0,True,1d2aee23-bc54-46e0-935f-568965171fb2,0,Prob037_parallel2serial,seed_1003,archive_cells.csv
RTLLM,0.0088610906712452,,1,0.0088610906712452,,landing_smooth_qd_manual_bd,0,False,84d9ab51-70c6-4c2c-880a-ae44d66af40d,0,Prob037_parallel2serial,seed_1003,archive_cells.csv
RTLLM,0.468610906712452,0.5012214863870493,1,0.468610906712452,0.5012214863870493,landing_smooth_qd_manual_bd,1,True,a519a58d-575c-46f0-bd2d-855b7d2237e1,1,Prob037_parallel2serial,seed_1003,archive_cells.csv
RTLLM,0.0632507562750388,0.072980132450331,2,0.01532008830022075,0.02504946447551295,landing_smooth_qd_manual_bd,0,True,b2ae439e-628a-4553-a963-d2869fb2966c,1,Prob037_parallel2serial,seed_1003,archive_cells.csv
RTLLM,0.199515855725006,-0.0183127572016461,1,0.199515855725006,-0.0183127572016461,landing_smooth_qd_manual_bd,1,True,06294fa6-6431-489d-9d14-1b562250e785,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2346768336964415,-0.0004442023723069122,3,0.18595174695392558,-0.049169289114822844,landing_smooth_qd_manual_bd,3,True,1d320afc-b8f0-419c-b2d1-79a1d92dcec4,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.4403080367949649,0.0194329460179134,2,0.3199119462599854,-0.10096314451706605,landing_smooth_qd_manual_bd,1,True,2e895adf-8fbe-4032-a2c9-e668b66ee22d,1,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.4208750907770515,0.36677196804647777,1,0.4208750907770515,0.36677196804647777,landing_smooth_qd_manual_bd,1,True,312a93bb-72e7-4d1c-a622-81793ba05501,1,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.3086056644880174,,1,0.3086056644880174,,landing_smooth_qd_manual_bd,0,False,427b997f-74d3-44e9-86bd-a19ccb327014,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2101912369886226,-0.006874848704914088,1,0.2101912369886226,-0.006874848704914088,landing_smooth_qd_manual_bd,1,True,471e0e0a-aa1d-438f-95d8-60ce7c659666,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.4069644153957879,-0.03334362139917696,1,0.4069644153957879,-0.03334362139917696,landing_smooth_qd_manual_bd,0,True,4ae3884a-8229-4ba2-9ab7-03cb58ffc829,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.4069644153957879,,1,0.4069644153957879,,landing_smooth_qd_manual_bd,0,False,6d799179-8b61-4fb4-920f-2188774cb7e9,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2441660614863229,,1,0.2441660614863229,,landing_smooth_qd_manual_bd,0,False,76a87d3f-c113-4eb2-bdaa-ed84429e7c19,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2178286129266521,-0.02247639796659412,1,0.2178286129266521,-0.02247639796659412,landing_smooth_qd_manual_bd,0,True,8a0b84a2-8377-4791-8024-8ffdec45a586,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2821229726458484,0.1506051803437424,2,0.21398571774388758,0.0824679254417816,landing_smooth_qd_manual_bd,2,True,8cb1d9f8-05a3-4d3a-a088-62882aeea705,2,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2178286129266521,-0.06635197288792058,1,0.2178286129266521,-0.06635197288792058,landing_smooth_qd_manual_bd,1,True,cd43190f-29fa-44f6-b1a2-d144e3c64efd,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2170660856935367,-0.027099975792786196,2,0.17538731541999514,-0.06877874606632774,landing_smooth_qd_manual_bd,2,True,d5a7eda2-0af7-4db1-b30d-d41df4c8f94d,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.4208750907770515,0.0976627935124667,11,0.20103287779758364,-0.12217941946700116,landing_smooth_qd_manual_bd,9,True,de7413f7-c982-481e-9ac5-c351b5a0f5f1,1,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.2101912369886226,,1,0.2101912369886226,,landing_smooth_qd_manual_bd,0,False,e76ead2d-513a-41ed-b3e4-e16eb0b7d268,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.1931493585088356,-0.1154563059791818,2,0.1119402081820382,-0.1966654563059792,landing_smooth_qd_manual_bd,1,True,f0747662-690c-4407-8291-93d01949cfdd,0,Prob041_traffic_light,seed_1003,archive_cells.csv
RTLLM,0.4046719232538274,-0.0062855969511795284,3,0.3902077994611998,-0.020749720743807116,landing_smooth_qd_manual_bd,2,True,0b410505-b396-409a-b12d-d109cabcb4e0,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3851823378671397,,2,0.38007408502529727,,landing_smooth_qd_manual_bd,0,False,1ad9762b-0c10-4cee-ab21-216a42dc76cd,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.381245581181418,-0.030255634404362908,1,0.381245581181418,-0.030255634404362908,landing_smooth_qd_manual_bd,1,True,2c8295be-788f-484d-9706-972bfd9f0601,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3912918062947632,0.006585912346409151,2,0.3834576844733557,-0.0012482094749983463,landing_smooth_qd_manual_bd,2,True,3323cef8-afee-4668-bebc-1fc1cd03cba5,1,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.4018189434259807,0.020573362244562687,3,0.3905052456359375,0.009259664454519534,landing_smooth_qd_manual_bd,2,True,36f2259b-eaaa-45bf-8604-8e301d82a227,3,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.384705893948354,,1,0.384705893948354,,landing_smooth_qd_manual_bd,0,False,4f767476-4ddc-4438-91e7-f3f0c7422a3e,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3885630133385899,7.963729548587928e-05,1,0.3885630133385899,7.963729548587928e-05,landing_smooth_qd_manual_bd,1,True,5c0dfd75-5861-4291-be4f-271077bdbe23,1,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.4018189434259807,0.023114330770747094,1,0.4018189434259807,0.023114330770747094,landing_smooth_qd_manual_bd,1,True,68d7fbde-c401-40de-8832-0b72270b9cd8,1,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3905982981799067,,1,0.3905982981799067,,landing_smooth_qd_manual_bd,0,False,732c4d39-d9c6-4550-a052-bd1fcfd3c67d,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.4109575202050069,-0.0030261843747946826,14,0.3892575399172088,-0.02472616466259286,landing_smooth_qd_manual_bd,13,True,74c7fb7c-17e8-46d4-805a-aee5d761a918,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3945460608449964,-0.007272882580984297,1,0.3945460608449964,-0.007272882580984297,landing_smooth_qd_manual_bd,0,True,807e15bd-9de7-48fe-81c0-bd333dd6f9ed,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.382775872264932,-0.0031519153689467116,1,0.382775872264932,-0.0031519153689467116,landing_smooth_qd_manual_bd,0,True,8c57fe9b-40e3-4e1a-a49f-a1e554d31093,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3896848018923713,-0.000913496287535398,1,0.3896848018923713,-0.000913496287535398,landing_smooth_qd_manual_bd,0,True,9767ebf8-4515-4f6b-b4c7-d9ea930e7db1,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.4115012155857809,0.023951113739404672,5,0.3936657270517116,0.006115625205335429,landing_smooth_qd_manual_bd,5,True,9e81824a-c818-4d76-b861-309d38568da3,4,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3869238451935081,-0.004430054537091832,1,0.3869238451935081,-0.004430054537091832,landing_smooth_qd_manual_bd,1,True,a2d78f96-8d8c-4185-92cc-b7d85046ce8a,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.391033116499113,,1,0.391033116499113,,landing_smooth_qd_manual_bd,0,False,a4ae9212-6eef-45b7-a2d7-54ce25296b1e,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3835343977922333,-0.005054931335830293,1,0.3835343977922333,-0.005054931335830293,landing_smooth_qd_manual_bd,1,True,b5fd7f40-07cd-4e4f-bd1f-18e8baf21bbd,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3859277876338787,-0.0187441356199487,1,0.3859277876338787,-0.0187441356199487,landing_smooth_qd_manual_bd,1,True,c0e229af-852d-40c3-b4cd-c88b00ad52b4,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3869238451935081,-0.001639168145081804,1,0.3869238451935081,-0.001639168145081804,landing_smooth_qd_manual_bd,1,True,c4e1acf2-a9bd-4afb-a392-534ba37891c3,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.391033116499113,0.005850778631973308,2,0.38812234706616733,0.002940009199027621,landing_smooth_qd_manual_bd,1,True,c83bb0d6-cc71-42f8-9da9-abc053c66502,2,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3938174650108417,-0.00715299954004861,2,0.38623326105525985,-0.014737203495630458,landing_smooth_qd_manual_bd,1,True,cab8d7a1-1037-48c4-825a-0e46165c74df,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3928630330507918,,1,0.3928630330507918,,landing_smooth_qd_manual_bd,0,False,cd793738-f35c-44b3-88bc-fa530133d5d0,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.3854169459228596,-0.00561617057625341,2,0.3820607792890466,-0.008972337210066406,landing_smooth_qd_manual_bd,0,True,e7a2eeb0-de80-40c7-adf3-c62bf42a6645,0,Prob045_alu,seed_1003,archive_cells.csv
RTLLM,0.0517434531989414,-0.20810592984935827,3,0.0346935337415382,-0.22515584930676147,landing_smooth_qd_manual_bd,3,True,132b09d7-7215-4360-974c-3a468f753436,0,Prob049_signal_generator,seed_1003,archive_cells.csv
RTLLM,0.0517434531989414,-0.1830312412036217,1,0.0517434531989414,-0.1830312412036217,landing_smooth_qd_manual_bd,1,True,263826c3-5110-4253-99c0-da0c6c22e6c8,0,Prob049_signal_generator,seed_1003,archive_cells.csv
RTLLM,0.2598493830482997,,1,0.2598493830482997,,landing_smooth_qd_manual_bd,0,False,42f0330d-b12f-43d4-8940-2c46ddb9c13f,0,Prob049_signal_generator,seed_1003,archive_cells.csv
RTLLM,0.0005936948267318,-0.2068440193104452,1,0.0005936948267318,-0.2068440193104452,landing_smooth_qd_manual_bd,0,True,799c64e4-f539-4ea3-86fe-1ca27b89f2ba,0,Prob049_signal_generator,seed_1003,archive_cells.csv
RTLLM,0.0567398843195695,,1,0.0567398843195695,,landing_smooth_qd_manual_bd,0,False,9c7226bf-f5ee-4e2f-a12f-211d05ce6a99,0,Prob049_signal_generator,seed_1003,archive_cells.csv
RTLLM,0.207437714137177,,1,0.207437714137177,,landing_smooth_qd_manual_bd,0,False,bbe1db03-01ee-4f2f-a0f0-7b4f221a2950,0,Prob049_signal_generator,seed_1003,archive_cells.csv
RTLLM,0.0474607979526887,,1,0.0474607979526887,,landing_smooth_qd_manual_bd,0,False,ec67e1f8-176a-409e-812b-3d810d5f9b20,0,Prob049_signal_generator,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,-0.0694915254237288,,1,-0.0694915254237288,,landing_smooth_qd_manual_bd,0,False,0833d6b2-0a70-4fa4-b178-e04cde469912,0,Prob098_circuit7,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.3979620034542314,-6.9084628670113e-05,1,0.3979620034542314,-6.9084628670113e-05,landing_smooth_qd_manual_bd,0,True,05d2156a-188d-4618-b180-0dbcc94618ef,0,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.4653419689119171,-1.036269430049197e-05,2,0.4316692573402418,-0.033683074265975776,landing_smooth_qd_manual_bd,2,True,4a23feda-e290-48ce-a102-2c7000fbe14d,0,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.3979965457685665,0.00013816925734033703,2,0.39745250431778933,-0.0004058721934368792,landing_smooth_qd_manual_bd,2,True,5a896914-0c6b-4dfb-8ddd-811aa1274260,1,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.4653523316062176,0.0,5,0.42481243523316053,-0.04053989637305698,landing_smooth_qd_manual_bd,5,True,b98e1f2e-a019-4d03-ae5f-0f1e7fece093,0,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.4653523316062176,0.0684438687392055,4,0.41439075993091534,0.01748229706390325,landing_smooth_qd_manual_bd,2,True,eec6ce0c-f4ae-4efc-ae5a-183818394032,3,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.4653419689119171,,1,0.4653419689119171,,landing_smooth_qd_manual_bd,0,False,f9177574-78d9-4d09-813b-a66668b4cfb5,0,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.3979620034542314,,1,0.3979620034542314,,landing_smooth_qd_manual_bd,0,False,f95facb7-fe34-4c68-a715-babcbcd5506a,0,Prob116_m2014_q3,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.2636173393124066,0.0674738415545591,2,0.26337070254110617,0.06722720478325864,landing_smooth_qd_manual_bd,2,True,5b5e3ce2-d563-4f6d-9283-6e5a6ebce02a,2,Prob135_m2014_q6b,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.2631240657698057,0.06820627802690588,1,0.2631240657698057,0.06820627802690588,landing_smooth_qd_manual_bd,1,True,906fd26f-986b-4186-bb26-f8faccbc8e81,1,Prob135_m2014_q6b,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.2641405082212257,0.0005231689088190938,2,0.22952914798206275,-0.03408819133034385,landing_smooth_qd_manual_bd,1,True,c2548bca-d5b2-4a7c-8c76-404eed6ee680,1,Prob135_m2014_q6b,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.2631240657698057,-0.0004932735426009249,1,0.2631240657698057,-0.0004932735426009249,landing_smooth_qd_manual_bd,0,True,cc755dfd-2bcb-4e34-88eb-7965ff5a5250,0,Prob135_m2014_q6b,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.2641405082212257,0.0,1,0.2641405082212257,0.0,landing_smooth_qd_manual_bd,1,True,ef17d2a5-3acb-44c8-927c-e100b9b18576,0,Prob135_m2014_q6b,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.3296862745098038,9.803921568518614e-06,1,0.3296862745098038,9.803921568518614e-06,landing_smooth_qd_manual_bd,1,True,1ba240ae-b0e0-48db-852c-046eccef8f0f,1,Prob150_review2015_fsmonehot,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.3296764705882353,,1,0.3296764705882353,,landing_smooth_qd_manual_bd,0,False,6a03e2a7-0815-48b4-8ff6-e138d7fbca6f,0,Prob150_review2015_fsmonehot,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,-0.0060980392156862,,1,-0.0060980392156862,,landing_smooth_qd_manual_bd,0,False,858e1ae2-ee72-4a34-868c-689171930b19,0,Prob150_review2015_fsmonehot,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.3296764705882353,-9.803921568518614e-06,2,0.3296764705882353,-9.803921568518614e-06,landing_smooth_qd_manual_bd,2,True,f5ab9a04-5b8c-47ab-9a02-59281c530d3e,0,Prob150_review2015_fsmonehot,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.1659499929606025,-0.01368105855728069,5,0.09982146406860364,-0.07980958744927955,landing_smooth_qd_manual_bd,2,True,19b16ec5-e190-4b78-8ac2-d7c88a708fa8,0,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,-0.0275002994370583,0.0179296606590137,1,-0.0275002994370583,0.0179296606590137,landing_smooth_qd_manual_bd,0,True,4fcf79c0-03ff-4d77-91b7-b2d74d15378a,1,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.087723080608456,0.0660176132029678,2,0.08248219662823361,0.0607767292227454,landing_smooth_qd_manual_bd,0,True,55ab6781-4954-44c9-bfd8-dacc50ea2715,2,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.071844301134919,-0.06375861800866998,1,0.071844301134919,-0.06375861800866998,landing_smooth_qd_manual_bd,1,True,7c7d70e5-896f-42a1-a6f1-0d77f0491938,0,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.135602919143589,0.0046807160433123,4,0.10349801320885155,-0.027424189891425144,landing_smooth_qd_manual_bd,2,True,81cf68ac-6761-48ec-9ee5-55ae9455a47e,1,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.071844301134919,,3,0.029383860097402834,,landing_smooth_qd_manual_bd,0,False,bc628aa1-f1ca-4dbf-a136-54f85bc99dae,0,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.1796310515178832,,3,0.128288641914604,,landing_smooth_qd_manual_bd,0,False,bc996562-5dc2-4f06-87b5-0877148a6c0c,0,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.0217054674054882,0.044483444807971506,1,0.0217054674054882,0.044483444807971506,landing_smooth_qd_manual_bd,1,True,cc0e5edb-8771-41ad-8b5a-3a18b120c65f,1,Prob153_gshare,seed_1003,archive_cells.csv
VerilogEval-Spec-to-RTL,0.0217054674054882,-0.0501388337294308,1,0.0217054674054882,-0.0501388337294308,landing_smooth_qd_manual_bd,1,True,f98e145c-8a37-4ae1-adb9-30557c8d9bc8,0,Prob153_gshare,seed_1003,archive_cells.csv
RTLLM,0.3299003322259136,,1,0.3299003322259136,,random_descriptor_qd,0,False,11b84589-e742-4741-b8cd-f6c831a6149f,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.2345346429775145,-0.09536568924839908,1,0.2345346429775145,-0.09536568924839908,random_descriptor_qd,1,True,1df06de9-8dde-4b1a-9912-7aad6a6cda81,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3299003322259136,,1,0.3299003322259136,,random_descriptor_qd,0,False,213b83aa-7cd6-4a04-a920-a2cf32e78e8f,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3299003322259136,,1,0.3299003322259136,,random_descriptor_qd,0,False,24b775e5-ed03-4649-9d48-97fbe5e485c0,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.2199422215802397,-0.10995811064567387,1,0.2199422215802397,-0.10995811064567387,random_descriptor_qd,0,True,410aad46-68c8-4ff2-b246-986d06a9583a,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3815441282680918,,2,0.35572223024700267,,random_descriptor_qd,0,False,432d61fb-e8c6-47fe-9201-cc6b78e95071,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.1394679570513746,,1,0.1394679570513746,,random_descriptor_qd,0,False,5059c13d-9a57-49f2-a881-dd9a201934ca,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3299003322259136,,1,0.3299003322259136,,random_descriptor_qd,0,False,52d57a45-9ab3-4e53-b078-efe7c73ee12a,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3299003322259136,,2,0.28618397611825314,,random_descriptor_qd,0,False,532dd16d-5c46-4aae-9aec-56d13e8ca2b2,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3521267273340074,0.02222639510809382,1,0.3521267273340074,0.02222639510809382,random_descriptor_qd,1,True,625d9d38-b528-4024-9c9c-5c6f58352a38,1,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.1904694496605517,,1,0.1904694496605517,,random_descriptor_qd,0,False,79441a26-ab0e-4267-a996-c837c2f515b5,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3299003322259136,0.19043237517453898,2,0.27492127690307666,0.13545331985170206,random_descriptor_qd,2,True,9cced425-b72b-4e77-ae67-95f9247679e2,2,Prob004_adder_8bit,seed_1001,archive_cells.csv
RTLLM,0.3299003322259136,,1,0.3299003322259136,,random_descriptor_qd,0,False,a05a5edd-770e-486c-b2ae-ccacffe44060,0,Prob004_adder_8bit,seed_1001,archive_cells.csv
