backend,benchmark,problem,objective_count,candidate_count,pareto_point_count,hypervolume,reference_beating_count,best_area_improvement,best_power_improvement,best_period_improvement,problem_dir
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,3,17,8,0.0,0,0.3877551020408163,0.6024498886414253,0.39024390243902446,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit
smooth_qd_v2_8x5,RTLLM,Prob015_multi_pipe_8bit,3,7,5,0.0,0,0.37142857142857144,0.45768374164810693,0.4146341463414635,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit
classic_revolution_8x5,RTLLM,Prob024_fsm,2,6,1,0.2652486706287143,5,0.43478260869565216,0.610071942446043,0.0,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob024_fsm
smooth_qd_v2_8x5,RTLLM,Prob024_fsm,2,7,2,0.14588676884579288,5,0.3695652173913043,0.46762589928057546,0.0,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob024_fsm
classic_revolution_8x5,RTLLM,Prob041_traffic_light,2,23,5,0.18504212055192448,19,0.3411764705882353,0.9832098765432098,0.0,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light
smooth_qd_v2_8x5,RTLLM,Prob041_traffic_light,2,17,3,0.36610493827160495,14,0.3941176470588235,0.9914814814814815,0.0,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light
classic_revolution_8x5,RTLLM,Prob045_alu,2,24,2,0.1997569051843091,24,0.20134831460674157,0.9921140350877193,0.0,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob045_alu
smooth_qd_v2_8x5,RTLLM,Prob045_alu,2,33,2,0.21533539522964715,33,0.21707865168539325,0.9919736842105263,0.0,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob045_alu
classic_revolution_8x5,RTLLM,Prob049_signal_generator,3,3,3,0.00997131828859078,2,0.26595744680851063,0.46038543897216266,0.13953488372093023,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob049_signal_generator
smooth_qd_v2_8x5,RTLLM,Prob049_signal_generator,3,4,4,0.016980166495904343,3,0.425531914893617,0.46038543897216266,0.3023255813953489,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/RTLLM/Prob049_signal_generator
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,2,6,1,0.39842279792746116,6,0.4,0.9960569948186528,0.0,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3
smooth_qd_v2_8x5,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,2,4,1,0.39842279792746116,4,0.4,0.9960569948186528,0.0,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,2,3,1,0.0,0,-0.2,0.9908520179372198,0.0,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b
smooth_qd_v2_8x5,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,2,5,1,0.0,1,0.0,0.9931390134529148,0.0,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b
classic_revolution_8x5,VerilogEval-Spec-to-RTL,Prob153_gshare,3,13,2,0.001806254767353167,1,0.08396694214876033,0.33867276887871856,0.06666666666666672,/workspace/exp/useful_bd_push/prelim_aux_archive_seed_replication_20260625_232854_UTC/live/classic_revolution_8x5/seed_1003/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob153_gshare
smooth_qd_v2_8x5,VerilogEval-Spec-to-RTL,Prob153_gshare,3,15,7,0.0008106360043118944,5,0.10479338842975207,0.3524027459954234,0.07999999999999992,/workspace/exp/natural_qd_push/p0_v2_anchor_20260703_041511_UTC/live/smooth_qd_v2_8x5/seed_1003/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob153_gshare
