shape,classic_mean_hv,qd_mean_hv,qd_minus_classic_hv,classic_pareto_points,qd_pareto_points,qd_minus_classic_pareto_points,classic_ref_beating,qd_ref_beating,qd_minus_classic_ref_beating,classic_best_score,qd_best_score,qd_minus_classic_best_score,classic_synthesis_mean,qd_synthesis_mean,qd_minus_classic_synthesis,qd_coverage_mean,qd_score_mean
12x3,0.18636568212027882,0.10596125651165694,-0.08040442560862188,2.25,2.25,0.0,8.375,5.125,-3.25,0.3337207415706308,0.28992737539597846,-0.04379336617465235,0.4791666666666667,0.5312500000000001,0.052083333333333426,0.28349247685185186,1.2547929786100283
8x5,0.14137899340577034,0.12309873095696648,-0.01828026244880386,2.625,1.625,-1.0,7.875,5.625,-2.25,0.3266013330750295,0.30853084331461456,-0.01807048976041492,0.5572916666666667,0.5260416666666666,-0.03125000000000011,0.2981770833333333,1.5660241713415268
6x7,0.1700994814185665,0.11944819302619876,-0.05065128839236775,2.625,2.0,-0.625,8.375,5.375,-3.0,0.3659459186422599,0.3039771669356643,-0.061968751706595604,0.5781249999999999,0.48958333333333337,-0.08854166666666652,0.2641059027777778,1.384708130009536
