benchmark,problem,functionality_rate,synthesis_rate,best_score,runtime_seconds,final_coverage,final_qd_score
RTLLM,Prob045_alu,0.7291666666666666,0.7291666666666666,0.41977823772915435,608.8664793968201,,
RTLLM,Prob041_traffic_light,0.5208333333333334,0.5208333333333334,0.3891321713870733,643.0827519893646,,
RTLLM,Prob015_multi_pipe_8bit,0.3333333333333333,0.3333333333333333,0.03791141422618264,592.3792724609375,,
