generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,3,0.3611111111111111,0.3611111111111111,0.26262597999570336,0.15615532257019474,,,,,,
1,3,0.4722222222222222,0.4722222222222222,0.26178672542713316,0.16546869743333664,,,,,,
2,3,0.5277777777777778,0.5277777777777778,0.190765133280936,0.10764953623409552,,,,,,
3,3,0.75,0.75,0.22594720266540183,0.15697075155383358,,,,,,
