feature,coefficient
wire_cell_ratio_est,-0.1586133239005894
scoap_cc0_bin_2_pct,-0.13834990313998496
scoap_co_bin_1_pct,0.13816939364907108
scoap_co_bin_3_pct,-0.11466857671499042
scoap_cc0_bin_3_pct,0.11210749429923729
if_count,-0.10919257149412206
for_count,-0.10889440387702046
max_identifier_fanout,0.10439241880874116
compare_count,-0.09782964851371215
control_pipeline_ratio,0.09372402840579568
ternary_count,0.09178222134270239
rent_retained_sample_ratio,0.0898015346227632
rent_clamped_flag,0.0833362430651381
mux_ratio,-0.0731226861962675
scoap_co_bin_2_pct,0.07087085454239585
shift_op_count,0.07059914454043628
case_count,0.06893949988129133
scoap_signal_smoothness,0.06835298117338647
pipeline_event_count,-0.06744082980320507
rent_confidence,-0.06494939609139176
scoap_cc1_bin_0_pct,-0.06328389337659805
scoap_cc0_bin_0_pct,-0.06328389337659802
rtl_nonempty_line_count,-0.06213163332587248
rtl_line_count,-0.06087008988001165
math_op_ast_count,-0.05796230435079601
laplacian_lambda2,0.05703695592995842
operator_mix_score,0.05673082384968314
rtl_char_count,-0.05632917561655934
rent_exponent_confidence_gated,0.05488835302582788
mux_cells,0.05192678362546971
state_control_ratio,-0.049878400449507296
scoap_cc1_bin_1_pct,0.048671192064123445
always_count,-0.04468119502213333
laplacian_spectral_entropy,0.04394925990917827
share_family_inv,-0.04268727936697452
logic_op_count,0.0425778305977947
reconv_source_ratio,0.042523221313118184
timing_risk_score,-0.041325448663215865
rent_r2,0.040538841068965596
max_rhs_operator_count,-0.038037811954983757
sequential_cells,-0.03618124351627048
wire_count_log_est,-0.03569688279737112
rent_raw_sample_count,-0.03345207442603526
rent_sample_count,-0.03333385682191282
hyper_max_level_delta,0.03131178401123169
hyper_mean_fanout,0.03022212208565906
adder_ratio,0.02976526414729411
resource_sharing_ratio_est,0.029383513202742236
ast_depth_est,-0.029313308006797566
arithmetic_cells,0.029198282311712894
mul_count,0.028472145757114948
log_max_level,-0.028197236999232295
scoap_co_bin_0_pct,-0.02814368331732229
ff_depth,-0.02735353234960061
logic_depth_ltp,0.026405937671120913
logic_depth,0.025840912242649044
fsm_state_count_est,-0.025431767562908887
hyper_max_fanout,-0.02464339842977596
rent_k,-0.02392795361028683
log_node_count,-0.023430977965924995
log_edge_count,-0.023308627254024626
scoap_cc1_bin_3_pct,0.02225510435671227
control_count,-0.02176616149449558
cell_count_log,-0.021063363702330442
logic_depth_ltp_delta,0.019063679044063874
seq_ratio,-0.016785555362524397
comb_ratio,0.016785555362524327
hyper_max_level,0.015813290449378167
total_cells,-0.01491252010163086
edge_per_node,-0.013806378901722718
ctrl_depth_est,-0.01305665547477433
rent_exponent,-0.012647388085275515
reconv_sink_ratio,-0.012027848216981581
unique_identifier_count,-0.011741703223217699
log_net_count,-0.010609593499406898
rtl_cyclomatic_max_log,0.010591548833482128
arith_count,0.008039879623801977
hyper_directed_edge_count,0.007905399772792835
timing_risk_entropy,0.007289831519913985
comb_width_log,-0.005614909138765598
scoap_cc1_bin_2_pct,-0.0055174932638684645
assign_count,-0.004911380686621784
sog_entropy,-0.0034192825061980184
hyper_fanout_entropy,-0.0029641136876714424
hyper_driven_net_count,-0.002233781311392828
hyper_net_count,-0.002233781311392819
combinational_cells,0.0017708281864271033
rtl_cyclomatic_total_log,-0.0016451804348168182
sog_complexity_score,-0.001363183701865064
hyper_cell_count,-0.0008676593197150996
rent_graph_node_count,-0.0008676593197148408
scoap_cc0_bin_1_pct,-0.0008234857429629362
hyper_sink_net_count,-0.0004576713326279417
ltp_noff,0.0
rtl_instance_count_est,0.0
utilization,0.0
