feature,coefficient
if_count,-0.13642487193651415
operator_mix_score,0.13376635612262106
control_count,-0.10379186334258923
scoap_cc0_bin_3_pct,0.09584470880549795
wire_cell_ratio_est,-0.08989155859507875
scoap_co_bin_1_pct,0.07984316817807964
scoap_cc0_bin_2_pct,-0.07826664649644438
scoap_cc1_bin_3_pct,0.07383750732158434
always_count,-0.06802218700962162
fsm_state_count_est,-0.06578408335608342
math_op_ast_count,-0.062294470807281656
scoap_cc0_bin_0_pct,-0.06014209404424693
scoap_cc1_bin_0_pct,-0.06014209404424691
scoap_co_bin_3_pct,-0.0600520461540234
mux_ratio,-0.057205257505249435
comb_ratio,0.056165962513695655
seq_ratio,-0.05616596251369558
rent_exponent_confidence_gated,0.05398520251895495
rtl_cyclomatic_total_log,-0.051478223734766265
rent_confidence,-0.048744992922606346
shift_op_count,0.04786932325547877
scoap_co_bin_2_pct,0.04731813520427016
timing_risk_entropy,-0.04693099850935622
max_identifier_fanout,0.04570268844160171
sog_entropy,-0.04517095782673123
state_control_ratio,-0.042586324978279924
rent_clamped_flag,0.04235011426895755
laplacian_spectral_entropy,0.041159403861669996
laplacian_lambda2,-0.040124193771590363
logic_op_count,0.03987632413348004
rtl_line_count,-0.03938304746972007
rtl_cyclomatic_max_log,-0.0392054048245234
mux_cells,0.03913718453480909
max_rhs_operator_count,0.03882297559215099
control_pipeline_ratio,0.036597511149728666
rtl_char_count,-0.036437686164709514
logic_depth_ltp_delta,0.036265449546399924
rtl_nonempty_line_count,-0.035775011773611885
scoap_co_bin_0_pct,-0.033184096652866375
reconv_sink_ratio,0.030731221971576548
for_count,-0.030435886570402006
scoap_cc1_bin_2_pct,-0.028836080232980628
unique_identifier_count,-0.026838263818083675
rent_exponent,0.0266321017999459
arith_count,0.026557917357895665
share_family_inv,0.026046551580025716
wire_count_log_est,-0.02575039442918181
log_max_level,-0.025617707185958512
rent_sample_count,-0.024620348542600534
pipeline_event_count,-0.023771531820151404
hyper_mean_fanout,0.02368453280396606
rent_raw_sample_count,-0.023411353612557993
sequential_cells,-0.023317383494750522
logic_depth_ltp,0.02106816040303704
logic_depth,0.02000412149063822
log_node_count,-0.01972241341346332
compare_count,0.01959897844009417
log_edge_count,-0.018612990893518064
ff_depth,-0.018533820393628903
scoap_cc1_bin_1_pct,-0.017448814945116724
timing_risk_score,0.017427264552588757
cell_count_log,-0.017045563449251375
mul_count,-0.016974288139739727
hyper_max_fanout,-0.0168187852230321
scoap_cc0_bin_1_pct,-0.016682309129431534
rent_k,-0.015395047649055816
scoap_signal_smoothness,-0.015001245161321446
arithmetic_cells,0.014502167202134701
reconv_source_ratio,-0.014347942145197407
rent_r2,0.013527392664576681
ctrl_depth_est,-0.012615266738907222
assign_count,0.012549954681692226
total_cells,-0.012224767210246143
log_net_count,-0.009656514460288555
hyper_max_level_delta,-0.007157366675579168
hyper_directed_edge_count,0.006963855781525863
ast_depth_est,0.005747139603337206
adder_ratio,-0.004005850517682325
hyper_max_level,-0.0038076501795919486
case_count,0.0036008772998313175
ternary_count,0.0031734624023462576
comb_width_log,-0.0021871527075456015
hyper_sink_net_count,0.0017679264580132696
combinational_cells,0.0014399052818943028
hyper_fanout_entropy,-0.001362813584380313
edge_per_node,0.0009926183930217196
hyper_net_count,0.0009479437531984929
hyper_driven_net_count,0.0009479437531984323
sog_complexity_score,-0.0004946562683071292
hyper_cell_count,-0.0004466834437106303
rent_graph_node_count,-0.00044668344371057096
rent_retained_sample_ratio,0.0003321435377820441
resource_sharing_ratio_est,-0.0002036489776624083
ltp_noff,0.0
rtl_instance_count_est,0.0
utilization,0.0
