feature,coefficient
for_count,-0.13828219783252396
scoap_cc0_bin_2_pct,-0.11628320994297364
scoap_cc0_bin_3_pct,0.10428465907066294
adder_ratio,0.10426946120964874
scoap_cc1_bin_2_pct,-0.08392494107919835
operator_mix_score,-0.08356464755673942
ff_depth,-0.08316252634718796
rent_clamped_flag,0.08267219981085734
timing_risk_entropy,0.07914706256701373
fsm_state_count_est,-0.0741112340190306
always_count,0.07025323083991265
rent_retained_sample_ratio,0.07002355209440664
mul_count,0.06917876565429797
resource_sharing_ratio_est,-0.06549583281122509
rent_k,0.063340331998057
ast_depth_est,-0.06233591706355539
hyper_fanout_entropy,0.05800277794694506
scoap_co_bin_3_pct,-0.0564957948765158
scoap_cc1_bin_1_pct,0.05370763173557168
log_net_count,0.052406503110847956
state_control_ratio,0.05190632248326333
rent_confidence,-0.05117291241353387
max_identifier_fanout,0.051112474184899157
sequential_cells,0.04832360998372097
rent_exponent,-0.04828511160046201
compare_count,-0.047614942726876504
ternary_count,0.04660604116403402
arithmetic_cells,0.045771134457830084
share_family_inv,-0.044221297805180464
hyper_mean_fanout,-0.04363295471219038
wire_cell_ratio_est,-0.04345463187991071
cell_count_log,0.04337873251278767
wire_count_log_est,0.04059349186726725
scoap_co_bin_2_pct,0.038041553242638505
reconv_source_ratio,0.037282101817328106
hyper_directed_edge_count,-0.037182480624809215
scoap_cc1_bin_3_pct,0.035971363734599325
logic_depth_ltp,0.035050103545658066
logic_depth,0.03465537562775179
hyper_max_level_delta,0.03452932858067721
max_rhs_operator_count,-0.03289833424582667
hyper_max_fanout,-0.03113378894902086
hyper_max_level,0.027432160228205018
arith_count,0.026454076976279325
logic_depth_ltp_delta,0.026223656815056832
mux_ratio,0.025005714037489694
laplacian_lambda2,0.024867769846714655
control_count,0.023950137395785425
sog_complexity_score,-0.022522662592236866
scoap_cc0_bin_1_pct,-0.022238982917025047
edge_per_node,-0.02095356726990501
scoap_co_bin_1_pct,0.02065696408089548
comb_ratio,-0.02020641020453429
seq_ratio,0.02020641020453423
scoap_co_bin_0_pct,0.01972114726132215
rent_sample_count,0.018442011577909687
laplacian_spectral_entropy,0.018417379571442405
hyper_sink_net_count,0.018407037205526236
hyper_driven_net_count,0.01815787011516631
hyper_net_count,0.01815787011516626
comb_width_log,-0.01637540292640649
case_count,-0.014065172321220405
pipeline_event_count,-0.011260036096719992
scoap_cc1_bin_0_pct,-0.01038377151159657
scoap_cc0_bin_0_pct,-0.010383771511596565
if_count,-0.01033572975345224
sog_entropy,-0.010022616142359386
log_max_level,-0.00993611100222969
rtl_line_count,0.009718114342172473
timing_risk_score,-0.008651467729710233
log_edge_count,-0.008577814490204616
scoap_signal_smoothness,0.007948695624499104
reconv_sink_ratio,0.007625641215489543
rent_r2,0.007340243775205004
total_cells,0.0071362205837450145
logic_op_count,0.006692352729981019
rtl_char_count,0.006447968099786574
rtl_cyclomatic_total_log,0.005810611291854531
ctrl_depth_est,-0.00572463094953815
rent_graph_node_count,-0.005708830341342372
hyper_cell_count,-0.005708830341342369
math_op_ast_count,-0.0054385768560960114
log_node_count,-0.0049935601849895
combinational_cells,-0.0042036740955850305
rent_raw_sample_count,0.003965008909659701
unique_identifier_count,0.003024587437897294
rent_exponent_confidence_gated,-0.0024954580124897734
rtl_cyclomatic_max_log,0.002213590807236319
shift_op_count,-0.001982798784841374
rtl_nonempty_line_count,0.0012991425530058665
assign_count,-0.0012174352881233058
mux_cells,0.001072512485734354
control_pipeline_ratio,0.0009379670400789885
ltp_noff,0.0
rtl_instance_count_est,0.0
utilization,0.0
