feature,coefficient
scoap_signal_smoothness,-0.2831602343071824
math_op_ast_count,-0.27785906484873596
resource_sharing_ratio_est,-0.27080906815230715
scoap_cc0_bin_2_pct,-0.2358347980862574
scoap_cc0_bin_3_pct,0.23089399240534297
scoap_cc1_bin_3_pct,0.19875556388953963
arith_count,0.18779159950302524
control_count,-0.1839942578479033
sog_entropy,-0.18178214763812597
log_max_level,-0.18041870882683944
rent_r2,0.15771779845264736
scoap_co_bin_1_pct,0.15609810407960997
hyper_mean_fanout,0.15363682846723725
ternary_count,-0.1534311159962374
pipeline_event_count,0.14266563646860275
sequential_cells,-0.13774159615193848
sog_complexity_score,-0.13528918019267186
logic_depth_ltp,0.12523877240199086
logic_depth,0.125083519819151
edge_per_node,0.12488430167459923
scoap_cc0_bin_0_pct,-0.12278443113422839
scoap_cc1_bin_0_pct,-0.12278443113422732
rtl_cyclomatic_max_log,-0.10602926378223161
rent_exponent_confidence_gated,0.10202476590320655
rent_k,0.10014787528418825
total_cells,-0.09411453150979375
rent_graph_node_count,-0.08864655426906726
hyper_cell_count,-0.08864655426905017
scoap_co_bin_0_pct,-0.08739051647933145
state_control_ratio,-0.08456274020332277
wire_count_log_est,-0.08440649059922621
operator_mix_score,-0.0812825777159547
cell_count_log,-0.07962554680569303
if_count,-0.07873275748304273
combinational_cells,-0.07860869662648723
rent_confidence,-0.07527574128557556
scoap_co_bin_3_pct,-0.07452018867729325
control_pipeline_ratio,0.07313005987962622
ff_depth,-0.07207807119541267
shift_op_count,0.07008583667178893
hyper_max_level_delta,-0.06648196881840841
scoap_co_bin_2_pct,0.06198230541361328
rtl_char_count,0.061555437509902916
scoap_cc1_bin_1_pct,-0.060131044769461295
max_rhs_operator_count,0.059665354914272765
arithmetic_cells,-0.05900838389378594
rtl_cyclomatic_total_log,-0.055737374179935475
max_identifier_fanout,0.0550239047458622
rent_clamped_flag,0.05493984699629675
reconv_sink_ratio,0.054553270234041704
ctrl_depth_est,0.05429292989315871
wire_cell_ratio_est,-0.05405178428730064
scoap_cc1_bin_2_pct,-0.05261704020881257
comb_width_log,0.04470999115139534
laplacian_lambda2,-0.044472906977440586
hyper_max_level,-0.04394712493611452
mul_count,0.04207451491241662
rent_exponent,0.038192769020584445
seq_ratio,0.037725804009566016
comb_ratio,-0.03772580400951109
scoap_cc0_bin_1_pct,0.036709935017814874
timing_risk_score,0.0350154557751534
log_edge_count,0.03490181380119478
hyper_sink_net_count,0.032109231481394704
share_family_inv,-0.03176995379125205
hyper_driven_net_count,0.03131864915077503
hyper_net_count,0.03131864915076805
mux_ratio,0.030948436931459926
ast_depth_est,0.027702014590546595
for_count,-0.02759005783275777
adder_ratio,0.026910120208149778
unique_identifier_count,0.02512636471876661
reconv_source_ratio,-0.02386152420928962
hyper_max_fanout,0.022990702205432912
fsm_state_count_est,-0.021580250247289448
compare_count,0.019218181363846357
hyper_directed_edge_count,-0.018371500431719888
always_count,0.017970457234054216
assign_count,-0.01742800726724925
rtl_line_count,-0.01573540070996968
log_node_count,0.01501499092544375
timing_risk_entropy,-0.01485644961491836
case_count,0.010508279380065043
rent_sample_count,-0.009264033009998137
hyper_fanout_entropy,0.009157646394900227
logic_depth_ltp_delta,0.009039375490144297
laplacian_spectral_entropy,0.005993968977952106
rtl_nonempty_line_count,0.005754875980426992
rent_retained_sample_ratio,0.004407632003550103
log_net_count,0.003648391515190069
mux_cells,0.003140714900383186
rent_raw_sample_count,-0.002410295212034712
logic_op_count,0.002086250777309039
ltp_noff,0.0
rtl_instance_count_est,0.0
utilization,0.0
