benchmark,best_fitness,budget_fraction,candidate_count,corpus,descriptor_family,funnel,mean_fitness,method,model,pareto_member_count,prefix_candidate_count,problem_id,seed,unique_canonical_netlists,unique_motif_signatures,unique_style_clusters
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,0
RTLLM,0.0,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,3,105,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,2
RTLLM,0.0,0.5,3,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,3,105,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.5,3,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,3,105,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.5,3,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,3,105,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.5,3,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.0,classic_revolution,deepseek-chat,3,105,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.75,158,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,7,158,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,2
RTLLM,0.0,0.75,7,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,7,158,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.75,7,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,7,158,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.75,7,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,7,158,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,0.75,7,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.0,classic_revolution,deepseek-chat,7,158,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,1.0,210,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,20,210,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,2
RTLLM,0.0,1.0,20,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,20,210,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,1.0,20,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,20,210,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,1.0,20,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,20,210,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,0.0,1.0,20,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.0,classic_revolution,deepseek-chat,20,210,aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,0,0,0,1
RTLLM,,0.25,53,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,1
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,1
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.75,158,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,1
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,1.0,210,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,1
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,0,0,0,0
RTLLM,0.08527997433967345,0.25,53,aspdac2026_release,lexical_structural_posthoc,generated,-0.15290337680025706,classic_revolution,deepseek-chat,1,53,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,2
RTLLM,0.08527997433967345,0.25,19,aspdac2026_release,lexical_structural_posthoc,functional,-0.15290337680025706,classic_revolution,deepseek-chat,1,53,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.08527997433967345,0.25,19,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,-0.15290337680025706,classic_revolution,deepseek-chat,1,53,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.08527997433967345,0.25,19,aspdac2026_release,lexical_structural_posthoc,valid_ppa,-0.15290337680025706,classic_revolution,deepseek-chat,1,53,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.08527997433967345,0.25,1,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.08527997433967345,classic_revolution,deepseek-chat,1,53,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,-0.1146757908350623,classic_revolution,deepseek-chat,4,105,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,2
RTLLM,0.2636037238514288,0.5,41,aspdac2026_release,lexical_structural_posthoc,functional,-0.1146757908350623,classic_revolution,deepseek-chat,4,105,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.5,41,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,-0.1146757908350623,classic_revolution,deepseek-chat,4,105,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.5,41,aspdac2026_release,lexical_structural_posthoc,valid_ppa,-0.1146757908350623,classic_revolution,deepseek-chat,4,105,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.5,4,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.12986091171761227,classic_revolution,deepseek-chat,4,105,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.75,158,aspdac2026_release,lexical_structural_posthoc,generated,-0.08600879684084327,classic_revolution,deepseek-chat,9,158,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,2
RTLLM,0.2636037238514288,0.75,60,aspdac2026_release,lexical_structural_posthoc,functional,-0.08600879684084327,classic_revolution,deepseek-chat,9,158,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.75,60,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,-0.08600879684084327,classic_revolution,deepseek-chat,9,158,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.75,60,aspdac2026_release,lexical_structural_posthoc,valid_ppa,-0.08600879684084327,classic_revolution,deepseek-chat,9,158,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,0.75,9,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.08408021364882533,classic_revolution,deepseek-chat,9,158,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,1.0,210,aspdac2026_release,lexical_structural_posthoc,generated,-0.06648105449197986,classic_revolution,deepseek-chat,17,210,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,2
RTLLM,0.2636037238514288,1.0,80,aspdac2026_release,lexical_structural_posthoc,functional,-0.06648105449197986,classic_revolution,deepseek-chat,17,210,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,1.0,80,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,-0.06648105449197986,classic_revolution,deepseek-chat,17,210,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,1.0,80,aspdac2026_release,lexical_structural_posthoc,valid_ppa,-0.06648105449197986,classic_revolution,deepseek-chat,17,210,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,0.2636037238514288,1.0,17,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.096759795775554,classic_revolution,deepseek-chat,17,210,aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,0,0,0,1
RTLLM,,0.25,53,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,1
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,1
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.75,158,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,1
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,1.0,210,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,1
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,0,0,0,0
RTLLM,,0.25,53,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,1
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,1
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.75,158,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,1
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,0.75,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,158,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,1.0,210,aspdac2026_release,lexical_structural_posthoc,generated,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,1
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,functional,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,valid_ppa,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,,1.0,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,210,aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,0,0,0,0
RTLLM,0.0,0.25,53,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,0.25,3,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,1
RTLLM,0.0,0.25,3,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,1
RTLLM,0.0,0.25,3,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,1
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,0
RTLLM,0.0,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,3
RTLLM,0.0,0.5,21,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,0.5,21,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,0.5,21,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,,0.5,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,0
RTLLM,0.0,0.75,158,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,5,158,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,3
RTLLM,0.0,0.75,37,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,5,158,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,0.75,37,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,5,158,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,0.75,37,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,5,158,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,0.75,5,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.0,classic_revolution,deepseek-chat,5,158,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,1.0,210,aspdac2026_release,lexical_structural_posthoc,generated,0.0,classic_revolution,deepseek-chat,11,210,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,3
RTLLM,0.0,1.0,55,aspdac2026_release,lexical_structural_posthoc,functional,0.0,classic_revolution,deepseek-chat,11,210,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,1.0,55,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,0.0,classic_revolution,deepseek-chat,11,210,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,1.0,55,aspdac2026_release,lexical_structural_posthoc,valid_ppa,0.0,classic_revolution,deepseek-chat,11,210,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.0,1.0,11,aspdac2026_release,lexical_structural_posthoc,pareto_front,0.0,classic_revolution,deepseek-chat,11,210,aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,0,0,0,2
RTLLM,0.002018745212075766,0.25,53,aspdac2026_release,lexical_structural_posthoc,generated,-0.055182393106271,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,5
RTLLM,0.002018745212075766,0.25,39,aspdac2026_release,lexical_structural_posthoc,functional,-0.055182393106271,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,4
RTLLM,0.002018745212075766,0.25,39,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,-0.055182393106271,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,4
RTLLM,0.002018745212075766,0.25,39,aspdac2026_release,lexical_structural_posthoc,valid_ppa,-0.055182393106271,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,4
RTLLM,,0.25,0,aspdac2026_release,lexical_structural_posthoc,pareto_front,,classic_revolution,deepseek-chat,0,53,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,0
RTLLM,0.44834709128715033,0.5,105,aspdac2026_release,lexical_structural_posthoc,generated,-0.043032821058007535,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,7
RTLLM,0.44834709128715033,0.5,75,aspdac2026_release,lexical_structural_posthoc,functional,-0.043032821058007535,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,6
RTLLM,0.44834709128715033,0.5,75,aspdac2026_release,lexical_structural_posthoc,synthesis_valid,-0.043032821058007535,classic_revolution,deepseek-chat,0,105,aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,0,0,0,6
