budget_fraction,corpus,descriptor_family,funnel,mean_best_fitness,mean_candidate_count,mean_canonical_netlists,mean_motif_signatures,mean_pareto_members,mean_style_clusters,method,problem_group_count,total_candidate_count
0.25,auto_bd_standard_results,landing_smooth_qd_manual_bd,generated,0.22247484403739462,30.0,5.769230769230769,4.384615384615385,10.846153846153847,1.0,landing_smooth_qd_manual_bd,39,1170
0.25,auto_bd_standard_results,landing_smooth_qd_manual_bd,pareto_front,0.22247484403739462,10.846153846153847,5.769230769230769,4.384615384615385,10.846153846153847,1.0,landing_smooth_qd_manual_bd,39,423
0.25,auto_bd_standard_results,landing_smooth_qd_manual_bd,synthesis_valid,0.22247484403739462,10.846153846153847,5.769230769230769,4.384615384615385,10.846153846153847,1.0,landing_smooth_qd_manual_bd,39,423
0.25,auto_bd_standard_results,landing_smooth_qd_manual_bd,valid_ppa,0.22247484403739462,10.846153846153847,5.769230769230769,4.384615384615385,10.846153846153847,1.0,landing_smooth_qd_manual_bd,39,423
0.5,auto_bd_standard_results,landing_smooth_qd_manual_bd,functional,0.2546418649868944,26.897435897435898,13.307692307692308,9.64102564102564,26.897435897435898,1.0,landing_smooth_qd_manual_bd,39,1049
0.5,auto_bd_standard_results,landing_smooth_qd_manual_bd,generated,0.2546418649868944,60.0,13.307692307692308,9.64102564102564,26.897435897435898,1.0,landing_smooth_qd_manual_bd,39,2340
0.5,auto_bd_standard_results,landing_smooth_qd_manual_bd,pareto_front,0.2546418649868944,26.897435897435898,13.307692307692308,9.64102564102564,26.897435897435898,1.0,landing_smooth_qd_manual_bd,39,1049
0.5,auto_bd_standard_results,landing_smooth_qd_manual_bd,synthesis_valid,0.2546418649868944,26.897435897435898,13.307692307692308,9.64102564102564,26.897435897435898,1.0,landing_smooth_qd_manual_bd,39,1049
0.5,auto_bd_standard_results,landing_smooth_qd_manual_bd,valid_ppa,0.2546418649868944,26.897435897435898,13.307692307692308,9.64102564102564,26.897435897435898,1.0,landing_smooth_qd_manual_bd,39,1049
0.75,auto_bd_standard_results,landing_smooth_qd_manual_bd,functional,0.2757806561483389,44.30769230769231,20.256410256410255,15.0,44.30769230769231,1.0,landing_smooth_qd_manual_bd,39,1728
0.75,auto_bd_standard_results,landing_smooth_qd_manual_bd,generated,0.2757806561483389,90.0,20.256410256410255,15.0,44.30769230769231,1.0,landing_smooth_qd_manual_bd,39,3510
0.75,auto_bd_standard_results,landing_smooth_qd_manual_bd,pareto_front,0.2757806561483389,44.30769230769231,20.256410256410255,15.0,44.30769230769231,1.0,landing_smooth_qd_manual_bd,39,1728
0.75,auto_bd_standard_results,landing_smooth_qd_manual_bd,synthesis_valid,0.2757806561483389,44.30769230769231,20.256410256410255,15.0,44.30769230769231,1.0,landing_smooth_qd_manual_bd,39,1728
0.75,auto_bd_standard_results,landing_smooth_qd_manual_bd,valid_ppa,0.2757806561483389,44.30769230769231,20.256410256410255,15.0,44.30769230769231,1.0,landing_smooth_qd_manual_bd,39,1728
1.0,auto_bd_standard_results,landing_smooth_qd_manual_bd,functional,0.28865099102555203,61.30769230769231,26.128205128205128,19.333333333333332,61.30769230769231,1.0,landing_smooth_qd_manual_bd,39,2391
1.0,auto_bd_standard_results,landing_smooth_qd_manual_bd,generated,0.28865099102555203,120.0,26.128205128205128,19.333333333333332,61.30769230769231,1.0,landing_smooth_qd_manual_bd,39,4680
1.0,auto_bd_standard_results,landing_smooth_qd_manual_bd,pareto_front,0.28865099102555203,61.30769230769231,26.128205128205128,19.333333333333332,61.30769230769231,1.0,landing_smooth_qd_manual_bd,39,2391
1.0,auto_bd_standard_results,landing_smooth_qd_manual_bd,synthesis_valid,0.28865099102555203,61.30769230769231,26.128205128205128,19.333333333333332,61.30769230769231,1.0,landing_smooth_qd_manual_bd,39,2391
1.0,auto_bd_standard_results,landing_smooth_qd_manual_bd,valid_ppa,0.28865099102555203,61.30769230769231,26.128205128205128,19.333333333333332,61.30769230769231,1.0,landing_smooth_qd_manual_bd,39,2391
0.25,auto_bd_standard_results,random_descriptor_qd,functional,0.26473212098765414,9.871794871794872,5.205128205128205,3.5384615384615383,9.871794871794872,0.8974358974358975,random_descriptor_qd,39,385
0.25,auto_bd_standard_results,random_descriptor_qd,generated,0.26473212098765414,30.0,5.205128205128205,3.5384615384615383,9.871794871794872,1.0,random_descriptor_qd,39,1170
0.25,auto_bd_standard_results,random_descriptor_qd,pareto_front,0.26473212098765414,9.871794871794872,5.205128205128205,3.5384615384615383,9.871794871794872,0.8974358974358975,random_descriptor_qd,39,385
0.25,auto_bd_standard_results,random_descriptor_qd,synthesis_valid,0.26473212098765414,9.871794871794872,5.205128205128205,3.5384615384615383,9.871794871794872,0.8974358974358975,random_descriptor_qd,39,385
0.25,auto_bd_standard_results,random_descriptor_qd,valid_ppa,0.26473212098765414,9.871794871794872,5.205128205128205,3.5384615384615383,9.871794871794872,0.8974358974358975,random_descriptor_qd,39,385
0.5,auto_bd_standard_results,random_descriptor_qd,functional,0.2548174507217423,21.58974358974359,10.923076923076923,7.128205128205129,21.58974358974359,1.0,random_descriptor_qd,39,842
0.5,auto_bd_standard_results,random_descriptor_qd,generated,0.2548174507217423,60.0,10.923076923076923,7.128205128205129,21.58974358974359,1.0,random_descriptor_qd,39,2340
0.5,auto_bd_standard_results,random_descriptor_qd,pareto_front,0.2548174507217423,21.58974358974359,10.923076923076923,7.128205128205129,21.58974358974359,1.0,random_descriptor_qd,39,842
0.5,auto_bd_standard_results,random_descriptor_qd,synthesis_valid,0.2548174507217423,21.58974358974359,10.923076923076923,7.128205128205129,21.58974358974359,1.0,random_descriptor_qd,39,842
0.5,auto_bd_standard_results,random_descriptor_qd,valid_ppa,0.2548174507217423,21.58974358974359,10.923076923076923,7.128205128205129,21.58974358974359,1.0,random_descriptor_qd,39,842
0.75,auto_bd_standard_results,random_descriptor_qd,functional,0.2657871101124891,35.0,16.692307692307693,11.102564102564102,35.0,1.0,random_descriptor_qd,39,1365
0.75,auto_bd_standard_results,random_descriptor_qd,generated,0.2657871101124891,90.0,16.692307692307693,11.102564102564102,35.0,1.0,random_descriptor_qd,39,3510
0.75,auto_bd_standard_results,random_descriptor_qd,pareto_front,0.2657871101124891,35.0,16.692307692307693,11.102564102564102,35.0,1.0,random_descriptor_qd,39,1365
0.75,auto_bd_standard_results,random_descriptor_qd,synthesis_valid,0.2657871101124891,35.0,16.692307692307693,11.102564102564102,35.0,1.0,random_descriptor_qd,39,1365
0.75,auto_bd_standard_results,random_descriptor_qd,valid_ppa,0.2657871101124891,35.0,16.692307692307693,11.102564102564102,35.0,1.0,random_descriptor_qd,39,1365
1.0,auto_bd_standard_results,random_descriptor_qd,functional,0.2763996981119333,49.87179487179487,22.53846153846154,15.153846153846153,49.87179487179487,1.0,random_descriptor_qd,39,1945
1.0,auto_bd_standard_results,random_descriptor_qd,generated,0.2763996981119333,120.0,22.53846153846154,15.153846153846153,49.87179487179487,1.0,random_descriptor_qd,39,4680
1.0,auto_bd_standard_results,random_descriptor_qd,pareto_front,0.2763996981119333,49.87179487179487,22.53846153846154,15.153846153846153,49.87179487179487,1.0,random_descriptor_qd,39,1945
1.0,auto_bd_standard_results,random_descriptor_qd,synthesis_valid,0.2763996981119333,49.87179487179487,22.53846153846154,15.153846153846153,49.87179487179487,1.0,random_descriptor_qd,39,1945
1.0,auto_bd_standard_results,random_descriptor_qd,valid_ppa,0.2763996981119333,49.87179487179487,22.53846153846154,15.153846153846153,49.87179487179487,1.0,random_descriptor_qd,39,1945
0.25,auto_bd_standard_results,sr_random_relu_pca_qd,functional,0.232527381084557,10.692307692307692,5.564102564102564,4.128205128205129,10.692307692307692,0.9743589743589743,sr_random_relu_pca_qd,39,417
0.25,auto_bd_standard_results,sr_random_relu_pca_qd,generated,0.232527381084557,30.0,5.564102564102564,4.128205128205129,10.692307692307692,1.0,sr_random_relu_pca_qd,39,1170
0.25,auto_bd_standard_results,sr_random_relu_pca_qd,pareto_front,0.232527381084557,10.692307692307692,5.564102564102564,4.128205128205129,10.692307692307692,0.9743589743589743,sr_random_relu_pca_qd,39,417
0.25,auto_bd_standard_results,sr_random_relu_pca_qd,synthesis_valid,0.232527381084557,10.692307692307692,5.564102564102564,4.128205128205129,10.692307692307692,0.9743589743589743,sr_random_relu_pca_qd,39,417
0.25,auto_bd_standard_results,sr_random_relu_pca_qd,valid_ppa,0.232527381084557,10.692307692307692,5.564102564102564,4.128205128205129,10.692307692307692,0.9743589743589743,sr_random_relu_pca_qd,39,417
0.5,auto_bd_standard_results,sr_random_relu_pca_qd,functional,0.2479063665770702,22.615384615384617,11.23076923076923,8.025641025641026,22.615384615384617,1.0,sr_random_relu_pca_qd,39,882
0.5,auto_bd_standard_results,sr_random_relu_pca_qd,generated,0.2479063665770702,60.0,11.23076923076923,8.025641025641026,22.615384615384617,1.0,sr_random_relu_pca_qd,39,2340
0.5,auto_bd_standard_results,sr_random_relu_pca_qd,pareto_front,0.2479063665770702,22.615384615384617,11.23076923076923,8.025641025641026,22.615384615384617,1.0,sr_random_relu_pca_qd,39,882
0.5,auto_bd_standard_results,sr_random_relu_pca_qd,synthesis_valid,0.2479063665770702,22.615384615384617,11.23076923076923,8.025641025641026,22.615384615384617,1.0,sr_random_relu_pca_qd,39,882
0.5,auto_bd_standard_results,sr_random_relu_pca_qd,valid_ppa,0.2479063665770702,22.615384615384617,11.23076923076923,8.025641025641026,22.615384615384617,1.0,sr_random_relu_pca_qd,39,882
0.75,auto_bd_standard_results,sr_random_relu_pca_qd,functional,0.2590423930839553,35.61538461538461,17.358974358974358,12.58974358974359,35.61538461538461,1.0,sr_random_relu_pca_qd,39,1389
