seed,slice,problem_count,classic_mean_hv,t83_mean_hv,hv_delta,relative_hv_delta_percent
1001,all,8,0.14064478405974706,0.1369410337888557,-0.0037037502708913705,-2.6334074851421345
1001,without_prob135,7,0.16073689606828237,0.12812991946144683,-0.032606976606835536,-20.285931484569556
1001,rtllm_only,5,0.1452769769634218,0.09953557970458525,-0.04574139725883654,-31.485647770846327
1002,all,8,0.15936940200276137,0.12103198484107551,-0.03833741716168586,-24.055694932595397
1002,without_prob135,7,0.18213645943172727,0.13832226838980058,-0.04381419104192669,-24.055694932595397
1002,rtllm_only,5,0.17530236639089364,0.1137612247802335,-0.06154114161066014,-35.10571070868156
1003,all,8,0.13253100841854415,0.11998639898252553,-0.012544609436018622,-9.46541461180291
1003,without_prob135,7,0.1514640096211933,0.1371273131228863,-0.014336696498306989,-9.465414611802904
1003,rtllm_only,5,0.13200380293070774,0.1122143762542567,-0.019789426676451033,-14.991557998400259
