backend,problems,mean_hv,mean_pareto_points,mean_reference_beating,hv_wins,decision
classic,3,0.19033062205095372,3.0,17.333333333333332,3,comparator
fg_qdm_sr_front_credit_12x3,3,0.15338436424427038,1.6666666666666667,9.333333333333334,0,best_fg_qdm_smoke_not_promoted
fg_qdm_random_memory_12x3,3,0.13816232905176293,2.6666666666666665,9.666666666666666,0,prior_random_control
fg_qdm_sr_memory_warmup4_12x3,3,0.13753631082921372,2.0,9.0,0,prior_sr_memory
fg_qdm_shape_density_memory_12x3,3,0.1263668609914708,3.0,7.0,0,prior_rtl_native_memory
fg_qdm_random_front_credit_12x3,3,0.10480493310377277,2.6666666666666665,7.0,0,same_threshold_random_control_negative
