backend,problem,circuit_type,hv_final,hv_auc
classic_revolution_8x5,Prob015_multi_pipe_8bit,sequential,0,0
classic_revolution_8x5,Prob024_fsm,combinational,0.265248670629,0.169906162027
classic_revolution_8x5,Prob041_traffic_light,combinational,0.185042120552,0.119924836601
classic_revolution_8x5,Prob045_alu,combinational,0.199756905185,0.195812817268
classic_revolution_8x5,Prob049_signal_generator,sequential,0.00997131828859,0.00714775372504
classic_revolution_8x5,Prob116_m2014_q3,combinational,0.398422797928,0.397879792746
classic_revolution_8x5,Prob135_m2014_q6b,combinational,0,0
classic_revolution_8x5,Prob153_gshare,sequential,0.00180625476736,0.000541876430207
front_slot_lane_030,Prob015_multi_pipe_8bit,sequential,0,0
front_slot_lane_030,Prob024_fsm,combinational,0.144729433844,0.0144729433844
front_slot_lane_030,Prob041_traffic_light,combinational,0.30342701525,0.219360784314
front_slot_lane_030,Prob045_alu,combinational,0.237173625074,0.214644924108
front_slot_lane_030,Prob049_signal_generator,sequential,0.0125777833815,0.0120034074763
front_slot_lane_030,Prob116_m2014_q3,combinational,0.398422797928,0.398422797928
front_slot_lane_030,Prob135_m2014_q6b,combinational,0,0
front_slot_lane_030,Prob153_gshare,sequential,0,0
smooth_qd_v2_8x5,Prob015_multi_pipe_8bit,sequential,0,0
smooth_qd_v2_8x5,Prob024_fsm,combinational,0.145886768846,0.104573037222
smooth_qd_v2_8x5,Prob041_traffic_light,combinational,0.366104938272,0.310367864924
smooth_qd_v2_8x5,Prob045_alu,combinational,0.215335395229,0.206030957224
smooth_qd_v2_8x5,Prob049_signal_generator,sequential,0.0169801664959,0.0145637826378
smooth_qd_v2_8x5,Prob116_m2014_q3,combinational,0.398422797928,0.397868393782
smooth_qd_v2_8x5,Prob135_m2014_q6b,combinational,0,0
smooth_qd_v2_8x5,Prob153_gshare,sequential,0.000810636004312,0.000647655502393
