scope,name,method,reference,metric,value,reference_value,delta,relative_delta
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,global_ppa_hypervolume,0.151026,0.151026,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,hv_auc,0.151026,0.125855,0.025171,0.200000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,best_score,0.381544,0.381544,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,valid_ppa_count,23.000000,28.000000,-5.000000,-0.178571
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,ppa_front_points,1.000000,1.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,unique_ppa_points,4.000000,7.000000,-3.000000,-0.428571
problem_seed,1001:RTLLM:Prob004_adder_8bit,t26_gated_near_front_fusion_qd,classic_revolution,reference_beating_count,2.000000,2.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t26_gated_near_front_fusion_qd,classic_revolution,global_ppa_hypervolume,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t26_gated_near_front_fusion_qd,classic_revolution,hv_auc,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t26_gated_near_front_fusion_qd,classic_revolution,best_score,0.061050,0.135230,-0.074180,-0.548547
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t26_gated_near_front_fusion_qd,classic_revolution,valid_ppa_count,13.000000,13.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t26_gated_near_front_fusion_qd,classic_revolution,ppa_front_points,5.000000,9.000000,-4.000000,-0.444444
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,t26_gated_near_front_fusion_qd,classic_revolution,unique_ppa_points,12.000000,11.000000,1.000000,0.090909
