feature,eligible,predictive_score,diversity_score,stability_score,composite_score,collapsed_in_backend_count,finite_fraction,normalized_range_coverage,unique_ratio
seq_ratio,True,0.8355814327821758,0.8425925925925926,1.0,0.8709190521593866,0,1.0,1.0,0.5277777777777778
sequential_cells,True,0.8899721360502953,0.7685185185185185,1.0,0.8694689427041142,0,1.0,1.0,0.3055555555555556
ff_depth,True,0.8956937992184921,0.7314814814814815,1.0,0.85908072816684,0,1.0,1.0,0.19444444444444445
scoap_co_bin_0_pct,True,0.7565895610887664,0.8570826337582284,1.0,0.8404442243053247,0,1.0,1.0,0.75
scoap_cc1_bin_0_pct,True,0.8039709449963203,0.789709538928116,1.0,0.8381852638731846,0,1.0,1.0,0.6944444444444444
scoap_cc0_bin_0_pct,True,0.8008767656056994,0.7864822888010735,1.0,0.8356633456029405,0,1.0,1.0,0.6944444444444444
scoap_signal_smoothness,True,0.7121330156851571,0.8216340728223873,1.0,0.8080317825461563,0,1.0,1.0,0.9166666666666666
scoap_cc0_bin_3_pct,True,0.7765676500101902,0.7242394631381388,1.0,0.8029392546029341,0,1.0,1.0,0.75
rent_exponent_confidence_gated,True,0.7442190402067755,0.7569712192053996,1.0,0.7998384948149388,0,1.0,1.0,0.9166666666666666
mux_ratio,True,0.6811119953236241,0.8290139842455454,1.0,0.7966552923815717,0,1.0,1.0,0.8055555555555556
scoap_cc1_bin_3_pct,True,0.7357092358934716,0.7376375311699047,1.0,0.7892422920615287,0,1.0,1.0,0.75
mux_cells,True,0.6155639186982185,0.884612201516476,1.0,0.7866180339449649,0,1.0,1.0,0.6666666666666666
scoap_co_bin_3_pct,True,0.7225049947345582,0.7459578728565059,1.0,0.7862125031303282,0,1.0,1.0,0.8055555555555556
hyper_mean_fanout,True,0.7244267181988935,0.7207899268645507,1.0,0.7782684975920948,0,1.0,1.0,0.8888888888888888
reconv_sink_ratio,True,0.5866049486480492,0.877155766655367,1.0,0.7709767452210006,0,1.0,1.0,0.7222222222222222
scoap_cc1_bin_1_pct,True,0.5898047413189429,0.8628184195618465,1.0,0.7673985804401706,0,1.0,1.0,0.75
comb_ratio,True,0.8355814327821758,0.5467091371850811,1.0,0.7673598427667574,0,1.0,1.0,0.5277777777777778
rent_exponent,True,0.6182524660348456,0.8116631625574268,1.0,0.7622957166107798,0,1.0,1.0,0.8055555555555556
share_family_inv,True,0.6285206342421191,0.7685185185185185,1.0,0.751815766890435,0,1.0,1.0,0.3055555555555556
reconv_source_ratio,True,0.6919470250758002,0.6556663776303994,1.0,0.7408593934547498,0,1.0,1.0,0.4166666666666667
hyper_directed_edge_count,True,0.634828991244338,0.7078963720555898,1.0,0.7334367762794085,0,1.0,1.0,0.7222222222222222
rent_k,True,0.5759742649756783,0.7659605077455084,1.0,0.7272745969499832,0,1.0,1.0,0.9166666666666666
scoap_co_bin_1_pct,True,0.5364124958080643,0.8055555555555555,1.0,0.7233300675580734,0,1.0,1.0,0.4166666666666667
total_cells,True,0.4750741047774764,0.8803353464407112,1.0,0.7219007184041133,0,1.0,1.0,0.8888888888888888
combinational_cells,True,0.6221994881265973,0.6718030170111934,1.0,0.7151208256108865,0,1.0,1.0,0.4722222222222222
laplacian_spectral_entropy,True,0.6400000331914941,0.6344078297601384,1.0,0.7100427553522208,0,1.0,1.0,0.8888888888888888
log_edge_count,True,0.634828991244338,0.620309919800735,1.0,0.7027815179902093,0,1.0,1.0,0.7222222222222222
rent_sample_count,True,0.6610812647333614,0.5809938151649479,1.0,0.7008344044377444,0,1.0,1.0,0.3888888888888889
scoap_cc1_bin_2_pct,True,0.4863991917092751,0.801994287474881,1.0,0.6995776368853821,0,1.0,1.0,0.5277777777777778
adder_ratio,True,0.492436434879257,0.7904400450972263,1.0,0.6982504114796948,0,1.0,1.0,0.9166666666666666
rent_raw_sample_count,True,0.6640073826117912,0.5574945770914163,1.0,0.6939264241573018,0,1.0,1.0,0.3611111111111111
scoap_co_bin_2_pct,True,0.4100983852047605,0.8796296296296297,1.0,0.6924146437125126,0,1.0,1.0,0.6388888888888888
arithmetic_cells,True,0.5797727147789254,0.644255878366626,1.0,0.6863872790788355,0,1.0,1.0,0.3888888888888889
scoap_cc0_bin_2_pct,True,0.4122757408035343,0.8518518518518517,1.0,0.6836722315097385,0,1.0,1.0,0.5555555555555556
laplacian_lambda2,True,0.4362606268462347,0.8180395287796633,1.0,0.6826311171536878,0,1.0,1.0,0.8888888888888888
comb_width_log,True,0.6221994881265973,0.5644817350756912,1.0,0.6775583769334608,0,1.0,1.0,0.4722222222222222
hyper_cell_count,True,0.5141811672432209,0.6871890603863605,1.0,0.6718976963946757,0,1.0,1.0,0.6388888888888888
rent_graph_node_count,True,0.5141811672432209,0.6871890603863605,1.0,0.6718976963946757,0,1.0,1.0,0.6388888888888888
cell_count_log,True,0.4750741047774764,0.6873898415483679,1.0,0.6543697916917932,0,1.0,1.0,0.8888888888888888
rent_confidence,True,0.4217713584277278,0.7459350582179914,1.0,0.6508743816687745,0,1.0,1.0,0.9166666666666666
log_node_count,True,0.5141811672432209,0.5940696338848691,1.0,0.6393058971191536,0,1.0,1.0,0.6388888888888888
hyper_driven_net_count,True,0.36150329213753724,0.7465439179665821,1.0,0.6239668527501956,0,1.0,1.0,0.6944444444444444
hyper_net_count,True,0.36150329213753724,0.7465439179665821,1.0,0.6239668527501956,0,1.0,1.0,0.6944444444444444
hyper_fanout_entropy,True,0.4120930144387192,0.6735931694319004,1.0,0.6211994657985889,0,1.0,1.0,0.8888888888888888
